qstr_Received_{reg0}_dama|Recebeu {reg0} de dano.
qstr_Draw_your_weapons_me|Peguem suas armas, homens, pois a tempestade está se abatendo sobre nossos inimigos!
qstr_Orcs_of_{s16}_get_re|Orcs de {s16}, preparem-se! Aqui estão algumas gargantas para vocês cortarem!
qstr_These_friend_of_elve|Esses amigos dos elfos cairão sob nossas lâminas!
qstr_These_Elves_will_fal|Esses elfos cairão sob nossas lâminas!
qstr_Raahh!_Draw_your_wea|Raahh! Saquem suas armas, escória de {s16}! Esta noite nos banqueteamos com entranhas de {s15}!
qstr_Rha!_{s14}More_{s15}|Rha! {s14}Mais corpos {s15} para desfigurar com nossas armas amaldiçoadas!
qstr_Slaughter_these_puny|Matem esses ladrões insignificantes de {s18} agora! Então queimaremos suas casas e exterminaremos suas famílias.
qstr_Death_to_the_trespas|Morte aos invasores das terras de {s16}!
qstr_CHARGE!_Let_s_clear_|ATACAR! Vamos limpar a escória de {s18} {s19}de {s17}!
qstr_{s14}Now_that_{s19}s|{s14}Agora a escória de {s19} vai experimentar a fúria do povo urso!
qstr_Attack!|Ataque!
qstr_You_are_attacked_by_|Você é atacado por um grupo de bandidos!
qstr_Holding|Segurando
qstr_Following|Seguindo
qstr_Charging|Investindo
qstr_Advancing|Avançando
qstr_Falling_Back|Recuando
qstr_Standing_Closer|Se aproximando
qstr_Spreading_Out|Se espalhando
qstr_Standing|Em posição
qstr_N/A|N/D
qstr_Free|Livre
qstr_Any_Weapon|Qualquer Arma
qstr_Blunt_Weapons|Armas Contundentes
qstr_Infantry__{reg1}_|Infantaria ({reg1})
qstr_Archers__{reg2}_|Arqueiros ({reg2})
qstr_Cavalry__{reg3}_|Cavalaria ({reg3})
qstr_Given_by:_{s62}|Dado por: {s62}
qstr_Given_on:_{s60}|Dado em: {s60}
qstr_You_have_{reg0}_days|Você tem {reg0} dias para terminar esta missão.
qstr_This_quest_has_been_|Esta missão foi concluída. Fale com {s59} para completá-la.
qstr_This_quest_has_been_s|Esta missão foi concluída com sucesso. Fale com {s59} para resgatar sua recompensa.
qstr_This_quest_has_faile|Esta missão falhou. Fale com {s59} para explicar a situação.
qstr_At_the_time_quest_wa|No momento em que a missão foi dada:^{s1}
qstr_{s7}_and_{s8}|{s7} e {s8}
qstr_{s7}_{s8}|{s7}, {s8}
qstr_noone|ninguém
qstr_{s9}_and_{s10}|{s9} e {s10}
qstr_{s9}_{s10}|{s9}, {s10}
qstr_no_one|ninguém
qstr_{s11}_and_{s12}|{s11} e {s12}
qstr_{s11}_{s12}|{s11}, {s12}
qstr_{s5}_is_ruled_by_{s6|{s5} é governada por {s6}.^Controla {s8}.^Seus comandantes são {s10}.^{s5} está em guerra com {s12}.
qstr_{s5}_has_been_defeat|{s5} foi derrotada!
qstr_{s5}_has_a_strength_|{s5} tem uma força de {reg1} homens no total.
qstr_no_holdings|nenhuma participação
qstr_{s57}_and_{s58}|{s57} e {s58}
qstr_{s57}_{s58}|{s57}, {s58}
qstr_{reg3?She:He}|{reg3?Ela:Ele}
qstr_{reg6?:{reg4?{s54}_i|{reg6?:{reg4?{s54} é o governante de {s56}.^:{s54} serve a {s55} de {s56}.^}}{reg9?{reg3?Ela:Ele} é {reg3?a:o} {reg3?senhora:senhor} de {s58}.:}{s59}{reg10?^{reg3?Ela:Ele} morreu no campo de batalha!:}
qstr_The_last_time_you_sa|Da última vez em que você {reg1?a:o} viu, {s1}
qstr_The_last_time_you_he|Da última vez em que você ouvir falar {reg1?dela:dele}, {s1}
qstr_The_{s50}|O {s50}
qstr_{s50}_belongs_to_{s1|{s50} pertence a {s1} de {s2}.^
qstr_Current_garrison_con|A guarnição atualmente dispõe de {reg5} homens.^Tem estoque de comida para {reg6} dias.
qstr_Very_Poor|Muito Pobre
qstr_Poor|Pobre
qstr_Average|Mediano
qstr_Rich|Rico
qstr_Very_Rich|Muito Rico
qstr_Strength|Força
qstr_Agility|Agilidade
qstr_Intelligence|Inteligência
qstr_Charisma|Carisma
qstr_You_ve_gained_{s6}_f|Você ganhou {s6} por receber {s7}
qstr_You_ve_lost_{s6}_fro|Você perdeu {s6} por ter perdido {s7}
qstr_{s50}_Caves|{s50} Cavernas
qstr_{s50}_Mines|{s50} Minas
qstr_{s50}_Woods|{s50} Florestas
qstr_{s4}_looks_upset.|{s4} parece incomodado.
qstr_your_party|seu grupo
qstr_{reg0?One_of_your_pr|{reg0?Um de seus prisioneiros, :}{s1} de {s3} escapou do cativeiro!
qstr_You_brought_{reg3}_h|Você trouxe {reg3} cabeças de gado para {s1}.
qstr_Log_entry_{reg3}:_ty|Entrada de log {reg3}: digite {reg4}
qstr_Center:_{s4}|Centro: {s4}
qstr_Troop:_{s4}|Tropa: {s4}
qstr_Lord:_{s4}|Senhor: {s4}
qstr_Ally_party_is_presen|O grupo aliado está presente
qstr_{s4}_is_present_at_e|{s4} está presente no evento
qstr_Event_#{reg5}_type_{|Evento nº {reg5}, tipo {reg6}, hora {reg8}: relação do reino do jogador com o objeto da tropa = {reg7}
qstr_Event_#{reg5}_type_{r|Evento nº {reg5}, tipo {reg6}, hora {reg8}: relação do reino do jogador com a facção do objeto central = {reg7}
qstr_Event_#{reg5}_type_{re|Evento nº {reg5}, tipo {reg6}, hora {reg8}: relação do reino do jogador com o objeto da facção = {reg7}
qstr_Event_#{reg5}_type_{reg|Evento nº {reg5}, tipo {reg6}, hora {reg8}. Nenhuma relação de reino relevante
qstr_Event_#{reg5}_type_{reg6|Evento nº {reg5}, tipo {reg6}, hora {reg8}. Jogador não afiliado
qstr_Elapsed_hours:_{reg7|Horas decorridas: {reg7}
qstr_Reputation_type:_{s1|Tipo de reputação: {s15}
qstr_Entries_up_to_#{reg5|Entradas até #{reg5} foram ignoradas
qstr_A_new_location_is_no|Um novo local já está disponível no mapa!
qstr_New_trait_gained:_{s|Nova característica adquirida: {s5}.
qstr_Gained_permanent_+1_|Ganhou +1 permanente em Força.
qstr_Gained_permanent_+1_t|Ganhou +1 permanente em Agilidade.
qstr_Gained_permanent_+1_to|Ganhou +1 permanente em Carisma.
qstr_Gained_permanent_+20|Ganhou +20 permanente em proficiência em armas.
qstr_Gained_permanent_+2_|Ganhou +2 permanente em Força.
qstr_Gained_permanent_+2_t|Ganhou +2 permanente em Carisma.
qstr_Lost_permanent__1_to|Perdeu -1 permanente em Carisma.
qstr_Gained_permanent_+1_to_|Ganhou +1 permanente em Pele de Ferro.
qstr_Gained_permanent_+5_|Ganhou +5 permanente em Força.
qstr_Lost_permanent__2_to|Perdeu -2 permanente em Carisma.
qstr_Gained_permanent_+2_to|Ganhou +2 permanente em Pele de Ferro.
qstr_Gained_permanent_+10|Ganhou +10 permanente em proficiência em armas.
qstr_Gained_permanent_+1_to_T|Ganhou +1 permanente em Táticas.
qstr_You_have|Você tem
qstr_{s1}_has|{s1} tem
qstr_{s11}_suffered_a_ser|{s11} foi seriamente ferido.
qstr_The_leg_has_been_bad|A perna foi mutilada em batalha.
qstr___2_athletics__1_rid|(-2 Atletismo, -1 Montaria, -2 Agilidade, -15 Habilidade Corpo a Corpo)
qstr_The_arm_has_been_bad|O braço foi mutilado em batalha.
qstr___20_weapon_skill__2|(-20 Habilidade com Armas, -2 Força, -1 Potência do Golpe)
qstr_The_head_has_suffere|A cabeça sofreu uma forte pancada.
qstr___1_intelligence_ski|(-1 Habilidades de Inteligência, -15 Habilidades a Distância)
qstr_The_chest_has_suffer|O peito sofreu algumas costelas quebradas.
qstr___20_weapon_skill_|(-20 Habilidade com Armas)
qstr_{s1}_has_been_killed|{s1} foi morto.
qstr_You_were_killed.|Você morreu.
qstr_{s1}_recovered_from_|{s1} se recuperou de um ferimento sério.
qstr_The_leg_wound_has_he|O ferimento na perna foi curado.
qstr__+2_athletics_+1_rid|(+2 Atletismo, +1 Montaria, +2 Agilidade, +15 Habilidade Corpo a Corpo)
qstr_The_arm_wound_has_he|O ferimento no braço foi curado.
qstr__+20_weapon_skill_+2|(+20 Habilidade com Armas, +2 Força, +1 Potência do Golpe)
qstr_The_head_wound_has_h|O ferimento na cabeça foi curado.
qstr__+1_intelligence_ski|(+1 Habilidades de Inteligência, +15 Habilidade a Distância)
qstr_The_cracked_ribs_hav|As costelas quebradas estão curadas.
qstr__+20_weapon_skill_|(+20 habilidade com armas)
qstr_{s1}_has_had_his_hea|{s1} teve sua saúde melhorada
qstr_News_has_arrived_tha|Chegaram notícias de que {s1} de {s2} foi morto em batalha pelas forças de {s28}!
qstr_{s1}_s_Burial_Mound|Monte funerário de {s1}
qstr_{s1}_s_Funeral_Pyre|Pira funerária de {s1}
qstr_{s1}_is_logged_as_de|{s1} está registrado como morto
qstr_You_have_been_discov|Você foi descoberto antes de escalar a muralha.
qstr_The_enemy_is_coming_|O inimigo está vindo com força, você deve fugir!
qstr_Scout_this_area_alon|Explore essa área sozinho e encontre seus homens depois!
qstr_Be_stealthy_but_elim|Seja furtivo, mas elimine qualquer ameaça rapidamente!
qstr_You_are_spotted_by_a|Você foi descoberto por uma patrulha!
qstr_Eliminate_them_befor|Elimine-os antes que o alarme se espalhe!
qstr_You_have_reached_the|Você chegou nas masmorras!
qstr_Eliminate_the_guards|Elimine os guardas e liberte os seus homens!
qstr_{s1}_has_been_captur|{s1} foi capturado pelo inimigo.
qstr_Gondor_takes_a_capti|Gondor faz um prisioneiro
qstr_Rohan_takes_a_captiv|Rohan faz um prisioneiro
qstr_Mordor_takes_a_capti|Mordor faz um prisioneiro
qstr_Isengard_takes_a_cap|Isengard faz um prisioneiro
qstr_You_were_grievously_|Você foi gravemente ferido e seu corpo empilhado com os mortos. Escolhendo o momento certo, você conseguiu escapar sobre a muralha, mas o inimigo pode ter visto seus movimentos. É melhor ir e depressa.
qstr_You_were_grievously_w|Você foi gravemente ferido na batalha. Seus homens conseguiram arrastá-lo para longe, mas sofreram baixar terríveis na fuga.
qstr_You_were_grievously_wo|Você foi gravemente ferido na batalha. Seus homens conseguiram arrastá-lo para longe, mas sofreram baixar terríveis na fuga. Infelizmente, alguns dos seus companheiros foram capturados e arrastados para {s2}.
qstr_You_were_grievously_wou|Você foi gravemente ferido na batalha. Seus homens conseguiram arrastá-lo para longe da luta, mas infelizmente, o feiticeiro conseguiu escapar.
qstr_You_were_grievously_woun|Você foi gravemente ferido e seu corpo foi empilhado com os mortos. Escolhendo o momento certo, você conseguiu escapar, mas infelizmente, o feiticeiro conseguiu escapar.
qstr_Some_of_your_compani|Alguns de seus companheiros estão sofrendo de antigas feridas.
qstr_Item_you_just_equipp|O item que você acabou de equipar não se encaixa na raça do personagem e será desequipado^^Certifique-se de que seu inventário tenha espaço para o item, ou ele será perdido
qstr_Inappropriate_equipm|Equipamento inadequado
qstr_The_mount_you_just_e|A montaria que você equipou não se encaixa na raça do personagem. Esteja ciente que haverá problemas com o comportamento do animal no campo de batalha se você deixar do jeito que está
qstr_Inappropriate_mount|Montaria inadequada
qstr_{s24}:_Your_infantry|{s24}: Sua infantaria se sente melhor!
qstr_{s24}:_Your_archers_|{s24}: Seus arqueiros se sentem melhor!
qstr_{s24}:_Your_cavalry_|{s24}: Sua cavalaria se sente melhor!
qstr_Ah_what_a_coincidenc|Ah, que coincidência te encontrar aqui, {playername}! Você pode não me conhecer mas não é um desconhecido para mim. Estou a caminho de {s4}, mas acabei de chegar de {s3} e seu nome me surgiu. {s3} está contando com você nesses tempos difíceis e, se você pensou em seguir algum caminho que o distraia, talvez seja melhor reconsiderar e se concentrar em ajudar {s2} com o máximo de suas capacidades.
qstr_Who_are_you?|Quem é você?
qstr_A_friend_of_{s3}_and|Um amigo de {s3} e do povo de {s2}. Agora apresse-se! Mordor atrai todas as coisas malignas, e o Poder Sombrio está usando toda a sua força para reuni-las ainda mais. O tempo está se esgotando para tudo que é bom neste mundo, a menos que façamos valer a pena cada ataque para nos opor a ele.
qstr_What_should_I_do?|O que devo fazer?
qstr_Find_{s3}_s_whereabo|Descubra o paradeiro de {s3} imediatamente e fale com {reg3?ela:ele}. Boa sorte!
qstr_Good_to_see_the_Shad|Bom ver que a Sombra ainda não conseguir te derrotar, {playername}.
qstr_You_are_the_one_they|Você é aquele a quem chamam de Gandalf ou Mithrandir.
qstr_You_are_the_one_they_|Você é aquele a quem chamam de Radagast.
qstr_That_is_what_some_ca|É assim que alguns me chamam. No meu tempo eu também fui chamado de outras coisas, mas a menos que a Escuridão seja detida, em breve pode não haver mais ninguém para me chamar de alguma coisa.
qstr_What_do_you_mean?|O que você quer dizer?
qstr_In_spite_of_their_va|Apesar de sua valente resistência, {s3} foi subjugado pelas forças do mal. As pessoas de {s3} estão dispersas e as boas {s4} não são existem mais.
qstr_You_bring_dismal_new|Você traz notícias sombrias, mago.
qstr_But_I_also_bring_a_m|Mas também trago uma mensagem de esperança. O povo de {s5} ainda estão firmes. Seus guerreiros são destemidos e seus líderes resolutos.
qstr_Help_them_fight_the_|Ajude-os a lutar contra o inimigo da melhor maneira possível. Nunca desista! Esteja sempre em guarda! Existem coisas mais velhas e horríveis que Orcs no mundo.
qstr_Beware_{playername}_|Cuidado, {playername}, o poder das Trevas desmoronou. {s3} caiu, assim como seu líder {s4}.
qstr_What_do_you_want_of_|O que você quer de mim, velho?
qstr_Just_know_that_a_Daw|Saiba que o Amanhecer está chegando. É inevitável. E se você ainda estiver vivo para vê-lo, considere o que você terá a dizer sobre si mesmo.
qstr_Well_met_{playername|Muito bem, {playername}, {s24}. Minha confiança em você não foi em vão. O poder das forças Sombrias foi quebrado e suas ações tiveram um papel importante nisso!
qstr_Thank_you_Mithrandir|Obrigado, Mithrandir!
qstr_Thank_you_Radagast!|Obrigado, Radagast!
qstr_The_wizard_Saruman_i|O mago Saruman se foi e Barad Dur foi despedaçado junto com seu Senhor do Escuro! Todos os povos da Terra Média estão livres da ameaça que quase consumiu tudo o que era bom e puro neste mundo. O inimigo foi derrotado e o Rei retornou!
qstr_It_was_a_long_and_bl|Foi uma longa e sangrenta guerra e muitos de nossos melhores amigos não estão mais entre nós.
qstr_There_is_much_to_reg|Há muito a se lamentar e chorar, e ainda mais para reconstruir e consertar nos próximos dias. Mas, por enquanto, vamos nos alegrar com os amigos que ainda estão conosco e celebrar tudo o que conquistamos nos Últimos Dias da Terceira Era.
qstr_Orcs_are_marching_ag|Orcs estão marchando contra o Abismo de Helm.
qstr_Orcs_are_marching_aga|Orcs estão marchando contra Edoras.
qstr_Ah_{playername}_happ|Ah, {playername}, que sorte a nossa de nos encontrarmos dessa forma! Trago notícias sombrias de Oeste de Rohan , e precisamos urgentemente nos apressar.
qstr_What_tidings_do_you_|Que notícias você traz, Mithrandir? O que posso fazer?
qstr_Saruman_has_loosed_I|Saruman avançou Isengard sobre Rohan. {s1} Para o sucesso dos meus desígnios os valentes Rohirrim não devem cair, {playername}! O perigo para eles é muito grande, mas o esvaziamento de Isengard a deixou vulnerável, pois Saruman enviou toda a sua força contra o Rei Théoden. Este pode ser o momento de avançar contra Nan Curunir. Uma escolha está diante de você, Comandante, uma escolha que você deve fazer, pois nem você nem eu podemos estar em todos os lugares ao mesmo tempo!
qstr_Do_you_want_me_to_he|Você quer que eu ajude o Rei Théoden a defender {s3} ou que eu vá até Isengard e veja o que posso fazer?
qstr_Either_would_be_a_gr|Qualquer uma das duas escolhas seria uma grande bênção para mim. Você deve decidir seu curso sozinho, {playername}, assim como eu. Scadufax me levará agora em uma rápida missão. Você também deve agir rápido! Apresse-se agora!
qstr_Gandalf_asked_you_to|Gandalf pediu que você ajudasse Théoden a defender {s3} ou descobrisse o que está acontecendo em Isengard.
qstr_Ents|Ents
qstr_Hail_{playername}!_I|Saudações, {playername}! Espero que esteja ileso. De qualquer forma, fico feliz que tenha ajudado meu amigo Fangorn, ou talvez o conheça como Barbárvore. Os pastores de árvores são muito poderosos, mas é provável que tenham marchado para a ruína. Talvez você os tenha salvado de um grande perigo, Comandante, e por isso estou feliz. Eu não gostaria de ver o mais antigo de todos os seres vivos desaparecer do mundo, não, ainda não... não, não antes que eles vejam as Entesposas novamente, espero.
qstr_I_did_what_I_could.|Fiz o que pude.
qstr_Well_thank_you_{play|Bem, obrigado, {playername}, e adeus. Podemos nos encontrar novamente, antes da lua minguante!
qstr_Hail_{playername}!_I_|Saudações, {playername}! Espero que esteja ileso. De qualquer forma, parece que você apontou sua lâmina para o inimigo certo. Nenhum inimigo tomou o Abismo de Helm ainda, e provavelmente nunca o fará – não enquanto gente como você defender o Portão de Helm, aposto!
qstr_Your_deed_has_greatl|Sua ação ajudou muito no meu projeto, melhor até do que eu poderia ter esperado ou planejado. Adeus, {playername}, e obrigado. Podemos nos encontrar novamente, antes do minguar da lua!
qstr_{playername}_I_will_|{playername}, vou lhe perguntar uma coisa agora. Você é considerado um capitão capaz e zeloso... foi dominado por grandes inimigos? Sua demora foi por precaução ou mesmo por medo? Veja, agora nos encontramos em um perigo maior do que eu poderia ter previsto. A força de Rohan está quebrada, seu povo disperso e sem defesas: o Abismo de Helm caiu. As árvores murcharam prematuramente, e a noite paira sobre as forjas de Isengard: os Ents da Floresta de Fangorn estão mortos ou foram dispersados.
qstr_I...|Eu...
qstr_You_have_failed_me_{|Você me decepcionou, {playername} – ou talvez tenha sido eu quem decepcionou você. Talvez havia alguma falha no meu plano, algum erro grave que eu não tenha percebido… O terror de Mordor se aproxima. Me deixe agora, {playername}. Podemos nos encontrar novamente… ou talvez não.
qstr_Bagginsssss..._Ssssh|Bolsssseiro... Condaaado...
qstr_I..._don_t_know!|Eu... não sei!
qstr_It..._beckonsssssss.|Ele.... Chaaamaaaa
qstr_Treachery..._Unforgi|Traição... Imperdoável...
qstr_But_I...|Mas eu...
qstr_Noone..._oppossssses|Ninguéem... se opõeeee... Barad Dur... e viveee!
qstr_All..._must..._submi|Todos... devem... submeter-se... e... servir...
qstr_I_serve_the_Eye!|Eu sirvo ao Olho!
; qstr_Your_time_is_over_wr|Your time is over, wraith, begone! Now begins the Age of the White Hand!
qstr_Go_to_{s1}_and_speak|Vá para {s1} e fale com {s9}.
qstr_The_Remnant_Forces_o|As Forças Remanescentes de {s22} se reuniram para reforçar o teatro {s15}!
qstr_The_strength_of_the_|A força das restantes facções aliadas do teatro {s15} aumentou
qstr_{s30}_reinforced_by_|{s30} reforçados por {reg65} forc fac
qstr_{s1}_has_been_besieg|{s1} foi sitiado por {s2} de {s3}.
qstr_The_forces_of_{s2}_m|As forças de {s2} marcham para {s15}!
qstr_Rohan_capital_moved_|A capital de Rohan foi transferida de Edoras para a Abismo de Helm!
qstr_Dale_capital_moved_f|Capital de Valle foi transferida de Valle para Esgaroth!
qstr_Gundabad_capital_mov|A capital de Gundabad foi transferida de Gundabad para a Torre Goblin!
qstr_You_have_breached_th|Você rompeu o Anel de Isengard com a ajuda dos Homens-Árvore. Durante a batalha, Isengard foi inundada, mas Orthanc ainda permanece ilesa em meio à devastação. Você deve investigar as consequências.
qstr_The_hosts_of_{s2}_re|As tropas de {s2} recuam para suas casas!
qstr____Ruins_of_{s1}___|   Ruínas de {s1}   
qstr_{s1}_has_joined_the_|{s1} juntou-se à Mão
qstr_{s1}_has_joined_the_E|{s1} juntou-se ao Olho
qstr_ranks|fileiras
qstr_shield_wall|parede de escudos
qstr_wedge|cunha
qstr_square|quadrado
qstr_up|em cima
qstr___Infantry_forming_{|  Infantaria formando {s1}.
qstr___Not_enough_infantr|  Não há infantaria suficiente para formar {s1}, em vez disso, mantenha-se firme.
qstr___Cavalry_forming_{s|  Cavalaria formando {s1}.
