str_yes|Sim.
str_name_elf_1|Merlkir
str_name_elf_2|Romanoir
str_name_elf_3|Aegnor
str_name_elf_4|Amdír
str_name_elf_5|Amras
str_name_elf_6|Annael
str_name_elf_7|Aredhel
str_name_elf_8|Arminas
str_name_elf_9|Caranthir
str_name_elf_10|Curufin
str_name_elf_11|Daeron
str_name_elf_12|Eluchíl
str_name_elf_13|Edrahil
str_name_elf_14|Eluréd
str_name_elf_15|Erestor
str_name_elf_16|Faelivrin
str_name_elf_17|Finrod
str_name_elf_18|Felagund
str_name_elf_19|Galathil
str_name_elf_20|Galdor
str_name_elf_21|Gelmir
str_name_elf_22|Gildor
str_name_elf_23|Guilin
str_name_elf_24|Ithilbor
str_name_elf_25|Lindir
str_name_elf_26|Lómion
str_name_elf_27|Maedhros
str_name_elf_28|Maeglin
str_name_elf_29|Malgalad
str_name_elf_30|Nellas
str_name_elf_31|Nerdanel
str_name_elf_32|Nerwen
str_name_elf_33|Nimloth
str_name_elf_34|Orodreth
str_name_elf_35|Oropher
str_name_elf_36|Orophin
str_name_elf_37|Saeros
str_name_dwarf_1|Assistnik
str_name_dwarf_2|Vader
str_name_dwarf_3|Azaghâl
str_name_dwarf_4|Bifur
str_name_dwarf_5|Bofur
str_name_dwarf_6|Bombur
str_name_dwarf_7|Borin
str_name_dwarf_8|Dori
str_name_dwarf_9|Dwalin
str_name_dwarf_10|Farin
str_name_dwarf_11|Frár
str_name_dwarf_12|Frerin
str_name_dwarf_13|Frór
str_name_dwarf_14|Gamil
str_name_dwarf_15|Gróin
str_name_dwarf_16|Grór
str_name_dwarf_17|Ibun
str_name_dwarf_18|Khîm
str_name_dwarf_19|Lóni
str_name_dwarf_20|Mîm
str_name_dwarf_21|Nár
str_name_dwarf_22|Narvi
str_name_dwarf_23|Nori
str_name_dwarf_24|Óin
str_name_dwarf_25|Ori
str_name_dwarf_26|Telchar
str_name_dwarf_27|Marco
str_name_dwarf_28|Octo
str_name_orc_1|Triglav
str_name_orc_2|Adgulg
str_name_orc_3|Aghed
str_name_orc_4|Aguk
str_name_orc_5|Alog
str_name_orc_6|Azhug
str_name_orc_7|Bagdud
str_name_orc_8|Bargulg
str_name_orc_9|Bog
str_name_orc_10|Borug
str_name_orc_11|Bulgan
str_name_orc_12|Bumhug
str_name_orc_13|Carguk
str_name_orc_14|Dalthu
str_name_orc_15|Derthag
str_name_orc_16|Dregu
str_name_orc_17|Dugarod
str_name_orc_18|Ertguth
str_name_orc_19|Fandagh
str_name_orc_20|Farghed
str_name_orc_21|Fozhug
str_name_orc_22|Furbog
str_name_orc_23|Gholug
str_name_orc_24|Gnalurg
str_name_orc_25|Grug
str_name_orc_26|Haguk
str_name_orc_27|Hoknuk
str_name_orc_28|Igmut
str_name_orc_29|Jolagh
str_name_orc_30|Jukha
str_name_orc_31|Karguk
str_name_orc_32|Klog
str_name_orc_33|Krothu
str_name_orc_34|Kulgha
str_name_orc_35|Margulg
str_name_orc_36|Mazhug
str_name_orc_37|Naghat
str_name_orc_38|Nugbu
str_name_orc_39|Nurbag
str_name_orc_40|Oggha
str_name_orc_41|Olodagh
str_name_orc_42|Omogulg
str_name_orc_43|Opoguk
str_name_orc_44|Orgoth
str_name_orc_45|Perthag
str_name_orc_46|Pofhug
str_name_orc_47|Prutha
str_name_orc_48|Raguk
str_name_orc_49|Romarod
str_name_orc_50|Rugbu
str_name_orc_51|Sargulg
str_name_orc_52|Slog
str_name_orc_53|Suhgan
str_name_orc_54|Surgha
str_name_orc_55|Torug
str_name_orc_56|Turbag
str_name_orc_57|Urghat
str_name_orc_58|Varguk
str_name_orc_59|Zlog
str_name_orc_60|Zunuguk
str_surname_1|{s50} de Tarnost
str_surname_2|{s50} de Lossarnach
str_surname_3|{s50} de Erech
str_surname_4|{s50} de Edhellond
str_surname_5|{s50} de Pelargir
str_surname_6|{s50} de Linhir
str_surname_7|{s50} de Ethring
str_surname_8|{s50} de Aldburg
str_surname_9|{s50} de Isengard
str_surname_10|{s50} do Folde Oeste
str_surname_11|{s50} de Erebor
str_surname_12|{s50} do Folde Leste
str_surname_13|{s50} de Morannon
str_surname_14|{s50} de Cirith Ungol
str_surname_15|{s50} de Osgiliath
str_surname_16|{s50} de Moria
str_surname_17|{s50} de Valle
str_surname_18|{s50} de Esgaroth
str_surname_19|{s50} de Dol Guldur
str_surname_20|{s50} de Gundabad
str_surname_21|{s50}, o Longo
str_surname_22|{s50}, o Magro
str_surname_23|{s50}, o Nazgul
str_surname_24|{s50}, o Pardal
str_surname_25|{s50}, o Amaldiçoado
str_surname_26|{s50}, o Marcado
str_surname_27|{s50}, o Justo
str_surname_28|{s50}, o Sombrio
str_surname_29|{s50}, o Vermelho
str_surname_30|{s50}, o Negro
str_surname_31|{s50}, o Alto
str_surname_32|{s50}, o Olhos-de-Estrela
str_surname_33|{s50}, o Destemido
str_surname_34|{s50}, o Mordedor de árvores
str_surname_35|{s50}, o Esperto
str_surname_36|{s50}, o Covarde
str_surname_37|{s50}, o Brilhante
str_surname_38|{s50}, o Rápido
str_surname_39|{s50}, o Menestrel
str_surname_40|{s50}, o Ousado
str_surname_41|{s50}, o Cabeça Quente
str_number_of_troops_killed_reg1|Número de mortos: {reg1}
str_number_of_troops_wounded_reg1|Número de feridos: {reg1}
str_number_of_own_troops_killed_reg1|Número de aliados mortos: {reg1}
str_number_of_own_troops_wounded_reg1|Número de aliados feridos: {reg1}
str_retreat|Retirada!
str_siege_continues|A luta continua...
str_casualty_display|Suas baixas: {s10}^Baixas inimigas: {s11}{s12}
str_casualty_display_hp|^Você foi ferido perdendo {reg1} pontos de vida.
str_quest_log_updated|O registro de missões foi atualizado...
str_banner_selection_text|Você recebeu o direito de carregar uma bandeira. Sua bandeira simbolizará seu status e lhe trará honra. Qual bandeira você quer escolher?
str_loot_village|atacar aldeões inocentes
str_steal_from_villagers|roubar dos pobres aldeões
str_rob_caravan|roubar uma caravana mercante
str_sell_slavery|vender pessoas como escravas
str_men_hungry|ficar sem comida
str_men_unpaid|não poder pagar os homens
str_excessive_casualties|sacrificar tantos dos nossos soldados
str_surrender|render-se ao inimigo
str_flee_battle|fugir da batalha
str_pay_bandits|pagar a bandidos comuns
str_fail_quest|falhar em uma missão na qual demos nossa palavra de honra
str_squander_money|desperdiçar dinheiro que nos foi dado com confiança
str_murder_merchant|se envolver em assassinato a sangue frio
str_round_up_serfs|reunir servos em nome de algum nobre
str_battle_fate_1|Nós fomos separados no calor da batalha
str_battle_fate_2|Eu fui ferido e deixado para morrer
str_battle_fate_3|Fui nocauteado pelo inimigo
str_battle_fate_4|Fui levado e mantido como refém
str_battle_fate_5|Fui capturado, mas depois consegui escapar
str_npc_morale_report|Eu estou {s6} com a sua escolha de companheiros, {s7} com jeito de liderar, e {s8} no geral
str_happy|feliz com
str_content|contente com
str_concerned|preocupado com
str_not_happy|não feliz com
str_miserable|completamente chocado com
str_morale_reg1| Moral: {reg1}
str_bar_enthusiastic|                   Entusiasmado
str_bar_content|              Contente
str_bar_weary|          Cansado
str_bar_disgruntled|     Desapontado
str_bar_miserable|  Miserável
str_here_plus_space|aqui
str_npc1_intro|Saudações guerreiro. Seja bem-vindo à Henneth Annûn.
str_npc2_intro|Saudações visitante! Posso saber o que você vem fazer aqui?
str_npc3_intro|Ei! Abaixe o barulho, viajante, por favor.
str_npc4_intro|Bem-vindo a Meduseld, guerreiro!
str_npc5_intro|Saudações {playername}. Mae govannen!
str_npc6_intro|Deixe-me em paz, estranho, não quero falar com você.
str_npc7_intro|Kíli, filho de Dwalin, ao seu serviço!
str_npc8_intro|Bem-vindo ao Valle, viajante! Como posso ajudar?
str_npc9_intro|Psiu! Se você acenar para os guardas, eu corto sua moela e dou para os wargs comerem!
str_npc10_intro|Você!
str_npc11_intro|Argh! Você não é daqui, né? Eu sinto o cheiro, e se você disser que não posso na frente dos chefes, eu arranco seus olhos!
str_npc12_intro|Oho! O que você está fazendo aí, escondido?
str_npc13_intro|Calma aí! O que te traz à tenda do Chefe?
str_npc14_intro|Você tem o andar de um homem cujas pernas passaram poucos dias no mar, estranho.
str_npc15_intro|Louvado seja o Olho, ó Guerreiro!
str_npc16_intro|Não é sempre que um estranho aos meus olhos caminha entre as tendas das terras orientais. O que o traz aqui? Fale agora e seja rápido.
str_npc17_intro|Ei. Gosta daquelas florestas ali?
str_npc1_intro_response_1|Saudações, Mestre Rastreador. Como estão os Guardiões do Sul?
str_npc2_intro_response_1|Meu negócio é negócio de Gondor, e quem é você?
str_npc3_intro_response_1|E um bom dia para você também, há algo errado?
str_npc4_intro_response_1|Saudações, minha Senhora. Com quem tenho a honra de falar?
str_npc5_intro_response_1|Salve, Senhor dos Elfos! É uma grande honra conhecê-lo.
str_npc6_intro_response_1|É assim que os Elfos Silvestres cumprimentam seus convidados?
str_npc7_intro_response_1|{playername} ao seu dispor. Como está o povo de Durin?
str_npc8_intro_response_1|Saudações. Gostaria de saber se aqui há algum voluntário para se juntar a nós em nossas viagens.
str_npc9_intro_response_1|Pare com as ameaças, Uruk, antes isso fique feio - Eu não sou dedo-duro.
str_npc10_intro_response_1|Quem é você?
str_npc11_intro_response_1|Quem é você?
str_npc12_intro_response_1|Quem é você?
str_npc13_intro_response_1|Quem é você?
str_npc14_intro_response_1|Quem é você?
str_npc15_intro_response_1|Louvado seja o Olho, Snaga. Qual é a sua história?
str_npc16_intro_response_1|Quem é você?
str_npc17_intro_response_1|A Floresta das Trevas é um bosque magnífico. Quem é você? Você sabe alguma coisa sobre a floresta?
str_npc1_intro_response_2|Não se preocupe, receio que cavernas não sejam um lugar agradável para conversas.
str_npc2_intro_response_2|Não se preocupe, não tenho tempo para falar com os guardas.
str_npc3_intro_response_2|Não se preocupe, farei barulho em outro lugar.
str_npc4_intro_response_2|Com licença, tenho assuntos urgentes em outro lugar.
str_npc5_intro_response_2|Com licença, tenho pessoas menos importantes para conversar.
str_npc6_intro_response_2|O sentimento é mútuo. Adeus.
str_npc7_intro_response_2|Não se preocupe, preciso de um pouco de ar fresco.
str_npc8_intro_response_2|Não se preocupe, estamos apenas passeando.
str_npc9_intro_response_2|Então vou embora, ou meu braço que segura a espada vai começar a coçar.
str_npc10_intro_response_2|[Ignorar e sair]
str_npc11_intro_response_2|Cuide da sua vida, verme!
str_npc12_intro_response_2|Cuide da sua vida, verme!
str_npc13_intro_response_2|Cuide da sua vida!
str_npc14_intro_response_2|Cuide da sua vida!
str_npc15_intro_response_2|Hmmf. Guarde suas garras para você, Snaga.
str_npc16_intro_response_2|Cuide da sua vida!
str_npc17_intro_response_2|Sim, a floresta é linda, mas agora preciso ir andando.
str_npc1_backstory_a|Você chega em um momento difícil, amigo. Ithilien está inundada de batedores e invasores inimigos, e alguns viram grandes hordas de orcs em movimento. Tentamos impedir que as criaturas imundas cruzem o grande rio, e eu liderei um grupo de Guardiões habilidosos com muitos sucessos. Meu Capitão Faramir é ousado e não me desespero com a Sombra que paira sobre nós.
str_npc2_backstory_a|Ah, que gentileza em perguntar sobre mim. Fui designado recentemente como guarda dos salões do Regente, um dever orgulhoso, se assim posso dizer, embora não muito movimentado.
str_npc3_backstory_a|Bem, meu velho capacete está ficando menor a cada minuto e o chão parece instável, como se eu tivesse montado num florete travesso. Ah, se eu não tivesse bebido toda aquela cerveja ontem à noite — normalmente tenho a cabeça boa para beber, então deve ter sido alguma poção orc horrível.
str_npc4_backstory_a|Meu nome é Gálmynë, e fiz questão de saber o seu, {playername}. Deixe-me explicar o porquê.
str_npc5_backstory_a|Você pode ter ouvido histórias dos meus feitos em batalhas passadas e esquecidas pelos Homens mortais. Com o passar dos tempos, esta Guerra será mais um período de perigo para os Eldar, mas será a Última Guerra.
str_npc6_backstory_a|Desculpe a minha impetuosidade, forasteiro, mas não temos muitas visitas aqui e as que vêm não parecem muito confiáveis. Há apenas uma semana, este anão apareceu e... Deixa pra lá. Meu nome é Luevanna, dos Elfos Silvestres da Floresta das Trevas.
str_npc7_backstory_a|Que educação da sua parte perguntar, {playername}. Estamos lutando contra incursões de Orientais e orcs de Gundabad, mas até agora nada que nós e nossos aliados de Valle não possamos resolver.
str_npc8_backstory_a|Tenho certeza de que você encontrará bons voluntários se falar com o intendente no quartel. Quanto a mim, sou apenas um curandeiro e herbalista de habilidades modestas.
str_npc9_backstory_a|Que bom! Me chamam de Gulm. Eu estripei meu sargento e seus snaga agora me caçam.^ O leitãozinho imprestável mereceu! Uma vez, fomos emboscados por uma patrulha de cabeças de palha... e ele perdeu o controle. "Recuem", ele grita, e então foge. Apenas Gulm e alguns outros se mantiveram firmes e interromperam o ataque de seus cavalos. Então, espancamos o de pelo amarelo até virar pasta (risos). Mas se não fosse por nós, os fortes, tudo viraria comida de verme!
str_npc10_backstory_a|Eu sou o Durgash!
str_npc11_backstory_a|Nar! Não é um rastreador, é isso. Eles me expulsaram! Eu te digo que eles perderam a cabeça, é isso. Malditos sejam! Primeiro dizem que eu atiro descontroladamente, depois corro muito devagar e, por fim, tenho um farejador inútil. Garn! Se não encontrarem uma ralé para mim logo, eu vou para os Fossos Negros, se o que eu ouvi for verdade. Vou garantir que alguns desses chefes percam a pele antes de me colocarem lá!
