
str_yes|Tak.
str_village_prosperity_90|Wieś {s60} wygląda na atrakcyjną i bardzo bogatą.
str_village_prosperity_100|Wieś {s60}, otoczona przez ogromne, urodzajne pola, wygląda na nadzwyczajnie bogatą.
str_war_report_minus_4|jesteśmy u progu przegrania wojny
str_war_report_minus_3|sytuacja nie wygląda zbyt dobrze
str_war_report_minus_2|sprawy nie idą po naszej myśli
str_war_report_minus_1|nadal możemy wygrać wojnę, jeśli weźmiemy się w garść
str_war_report_0|nasze szanse na wygranie wojny są równe
str_war_report_plus_1|mamy dużą szansę na wygranie wojny
str_war_report_plus_2|wszystko układa się po naszej myśli
str_war_report_plus_3|nie powinniśmy mieć trudności w pokonaniu ich
str_war_report_plus_4|jesteśmy u progu wygrania wojny
str_persuasion_summary_very_bad|Starasz się jak najlepiej przedstawić sprawę, ale żaden z twych argumentów nie brzmi dobrze. Za każdym razem, gdy zaczynasz przemawiać z sensem, psujesz to mówiąc coś kompletnie niewłaściwego, co wybija cię z rytmu. Kiedy skończył{e/a}ś, zdał{e/a}ś sobie sprawę z tego, że nie udało ci się nawet przedstawić spójnej puenty, która choć trochę zadziałałaby na twą korzyść i że własną przemową jeszcze bardziej się pogrążył{e/a}ś.
str_persuasion_summary_bad|Starasz się mówić przekonywująco, ale {reg51?a:} przechytrza cię od samego początku. Nawet twoje najlepsze argumenty brzmią pusto i niedorzecznie nawet dla ciebie. {s50}, też nie ma najlepszego zdania o ty, co masz do powiedzenia.
str_persuasion_summary_average|{s50} okazuje się mieć bystry umysł oraz talent mówcy i nie udaje ci się podać ani jednego mocnego argumentu, którego {reg51?ona:on} by nie obalił{reg51?a:} racjonalnym myśleniem. W końcu, ani tobie, ani {reg51?jej:jemu} nie udaje się przekonać strony przeciwnej do swych racji.
str_persuasion_summary_good|Dzięki szybkiemu myśleniu i dobrej argumentacji, udało ci się świetnie przedstawić sprawę, a {s50} przyznaje ci rację w kilku przypadkach. Dalej jednak wyraża wątpliwości co twej prośby.
str_persuasion_summary_very_good|Wygłaszasz namiętną przemowę, która w uszach wszystkich słuchających osób odbija się echem, niczym poezja. Cały świat zdał się na chwilę zamilknąć, by lepiej cię usłyszeć. {s50} wydaje się poruszon{reg51?a:y} twymi słowami i znacznie bardziej skłonn{reg51?a:y} ci pomóc.
str_name_1|Adanedhel
str_name_2|Ondoher
str_name_3|Aerandir
str_name_4|Agarwaen
str_name_5|Ailinel
str_name_6|Aldarion
str_name_7|Almarian
str_name_8|Amandil
str_name_9|Amlaith
str_name_10|Anardil
str_name_11|Anborn
str_name_12|Andróg
str_name_13|Angbor
str_name_14|Arador
str_name_15|Araglas
str_name_16|Arahael
str_name_17|Arantar
str_name_18|Arassuil
str_name_19|Alcarin
str_name_20|Belegund
str_name_21|Bereg
str_name_22|Bergil
str_name_23|Borthand
str_name_24|Ceorl
str_name_25|Ciryon
str_name_26|Damrod
str_name_27|Derufin
str_name_28|Dorlas
str_name_29|Duilin
str_name_30|Duinhir
str_name_31|Egalmoth
str_name_32|Emeldir
str_name_33|Eradan
str_name_34|Erellont
str_name_35|Erendis
str_name_36|Falathar
str_name_37|Fengel
str_name_38|Forweg
str_name_39|Frumgar
str_name_40|Fuinur
str_name_41|Galdor
str_name_42|Gethron
str_name_43|Gorlim
str_name_44|Grithnir
str_name_45|Gundor
str_name_46|Hador
str_name_47|Haldar
str_name_48|Hallacar
str_name_49|Hathol
str_name_50|Herion
str_name_51|Hild
str_name_52|Hunthor
str_name_53|Imlach
str_name_54|Ioreth
str_name_55|Ivorwen
str_name_56|Labadal
str_name_57|Larnach
str_name_58|Magor
str_name_59|Mairen
str_name_60|Malach
str_name_61|Malantur
str_name_62|Malvegil
str_name_63|Mardil
str_name_64|Meneldur
str_name_65|Minalcar
str_name_66|Minohtar
str_name_67|Ondoher
str_name_68|Orleg
str_name_69|Orodreth
str_name_70|Ostoher
str_name_71|Pelendur
str_name_72|Ragnor
str_name_73|Sador
str_name_74|Súrion
str_name_75|Thorongil
str_name_76|Turambar
str_name_77|Ulfast
str_name_78|Ulwarth
str_name_79|Valacar
str_name_80|Wulf
str_name_elf_1|Merlkir
str_name_elf_2|Romanoir
str_name_elf_3|Aegnor
str_name_elf_4|Amdír
str_name_elf_5|Amras
str_name_elf_6|Annael
str_name_elf_7|Aredhel
str_name_elf_8|Arminas
str_name_elf_9|Caranthir
str_name_elf_10|Curufin
str_name_elf_11|Daeron
str_name_elf_12|Eluchíl
str_name_elf_13|Edrahil
str_name_elf_14|Eluréd
str_name_elf_15|Erestor
str_name_elf_16|Faelivrin
str_name_elf_17|Finrod
str_name_elf_18|Felagund
str_name_elf_19|Galathil
str_name_elf_20|Galdor
str_name_elf_21|Gelmir
str_name_elf_22|Gildor
str_name_elf_23|Guilin
str_name_elf_24|Ithilbor
str_name_elf_25|Lindir
str_name_elf_26|Lómion
str_name_elf_27|Maedhros
str_name_elf_28|Maeglin
str_name_elf_29|Malgalad
str_name_elf_30|Nellas
str_name_elf_31|Nerdanel
str_name_elf_32|Nerwen
str_name_elf_33|Nimloth
str_name_elf_34|Orodreth
str_name_elf_35|Oropher
str_name_elf_36|Orophin
str_name_elf_37|Saeros
str_name_dwarf_1|Assistnik
str_name_dwarf_2|Vader
str_name_dwarf_3|Azaghâl
str_name_dwarf_4|Bifur
str_name_dwarf_5|Bofur
str_name_dwarf_6|Bombur
str_name_dwarf_7|Borin
str_name_dwarf_8|Dori
str_name_dwarf_9|Dwalin
str_name_dwarf_10|Farin
str_name_dwarf_11|Frár
str_name_dwarf_12|Frerin
str_name_dwarf_13|Frór
str_name_dwarf_14|Gamil
str_name_dwarf_15|Gróin
str_name_dwarf_16|Grór
str_name_dwarf_17|Ibun
str_name_dwarf_18|Khîm
str_name_dwarf_19|Lóni
str_name_dwarf_20|Mîm
str_name_dwarf_21|Nár
str_name_dwarf_22|Narvi
str_name_dwarf_23|Nori
str_name_dwarf_24|Óin
str_name_dwarf_25|Ori
str_name_dwarf_26|Telchar
str_name_dwarf_27|Marco
str_name_dwarf_28|Octo
str_name_orc_1|Triglav
str_name_orc_2|Adgulg
str_name_orc_3|Aghed
str_name_orc_4|Aguk
str_name_orc_5|Alog
str_name_orc_6|Azhug
str_name_orc_7|Bagdud
str_name_orc_8|Bargulg
str_name_orc_9|Bog
str_name_orc_10|Borug
str_name_orc_11|Bulgan
str_name_orc_12|Bumhug
str_name_orc_13|Carguk
str_name_orc_14|Dalthu
str_name_orc_15|Derthag
str_name_orc_16|Dregu
str_name_orc_17|Dugarod
str_name_orc_18|Ertguth
str_name_orc_19|Fandagh
str_name_orc_20|Farghed
str_name_orc_21|Fozhug
str_name_orc_22|Furbog
str_name_orc_23|Gholug
str_name_orc_24|Gnalurg
str_name_orc_25|Grug
str_name_orc_26|Haguk
str_name_orc_27|Hoknuk
str_name_orc_28|Igmut
str_name_orc_29|Jolagh
str_name_orc_30|Jukha
str_name_orc_31|Karguk
str_name_orc_32|Klog
str_name_orc_33|Krothu
str_name_orc_34|Kulgha
str_name_orc_35|Margulg
str_name_orc_36|Mazhug
str_name_orc_37|Naghat
str_name_orc_38|Nugbu
str_name_orc_39|Nurbag
str_name_orc_40|Oggha
str_name_orc_41|Olodagh
str_name_orc_42|Omogulg
str_name_orc_43|Opoguk
str_name_orc_44|Orgoth
str_name_orc_45|Perthag
str_name_orc_46|Pofhug
str_name_orc_47|Prutha
str_name_orc_48|Raguk
str_name_orc_49|Romarod
str_name_orc_50|Rugbu
str_name_orc_51|Sargulg
str_name_orc_52|Slog
str_name_orc_53|Suhgan
str_name_orc_54|Surgha
str_name_orc_55|Torug
str_name_orc_56|Turbag
str_name_orc_57|Urghat
str_name_orc_58|Varguk
str_name_orc_59|Zlog
str_name_orc_60|Zunuguk
str_surname_1|{s50} z Tarnost
str_surname_2|{s50} z Lossarnach
str_surname_3|{s50} z Erech
str_surname_4|{s50} z Edhellond
str_surname_5|{s50} z Pelargir
str_surname_6|{s50} z Linhir
str_surname_7|{s50} z Ethring
str_surname_8|{s50} z Aldburg
str_surname_9|{s50} z Isengardu
str_surname_10|{s50} z Zachodniej Bruzdy
str_surname_11|{s50} z Ereboru
str_surname_12|{s50} z Wschodniej Bruzdy
str_surname_13|{s50} z Morannon
str_surname_14|{s50} z Cirith Ungol
str_surname_15|{s50} z Osgiliath
str_surname_16|{s50} z Morii
str_surname_17|{s50} z Dale
str_surname_18|{s50} z Esgaroth
str_surname_19|{s50} z Dol Guldur
str_surname_20|{s50} z Gundabadu
str_surname_21|{s50} Długi
str_surname_22|{s50} Ponury
str_surname_23|{s50} Gładkobrody
str_surname_24|{s50} Wróbel
str_surname_25|{s50} Ubogi
str_surname_26|{s50} Szpetny
str_surname_27|{s50} Sprawiedliwy
str_surname_28|{s50} Srogi
str_surname_29|{s50} Czerwony
str_surname_30|{s50} Czarny
str_surname_31|{s50} Wysoki
str_surname_32|{s50} Gwiazdooki
str_surname_33|{s50} Nieulękły
str_surname_34|{s50} Dzielny
str_surname_35|{s50} Chytry
str_surname_36|{s50} Tchórzliwy
str_surname_37|{s50} Bystry
str_surname_38|{s50} Szybki
str_surname_39|{s50} Minstrel
str_surname_40|{s50} Łysy
str_surname_41|{s50} Narwany
str_number_of_troops_killed_reg1|Liczba zabitych jednostek: {reg1}
str_number_of_troops_wounded_reg1|Liczba ranionych jednostek: {reg1}
str_number_of_own_troops_killed_reg1|Liczba zabitych przyjaznych jednostek: {reg1}
str_number_of_own_troops_wounded_reg1|Liczba ranionych przyjaznych jednostek: {reg1}
str_retreat|Odwrót!
str_siege_continues|Bitwa trwa dalej...
str_casualty_display|Twoje straty:^{s10}. ^^Straty przeciwnika:^{s11}{s12}
str_casualty_display_hp|^Raniono cię na {reg1} punktów zdrowia.
str_quest_log_updated|Dziennik zadań został zaktualizowany....
str_banner_selection_text|Masz teraz prawo do niesienia własnego sztandaru. Sztandar podkreśla twój status, jest zaszczytem i powodem do chluby. Który sztandar wybierasz?
str_loot_village|atakujemy niewinnych wieśniaków
str_steal_from_villagers|okradamy biednych wieśniaków
str_rob_caravan|napadamy na karawany kupieckie
str_sell_slavery|sprzedajemy ludzi w niewolę
str_men_hungry|zapominasz o zapasach żywności
str_men_unpaid|nie płacisz swoim żołnierzom
str_excessive_casualties|poświęcamy tylu naszych żołnierzy
str_surrender|poddajemy się wrogowi
str_flee_battle|uciekamy z pola bitwy
str_pay_bandits|płacimy haracz pospolitym bandytom
str_fail_quest|zawodzimy w zadaniach, które podjęliśmy dając słowo honoru
str_squander_money|trwonimy powierzone nam pieniądze
str_murder_merchant|mordujemy z zimną krwią
str_round_up_serfs|ścigamy służących z polecenia jakiegoś szlachcica
str_battle_fate_1|Rozdzieliliśmy się w ogniu bitwy
str_battle_fate_2|Zraniono mnie ciężko i pozostawiono na śmierć
str_battle_fate_3|Wrogowie powalili mnie w bitwie
str_battle_fate_4|Pojmano mnie i trzymano dla okupu
str_battle_fate_5|Pojmano mnie, ale później udało mi się uciec
str_npc_morale_report|No więc {s6} twój dobór towarzystwa, {s7} twój styl dowodzenia i {s8} ogólny stan rzeczy.
str_happy|podoba mi się
str_content|zadowala mnie
str_concerned|obawiam się o
str_not_happy|nie całkiem podoba mi się
str_miserable|zupełnie przeraża mnie
str_morale_reg1|Morale: {reg1}
str_bar_enthusiastic|                   Pełnia entuzjazmu
str_bar_content|              Zadowolenie
str_bar_weary|          Zmęczenie
str_bar_disgruntled|     Niezadowolenie
str_bar_miserable|  Przygnębienie
str_here_plus_space|tutaj 
str_npc1_intro|Pozdrawiam Cię wojowniku i witaj w Henneth Annûn.
str_npc2_intro|Witaj!  Mogę zapytać cię o cel twojej wizyty?
str_npc3_intro|Hola! Trzymaj broń w pochwie podróżniku.
str_npc4_intro|Witam Cię wojowniku w Meduseld!
str_npc5_intro|Witaj {playername}. Mae govannen!
str_npc6_intro|Zostaw mnie, nie chcę z tobą rozmawiać.
str_npc7_intro|Kíli, syn Dwalina, gotowy do służby!
str_npc8_intro|Witaj w Dale podróżniku! Mogę ci w czymś pomóc?
str_npc9_intro|Scho! Jeśli tak bardzo falujesz do strażników, pokroję twój żołądek i nakarmię go wargami!
str_npc10_intro|Ty!
str_npc11_intro|Ar! Nie jesteś stąd, co nie? Czuję to, a jeśli tylko powiesz inaczej przed szefami, to wydłubię ci oczy!
str_npc12_intro|Oho! Co ty wyprawiasz, czaisz się tutaj ?
str_npc13_intro|Zatrzymaj się! Co niesiesz do namiotu wodza?
str_npc14_intro|Wyglądasz mi na kogoś kto spędził za mało czasu na morzu.
str_npc15_intro|Chwała oku, wojowniku!
str_npc16_intro|Nie często widzę nieznajomego spacerującego pośród namiotów wschodnich ziem. Co Cię tu sprowadza? Mów szybko.
str_npc17_intro|Cześć. Czy podobają ci się tutejsze lasy ?
str_npc1_intro_response_1|Witaj, Tropicielu. Jak miewają się Strażnicy z Południa?
str_npc2_intro_response_1|Mój interes jest interesem Gondoru, a kim ty jesteś?
str_npc3_intro_response_1|Również cię pozdrawia, czy wydarzyło się coś niepokojącego?
str_npc4_intro_response_1|Witaj, moja Pani. Z kim mam honor rozmawiać?
str_npc5_intro_response_1|Witaj elfi Władco! To wielki zaszczyt móc cię spotkać
str_npc6_intro_response_1|Czy to tak Quendi witają swoich gości?
str_npc7_intro_response_1|{playername} do usług. Jak miewa się lud Durina?
str_npc8_intro_response_1|Witajcie. Czy są tutaj jacyś ochotnicy, którzy zechcieliby dołączyć do naszej wyprawy?
str_npc9_intro_response_1|Powstrzymaj swój język, Uruku, zanim dojdzie do bójki- nie jestem kapusiem.
str_npc10_intro_response_1|Kim jesteś?
str_npc11_intro_response_1|Ktoś ty?
str_npc12_intro_response_1|Kim jesteś?
str_npc13_intro_response_1|Kim jesteś?
str_npc14_intro_response_1|Kto ty jesteś?
str_npc15_intro_response_1|Chwalmy oko, snaga. Jaka jest twoja historia?
str_npc16_intro_response_1|Kim jesteś?
str_npc17_intro_response_1|Mroczna Puszcza to wspaniała puszcza. Kim jesteś? Masz wiedzę o takich lasach?
str_npc1_intro_response_2|Nieważne, obawiam się, że jaskinie nie są miłymi miejscami na rozmowę.
str_npc2_intro_response_2|Nieważne, nie mam czasu na rozmowę ze strażą.
str_npc3_intro_response_2|Nieważne, zrobię "hałas" gdzie indziej.
str_npc4_intro_response_2|Wybacz, mam inne ważne sprawy.
str_npc5_intro_response_2|Przepraszam, mam mniej ważnych ludzi z którymi wolę rozmawiać.
str_npc6_intro_response_2|Odwzajemniam to odczucie. Żegnam.
str_npc7_intro_response_2|Nieważne, potrzebuję trochę świeżego powietrza.
str_npc8_intro_response_2|Nieważne, tylko zwiedzaliśmy.
str_npc9_intro_response_2|Pójdę więc w swoją stronę, albo ręka zacznie mnie świerzbieć.
str_npc10_intro_response_2|[Zignoruj i odejdź]
str_npc11_intro_response_2|Pilnuj swoich spraw, śmieciu!
str_npc12_intro_response_2|Pilnuj swoich spraw, śmieciu!
str_npc13_intro_response_2|Pilnuj swoich spraw!
str_npc14_intro_response_2|Pilnuj swoich spraw!
str_npc15_intro_response_2|Hmmf. Trzymaj swoje małe łapy przy sobie, Snago.
str_npc16_intro_response_2|Pilnuj swoich własnych spraw!
str_npc17_intro_response_2|Tak, te lasy są cudowne, lecz muszę już iść.
str_npc1_backstory_a|Przybywasz w nieodpowiedniej chwili, przyjacielu. Ithilien jest przepełnione wrogimi najeźdzcami i zwiadowcami, a niektórzy widzieli także wielkie bandy orków. Próbujemy nie pozwolić tym potworą przejść przez Wielką Rzekę, co wielokrotnie nam się udało . Kapitan Faramir jest odważny i dzięki niemu nie złamiemy się przed Cieniem. 
str_npc2_backstory_a|Ah, jakże mi miło że chcesz o mnie wiedzieć więcej. Zostałem ostatnio mianowany strażnikiem komnat Namiestnika, jest to godna służba, nawet jeśli nie dzieje się zbyt wiele.
str_npc3_backstory_a|Cóż, mój stary hełm tutaj jest coraz mniejszy z minuty na minutę , a ziemia wydaje chwiejne jakbym jechał złośliwy folię . Ach, gdybym tylko nie pił całe to piwo w nocy - I zwykle mam dobrą głowę do picia, więc musi to być rzęsiste ork napar .
str_npc4_backstory_a|Nazywam się Gálmynë , i ja zrobiłem to moja sprawa, wiedzieć twoje {playername} . Pozwól mi wyjaśnić , dlaczego.
str_npc5_backstory_a|Być może słyszeliście opowieści o moich czynach w bitwach przeszłości i zapomniane przez śmiertelnych ludzi . W pełni czasów tej wojny jest jeszcze inny czas niebezpieczeństwa dla Eldarów , ale będzie to ostatnia wojna .
str_npc6_backstory_a|\nPrzepraszam za moją zuchwałość , obcy , ale nie mamy wielu turystów tutaj i te, które pochodzą nie wyglądają bardzo wiarygodnie. Zaledwie tydzień temu , ten karzeł pojawił się i ... Nieważne . Nazywam się Luevanna , z leśnych elfów z Mrocznej Puszczy ..
str_npc7_backstory_a|Dziękuję, że pytasz, {playername} . Nękają nas najazdy Easterlingów i orków z Gundabadu, ale do tej pory ani my ani nasi sojusznicy z Dale nie możemy sobie z nimi poradzić.
str_npc8_backstory_a|Jestem pewien, że można znaleźć kilku chętnych, jeśli pomówisz z kwatermistrzem w koszarach. Jeśli chodzi o mnie, jestem tylko skromnym uzdrowicielem.
str_npc9_backstory_a|Masz szczęście! Nazywają mnie Gulm. Wypatroszyłem mojego sierżanta i teraz jego sługi polują na mnie. Ten bezwartościowy knur wiedział że to nadejdzie! Raz, gdy wpadliśmy w zasadzkę słomogłowych. A on to przegrał. "Odwrót" krzyczał, a potem uciekł. Tylko Gulm i kilku innych stało niewzruszenie i przełamało ich szarżę. Po tym już tylko zrobiliśmy miazgę z blondynów (heh heh heh). Ale gdyby nie my silni, wszyscy bylibyśmy pokarmem dla robali.
str_npc10_backstory_a|Jestem Durgash
str_npc11_backstory_a|Nie, nie jestem żadnym tropicielem! Wyrzucili mnie, oni chyba naprawdę oszaleli, walić to wszystko! Na początku narzekają na to jak strzelam, a potem czepiają się, że niby wolno biegam.. Do dupy z tym wszystkim, jeśli wkrótce nie dołączę do jakieś bandy, a to co mówią jest prawdą, to poprę Black Pits. Prędzej ich generałowie zostaną bez skór niż pozwolę się tam wepchać!
