qstr_Received_{reg0}_dama|Otrzymano {reg0} obrażeń.
qstr_This_is_a_chance_for|To szansa dla mnie by pokazać swą wartość. Pokonam {s7} w obecności naszych wrogów i sprzymierzeńców.
qstr_Accursed_be_those_wh|Przeklęci będą ci, którzy w tym dniu podążają za {s7}, albowiem zniszczę ich na oczach wszystkich!
qstr_{s9}_wants_you_to_de|{s9} chce żebyś pokonał {s35} z {s36} w bitwie.
qstr_I_humbly_ask_that_yo|Pokornie proszę cię byś znalazł kogoś innego, kto wypełni to zadanie. Nie myślę, że jestem w stanie pokonać {s7} w bitwie.
qstr_Mercy_I_crave!_To_fa|Litości, błagam! Przeciwstawić się {s7} w otwartej bitwie to szaleństwo! Nie zrobię tego!
qstr_strong_warriors_from|silni wojownicy z {s7}
qstr_champions_from_{s7}_|mistrzowie z {s7}, najlepsi na polu bitwy
qstr_{playername}_the_men|{playername}, moi ludzie słyszeli okrutne historie o oddziałach wrogach. Opowieści o nich demoralizują naszych żołnierzy. Chcę, żebyś pokazał im, że nie mają, czego się bać. Chcę, abyś osobiście pokonał {reg22} {s6}.
qstr_{playername}_I_want_|{playername}, chcę, abyś pokazał ludziom, że oddziały wroga nie mają znaczenia. Chcę, abyś osobiście zabił {reg22} {s6}! Zrób to, aby pokazać, że to my jesteśmy siłą przeważającą!
qstr_I_will_do_what_you_a|Zrobię to, o co prosiłeś, a ludzie będą świadkami.
qstr_high_level_troops_fr|jednostki wysokiego poziomu z
qstr_elite_level_troops_f|elitarne jednostki z
qstr_{s9}_wants_you_to_pe|{s9} chce, abyś osobiście pokonał {reg22} {s6} {s7}.
qstr_I_want_you_to_person|Chcę, żebyś osobiście zabił
qstr_I_want_you_and_your_|Chcę, abyś ty i twoi ludzie zabili
qstr_{playername}_you_nee|{playername}, musisz zdobyć mój szacunek i twoich ludzi. {s6} {reg22} {s7} żołnierze!
qstr_{s9}_wants_you_to_per|{s9} chce, abyś osobiście zabił oddziały {reg22} {s6}.
qstr_{s9}_wants_you_and_y|{s9} chce, abyś ty i twoi ludzie zabili oddziały {reg22} {s6}.
qstr_{playername}_we_have|{playername}, mamy Isengard na kolanach. Podjęli ostatnią walkę i chronią Sarumana w jego wieży. Jedź ze mną i spotkaj się z nimi!
qstr_{playername}_we_have_|{playername}, otrzymaliśmy ponure wieści. Dzicy Rhön mają więcej przebiegłości i odwagi, niż sądziliśmy - niewidoczni przez naszych zwiadowców, zbudowali wystarczającą liczbę łodzi i tratw, aby przewieźć ich przez Długie Jezioro, i uderzają bezpośrednio w Esgaroth! ^^ Musimy przechwycić flotę zanim dotrze do miasta. Poprowadź swoje oddziały tak szybko, jak tylko możesz, i poprowadź barbarzyńców z powrotem przez wodę!
qstr_If_you_seek_pillage_|Jeśli szukasz grabieży i grabieży, oto niezrównana okazja, {playername}. ^^ Flota Korsarzy wystartuje z portu na {s7} i wyznaczy kurs na {s6}, który jest gotowy na wyrywanie! Dołącz do ich ataku i podziel się łupem!
qstr_The_soft_weaklings_o|Miękkie słabeuszki Esgaroth nie pasują do naszych szybkich jeźdźców i dzikich wojowników, {playername}. Jest to znane. Ludzie z Jeziora uważają się za bezpiecznych, po drugiej stronie wody od nas, ale wkrótce pokażemy im inaczej! ^^ Stworzyliśmy łodzie i tratwy, wystarczająco dobre, aby nieść naszych wojowników prosto przez jezioro. Nie będą nas oczekiwać! ^ ^ Udaj się do Obozu Głównego i porozmawiaj z komendantem obozu, jeśli chcesz dołączyć do ataku.
qstr_{s9}_asked_you_to_he|{s9} poprosił Cię o pomoc w obronie {s3} przed najazdem Corsair. Pospiesz się do miasta, porozmawiaj z mistrzem gildii i udziel pomocy twojemu garnizonowi.
qstr_{s9}_asked_you_to_hel|{s9} poprosił cię o pomoc w obronie Esgaroth przed inwazją morską, ze wszystkich rzeczy, stworzoną przez Rhûn. Udaj się do miasta nad jeziorem, porozmawiaj z mistrzem gildii i udziel pomocy twojemu garnizonowi.
qstr_{s9}_offered_you_an_|{s9} zaoferował Ci możliwość wzięcia udziału w morskim rajdzie przeciwko {s3}. Udaj się do {s4}, porozmawiaj z dowódcą obozu i dołącz do ataku.
qstr_{s9}_offered_you_an_o|{s9} zaoferował ci możliwość wzięcia udziału w morskim rajdzie przeciwko Esgaroth. Udaj się do {s4}, porozmawiaj z dowódcą obozu i dołącz do ataku.
qstr_We_will_go_as_swiftl|Pójdziemy tak szybko, jak możemy, i modlimy się, abyśmy nie byli jeszcze za późno.
qstr_We_shall_plunder_the|Ograbimy ich port i wykorzystamy ich bogactwa dla siebie!
qstr_We_shall_plunder_the_|Będziemy plądrować Miasto nad Jeziorem i wykorzystać je dla siebie!
qstr_I_m_sorry_but_we_can|Przykro mi, ale nie możemy im teraz pomóc.
qstr_Bah!_Far_more_glory_|Bah! Znacznie więcej chwały można zdobyć w innym miejscu niż przy lichym piractwie.
qstr_This_raid_does_not_i|Ten nalot mnie nie interesuje. W innym miejscu zdobędę chwałę.
qstr_{s9}_asked_you_to_de|{s9} poprosił cię o zniszczenie obozu scoutów w pobliżu {s1}.
qstr_Your_party_must_be_at|Musisz mieć przynajmniej 10 ludzi w oddziale, żeby móc się podjąć tego zadania.
qstr_{s9}_asked_you_to_def|{s9} poprosił Cię o obronę wioski zaatakowanej w pobliżu {s1}.
qstr_{s9}_asked_you_to_ra|{s9} poprosił Cię o nalot na wioskę w pobliżu {s1}.
qstr_These_soldiers_may_w|Ci żołnierze bardzo mi się przydadzą, {playername}. Jestem pewien, że bardzo dobrze ich wyszkolił{e/a}ś. Dziękuję.
qstr_I_wish_you_had_train|Żałuję że nie wytrenowałeś ich wszystkich, {playername}. Ale w tych trudnych czasach, przyjmę cokolwiek jesteś w stanie zaoferować.
qstr_Good_work_in_shaping|Dobra robota w szkoleniu tych rekrutów, {playername}, przydał{e/a}ś się do czegoś. Mam nadzieję, że przetrwają dłużej aniżeli ostatnia partia, ale jeśli nie przyjdź ponownie.
qstr_Is_that_all_you_coul|Czy to wszystko co byłeś w stanie zrobić, {playername}? Ledwo uzupełnią wczorajsze straty. Przekaż ich mnie!
qstr_Well_the_soldiers_ar|Zostawiam więc tych chłopców pod twoją komendą, Panie. Jestem pew{ien/na}, że dobrze się nimi zajmiesz.
qstr_Well_you_may_do_as_y|Cóż, zrobisz co zechcesz. Moi towarzysze i ja jesteśmy gotowi przywieść kolejnych jeśli zajdzie taka potrzeba.
qstr_{s9}_asked_you_to_br|{s9} poprosił cię, byś złapał{/a} dzikiego trola do jego armi.
qstr_{s9}_asked_you_to_fi|{s9} poprosił Cię abyś dowiedział się co się dzieje w Lesie Fangorn i zdanie mu raportu. 
qstr_{s9}_asked_you_to_fin|{s9} poprosił Cię abyś znalazł zaginione włócznie krasnoludów stworzoną dla Króla Bladorthira. Musisz poprosić {s5} o pozwolenie na szukanie włóczni w odmętach Samotnej Góry.
qstr_{s9}_has_asked_you_t|{s9} poprosiła cię, byś uratował{/a} {reg1} więźniów.
qstr_{s9}_asked_you_to_ta|{s9} poprosił cię o dostarczenie wiadomości. Ma ją otrzymać {s13}. {s13} odwiedzał {s4}, gdy otrzymał{e/a}ś to zadanie.
qstr_{s9}_asked_you_to_tak|{s9} poprosił cię o dostarczenie wiadomości. Ma ją otrzymać {s13} ({s15}). {s13} odwiedzał {s4}, gdy otrzymał{e/a}ś to zadanie.
qstr_{s11}_asked_you_to_e|{s11} poprosił cię, byś eskortował{/a} jego posłańca do {s14}.
qstr_Lend_your_experience|Użycz swego doświadczonego felczera {s3} dla {s1}.
qstr_No_commander_should_|Żaden dowódca nie powinien tego mówić, {playername}, ale przeprowadziłem inspekcję wśród moich żołnierzy i z przerażeniem stwierdziłem, że niektórzy z nich nie wiedzą który koniec miecza służy do kaleczenia wroga. Jesteś sławn{ym/ą} wojowni{kiem/czką}, {playername}. Wyszkolisz dla mnie kilka oddziałów? Będę ci wdzięczny.
qstr_No_commander_should_h|Żaden dowódca nie powinien tego mówić, {playername}, ale przeprowadziłem inspekcję wśród moich żołnierzy i zabiłem kilku z powodu skrajnej niekompetencji. Potrzebują kogoś ze stalą za plecami by pod biczem nauczyli się odwagi. Jesteś sławn{ym/ą} wojowni{kiem/czką}, {playername}. Wyszkolisz dla mnie kilka oddziałów? Będę ci wdzięczny.
qstr_{s9}_asked_you_to_rai|{s9} poprosił cię o wyszkolenie {reg1} {s14} i przyprowadzenie ich do niego.
qstr_{s9}_asked_you_to_hu|{s9} poprosił cię, byś dopadł{/a} i ukarał{/a} mordercę zwanego {s4}. Podobno ukrywa się gdzieś we wsi {s3}.
qstr_{s9}_asked_you_to_defe|{s9} poprosił cię o obronę 3 grup uchodźców w drodze do {s3}.
qstr_{s9}_asked_you_to_hun|{s9} poprosił cię o polowanie na 3 grupy uchodźców w drodze do {s3}.
qstr_{s9}_asked_you_to_ca|{s9} poprosił cię, byś sprowadził{/a} trzy grupy zbiegłych niewolników z powrotem do {s4}. Powiedział, że wszystkie trzy grupy zapewne kierują się w stronę {s3}.
qstr_{s11}_asked_you_to_f|{s11} poprosił cię, byś śledził{/a} szpiega, który opuści {s12}. Zachowaj ostrożność i nie pozwól, by szpieg cię zauważył po drodze, gdyż może zacząć coś podejrzewać i zawrócić. Gdy tylko szpieg spotka się ze swym wspólnikiem, masz pojmać ich obu. {s11} na nich czeka z przygotowanym lochem.
qstr_{s11}_asked_you_to_c|{s11} poprosił cię, byś pojmał{/a} i przyprowadził mu wrogiego dowódcę do {s11} na przesłuchanie.
qstr_{s9}_asked_you_to_le|{s9} poprosił cię, byś wypożyczył{/a} mu swego towarzysza {s3}, wróci do ciebie za tydzień.
qstr_{s9}_has_requested_y|{s9} zażądał, byś przyprowadził{/a} mu {reg1} jeńców.
qstr_We_have_reports_that|Doniesiono mi, że kilka naszych patroli wpadło w zasadzkę. Nieliczni mogą pozostawać przy życiu, pojamni przez wroga. Niestety morale moich żołnierzy upadło, pojamni ludzie zostaną napewno zabici. Chcę byś uratował{/a} {reg1} więźniów, i podni{ósł/osła} morale moich oddziałów.
qstr_We_have_reports_that_|Doniesiono mi, że kilka naszych patroli wpadło w zasadzkę. Część tych tchórzy może jeszcze żyć, pojmana przez wroga. Jak długo są niezbędni, tak nie pozwolę by zdechli w jakiejś dziurze. Chcę byś uratował{/a} {reg1} więźniów, by ponownie dla mnie walczyli.
qstr_{s9}_has_asked_you_to|{s9} poprosił Cię abyś uwolnił więźniów: {reg1}
qstr_We_have_reports_that_a|Doniesiono mi, że wrogi zastęp koncentruje się w {s13}. Jest to niepokojące, gdy nie wiem jak dużymi siłami wróg dysponuje, czy moi żołnierze będą w stanie im sprostać na polu bitwy. Chcę byś zbliżył{/a} się do {s13}, i dowiedział{/a} jak najwięcej.
qstr_My_spies_tell_me_of_|Moi szpiedzy donieśli mi o wielkiej grupie wojowników skoncentrowanych wokół {s13}. Nie powinni sprawić kłopotu ale wolałbym widzieć jak wielu ich tam jest. Chcę byś zbliżył{/a} się do {s13}, i dowiedział{/a} jak najwięcej.
qstr_{s9}_asked_you_to_sco|{s9} poprosił cię, byś ruszył{/a} na zwiad wokół {s13}.
qstr_We_have_reports_of_s|Mamy doniesienia o aktywności wroga w pobliżu {s13}. Naszym zwiadowcom nie udało się do tej pory zbliżyć do tego miejsca i sprawdzić, czy wróg nie pojawił się w okolicy. Chcę, abyś zebrał grupę zwiadowczą, zbliżył się do {s13} i wysłał zwiadowców. Dam ci też kilku rekrutów, ale nie powinieneś wysyłać ich na własną rękę.
qstr_My_spies_tell_me_the|Moi szpiedzy mówią mi, że wróg coś kombinuje w {s13}. Nasi tchórzliwi zwiadowcy jak dotąd nie zdołali zbliżyć się wystarczająco blisko i powiedzieć nam czegoś istotnego. Chcę, żebyś zwerbował własnych zwiadowców, zbliżył się do {s13} i zostawił ich tam. Upewnij się, że nie zawrócą i nie uciekną! Dam ci tych rekrutów, nie będziesz za nimi tęsknił.
qstr_{s9}_asked_you_to_di|{s9} poprosił Cię o wysłanie zwiadowców w pobliże {s13}.^Pozyskaj {reg1} żołnierzy {s15}, z których przynajmniej 1 jest {s14}, zbliż się do {s13} i porozmawiaj z {s14}, aby wysłać grupę.
qstr_We_need_to_take_the_|Musimy podjąć walkę z wrogiem, {playername}. W tym momencie możemy to zrobić uderzając w jego patrole i łączność. Chcę byś wyeliminował{/a} {reg1} {s13} oddziałów, co pozwoli przejąć nam inicjatywę.
qstr_We_need_to_grind_dow|Musimy stępić ostrze wroga, {playername}. Ich patrole i tabory zbyt się rozpanoszyły jak na mój gust. Chcę byś wyeliminował{/a} {reg1} {s13} oddziałów, by nauczyli się strachu przed tym co nadchodzi.
qstr_{s9}_asked_you_to_el|{s9} poprosił cię, byś wyeliminował{/a} {reg1} {s13} oddziałów.
qstr_{s9}_asked_you_to_fr|{s9} poprosił cię o uwolnienie {s13} od rozszalałego Trola.
qstr_{reg1}_{s16}_joined_|{reg1} {s16} dołączył do twojej drużyny.
qstr_Wait_{playername}._I|Czekaj, {playername}. Nie mówię tego często, ale jesteś wyjątkowo niezawodnym sługą.
qstr_Halt_{playername}._I|Stój, {playername}. Kiedyś uważałem cię tylko za snaga, ale okazujesz się być użytecznym sługą.
qstr_Take_these_warriors_|Weź tych wojowników, aby twoja horda nadal mi służyła.
qstr_One_last_thing_{play|Ostatnia rzecz, {playername}. W krainie pełnej zdrajców i rywali zawsze byłeś prawdziwym sojusznikiem
qstr_Wait_{playername}._W|Czekaj, {playername}. Kiedy się poznaliśmy, wyczułem w tobie rywala, ale teraz widzę, że się myliłem.
qstr_Take_these_warriors_a|Weź tych wojowników i użyj ich do pokonania naszych wrogów.
qstr_Before_you_leave_{pl|Zanim odejdziesz, {playername}, wiedz, że zawsze byłeś dla mnie dobrym przyjacielem.
qstr_Wait_{playername}._I_|Czekaj, {playername}. Nie znam cię nawet w połowie tak dobrze, jakbym chciał, ale do tej pory byłeś dobrym przyjacielem.
qstr_Allow_me_to_repay_yo|Pozwól, że ci się odwdzięczę, dając ci kilka oddziałów.
qstr_Wait_{playername}._C|Zaczekaj, {playername}. Zdolni słudzy, tacy jak ty i twoi wojownicy, zasługują na najlepszy sprzęt.
qstr_Halt_{playername}._It|Stój, {playername}. To wstyd, że moi słudzy używają tak słabego sprzętu.
qstr_Take_this_{s22}_and_|Weź to {s22} i pozwól mu wspomóc swój szał.
qstr_Before_you_go_{playe|Zanim odejdziesz, {playername}. Wielcy wojownicy, tacy jak ty i twoi towarzysze, zasługują tylko na najlepszą broń, zbroje i wierzchowce.
qstr_Wait_{playername}._Y|Czekaj, {playername}. Twoja armia spisała się dobrze, ale myślę, że lepiej poradziłbyś sobie z lepszym wyposażeniem.
qstr_Take_this_{s22}._I_h|Weź to {s22}. Nie potrzebuję tego.
qstr_Just_a_moment_{playe|Chwileczkę, {playername}. Bohaterowie tacy jak ty i twoi towarzysze są godni najlepszej broni, zbroi i koni.
qstr_Wait_{playername}._Yo|Czekaj, {playername}. Byłeś zdolnym dowódcą podczas działań wojennych. Myślę, że nadszedł czas na lepszy sprzęt.
qstr_Accept_this_{s22}_ma|Przyjmij to {s22}, niech pomoże tobie i twoim towarzyszom
qstr_the_Dwarves_so_that_|Krasnoludy, gdyż przejeżdżając przez Erebor lub Żelazne Wzgórza  , możesz spróbować wyposażyć się w bajeczny krasnoludzki oręż
qstr_Gondor_so_that_if_yo|Gondor, gdyż przejeżdżając przez ich ziemie, możesz spróbować kupić ich sławne zbroje
qstr_Rohan_so_that_if_you|Rohan, gdyż przejeżdżając przez ich ziemie, możesz spróbować kupić ich bajeczne konie
qstr_Dale_so_that_if_you_|Dale, gdyż przejeżdżając przez ich ziemie, możesz spróbować kupić ich sławne łuki
qstr_Without_my_help_you_|Bez mojej pomocy wszyscy bylibyście martwi i spaleni! ^ ^ Przychodzę, by odpowiedzieć na wezwanie Sarumana, Isengarda. Przekrocz mnie na własne niebezpieczeństwo!
qstr_Without_my_help_you_w|Bez mojej pomocy wszyscy bylibyście martwi i spaleni! ^ ^ Przyjmuję odpowiedź na wezwanie Pana Mordoru, który wkrótce będzie Panem całego świata.
qstr__*snort*_There_is_on|* prychnij * Jest tylko jeden Pan całego świata, szumowiny. Szybko lub późno, odpowiesz na Lugbúrz, słabeu!
qstr_*snort*_Another_one_|* snort * Kolejny za tarcze mięsne, aby zjeść strzały! Bądź wolny, słaby. Nie mamy dla ciebie pożytku.
qstr_Go_to_Moria_and_get_|Idź do Morii i zdobądź dla siebie niezły ubaw - albo jakieś własne snagi, jeśli chcesz!
qstr_Go_to_Isengard_and_g|Idź do Isengard i zdobądź coś dla siebie - może niektórzy z walczących Uruk-Hai pójdą za tobą!
qstr_Go_up_north_to_Gunda|Idź na północ, do Gundabad - głupi i brzydcy, są, ale mają dobre futra.
qstr_Get_some_snagas_of_y|Zdobądź własnych snagów, takich jak ci, którzy za mną podążają. Może niedługo będziesz mieć własną armię!
qstr_Our_friends_and_alli|Nasi przyjaciele i sojusznicy usłyszą o tobie, nie wątp w to! Być może byliby gotowi podarować ci nowego wierzchowca lub ostrze. Nikt nie ma czasu dla słabych, ale jeśli jesteś silny, ha, pomagamy tym, którzy nam pomagają, rozumiesz? Wymień niektóre z tych łupów na dobrego konia z tymi ludźmi z Rhûn - do jazdy lub na jedzenie, twój wybór, har!
qstr_Trade_some_of_those_|Wymień niektóre z tych łupów na dobrego konia, może, z tymi Men of Rhûn - za jazdę lub jedzenie, twój wybór, har!
qstr_That_is_not_a_smart_|Niezbyt to mądre mówić tak stojąc przed obliczem Wojownika z Rhun... Następnym razem, kiedy cię zobaczę, zabiję cię.
qstr_They_will_all_know_m|Oni wszyscy poznają me imię... I będą się go bać
qstr_Suilad_mellon!_It_is|Suilad, mellon! Rzadko kiedy spotykamy lud z Ukrytej Doliny w naszej krainie. Dziękujemy gwiazdom które poprowadziły cię na nasz ratunek i tobie też - le hannon!
qstr_Suilad_mellon!_It_is_|Suilad, mellon! Rzadko się zdarza aby nasi leśni krewni przybyli z odsieczą - le hannon!
qstr_Suilad_mellon!_That_|Suilad, mellon! Dzięki ci przyjacielu!^^ Na początku nie wiedziałem czy goblińska szpada, lub dziki niedźwiedź będzie naszą zgubą. A wtedy gwiazdy były miłe i zesłały ciebie na pomoc.
qstr_Alas_it_is_not_a_ple|W końcu, mnie i innych służących Lodu Elrodowi nie sprowadza przyjemność czy zwykła wędrówka do tej krainie...
qstr_You_wouldn_t_have_ne|Nie potrzebowałbyś naszej pomocy gdybyś zabezpieczył swoje granice!
qstr__*growl*_I_know_your|(*warczenie* Znam twój język, elfie, znam go wystarczająco dobrze aby wiedzieć czy mnie wyśmiewasz czy mi dziękujesz...
qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen. Zamiary mego pana są wnikliwe, nie są zarozumiałe i jasne dla każdego.
qstr_Alae!_Our_green_wood|Alae! Nasze zielone lasy są dobrze patrolowane,nasze grube bramy mocno stoją, Sale króla Thranduila są zabezpieczone. Byłoby mądrym podążyć za naszym przykładem.
qstr__say_nothing_|(nic nie mów)
qstr_Alas_it_is_not_a_plea|W końcu, mnie i innych służących Lodu Elrodowi nie sprowadza przyjemność czy zwykła wędrówka do tej krainie^^Starożytne zło zmieszało w mrocznych miejscach i wyraja się ku światłu. Mędrcy zza Gór odpowiedzieli za wezwanie i bataliony z Imladris maszerują do bitwy, aby walczyć o Północ
qstr_You_wouldn_t_have_nee|Nie potrzebowałbyś naszej pomocy, gdybyś zamknął swoje granice! ^^ Legenda o Leśnej Czarownicy tylko odstrasza bezmyślnych głupków - lecz nie brudnego orka, którego właśnie zabiliśmy.
qstr_*growl*_I_know_your_|*warczenie* Znam twój język, elfie, znam go wystarczająco dobrze aby wiedzieć czy mnie wyśmiewasz czy mi dziękujesz.^^Gwiazdy nie miały z tym nic wspólnego - wyczułem plugastwo is podążyłem jego śladem. Zabiłbym ich niezależnie od tego czy byłbyś w niebezpieczeństwie czy nie.
qstr_Keep_your_secrets_th|Zachowaj swoje tajemnice, przyjacielu, Lecz Złote Lasy szepcą o przybyciu twoich krewnych.^ ^ Poinformujemy naszą panią Galadriel o przyjściu pana Elronda, choć podejrzewam, że już o tym wie. I będziemy mówić o was także, dla całego naszego ludu. ^^ Le maethor veleg a gornui! Wasza waleczność i czyny będą znane, a wasze potrzeby spotkają się, gdy odwiedzicie naszą Dolinę Śpiewającego Złota.
qstr_We_walk_under_the_su|Chodzimy pod słońcem i gwiazdami, mieszkanie w jaskiniach nie jest naszym pragnieniem. Mimo to, twoje niewątpliwie dobrze przemyślane rady są mile widziane. ^^Twoja mądrość i dzielne czyny zostaną poznane, a twoje potrzeby zaspokojone, gdy tylko zawędrujesz w nasze strony.
qstr_*he_sighs_and_smiles|* wzdycha i uśmiecha się lekko ^ ^ ^ Bardzo dobrze. W naszym wspólnym celu chętnie dzielimy się wszystkim, nawet jeśli brakuje słów, skąd pochodzisz.
qstr_For_some_months_we_h|Przez kilka miesięcy obserwowaliśmy, jak brud orków namnaża się i brudzi nasze lasy. ^ ^ Poinformujemy naszą panią Galadriel o przyjściu pana Elronda, choć podejrzewam, że już o tym wie. I będziemy mówić o was także, dla całego naszego ludu. ^^ Le maethor veleg a gornui! Wasza waleczność i czyny będą znane, a wasze potrzeby spotykają się, gdy odwiedzicie naszą Dolinę Śpiewającego Złota.
qstr_Calm_yourself_friend|Uspokój się, przyjacielu. Pedin i phith w aniron, nin u u cheniathog. ^^ Będziemy mówić o was do całego naszego ludu. Wasza dzielność i czyny będą znane, wasze potrzeby spotykają się, ilekroć przyjdziecie wygrzewać się w świetle naszej Złotej Doliny.
qstr_Stars_sail_through_t|Gwiazdy przepływają przez niebiańskie morza, mężczyźni kroczą po ziemi. Naprawdę, kto może powiedzieć, czy ich ścieżki podążają za sobą? Będziemy mówić o was wszystkim naszym ludziom. Twoje czyny będą znane, a twoje potrzeby się spełnią, gdy będziesz ścigał gwiazdę w Złotej Dolinie.
qstr__RESOURCE_POINT_TUTO|(SAMOUCZEK NA TEMAT PUNKTÓW ZAOPATRZENIA)^^ Punkty Zaopatrzenia których możesz używać do handlowania z Lorien nie są tymi które zdobyłeś z swojej frakcji, lecz tymi które będzie zdobywał w Lothlorien.^^Sprawdź raporty aby otrzymać więcej informacji.
qstr__RESOURCE_POINT_TUTOR|(SAMOUCZEK NA TEMAT PUNKTÓW ZAOPATRZENIA)^^ Punkty Zaopatrzenia których możesz używać do handlowania z Beorningami to nie te które otrzymałeś w Lothlorien od elfów, lecz te które otrzymasz od Beorningów. Każda frakcja ma swoje własne unikalne Punkty Zaopatrzenia. ^^Sprawdź raporty aby otrzymać więcej informacji.
qstr_I_have_long_wished_t|Zawsze chciałem odwiedzić leśny lud...
qstr_What_form_shall_the_|Jaką formę ma przybrać łaska Lorien...
qstr_Our_bees_make_honey_|Nasze pszczoły tworzą miód i wosk, nasza trzoda daje mleko, masło i ser...
qstr_I_have_long_wished_to|Zawsze chciałem odwiedzić leśny lud...zasmakować waszego lembasu i usłyszeć waszych pieśni!^^Przynieśliśmy musujące złote wina, zakurzone tomy i wspaniałe chorągwie aby przypomnieć nam o naszej dolinie śpiewających strumieni, lecz jestem ciekaw unikatowe cuda można znaleźć w Laurelindorenan.
qstr_What_form_shall_the_f|Jaką formę przyjmie przychylność Loriena? ^^ Złoto, które zamienia się w liście, przychodzi rano? Wyczyszczony bez smaku napój i zakurzony bajeczny chleb dla moich żołnierzy? ^^ Krwistoczerwone wino, świeżo upolowane jelenie, zbrojownie wypełnione ostrymi włóczniami i zapalonymi strzałami! Tę gościnność wolę.
qstr_Our_bees_make_honey_a|Nasze pszczoły robią miód i wosk, nasze krowy dają mleko, masło i ser.^^  Chleb robimy sami, za ostry topór mogę się wymienić z karłami gdy witają w tej okolicy.^^ Cóż jeszcze jest mi potrzebne, prócz pary mocnych rąk do pomocy?
qstr_If_fate_wills_it_I_s|Jeśli przeznaczenie na to pozwoli, Wrócę do Imladris, i poznam jego sekrety.
qstr_If_I_ever_have_need_|Jeżeli kiedykolwiek będę potrzebował pomocy od Lorien, wykorzystam ją. Niezależnie od okoliczności.
qstr__nod_and_say_nothing|(przytaknij i nic nie mów)
qstr_Oh_there_are_many_an|Och, jest ich wiele i każdy przyjaciel Lorien jest mile widziany w tych darach! ^^Jeśli znów staniemy ramię w ramię na polu bitwy, albo jeśli spełnisz prośbę naszej Pani i jej władców, nasz lud wynagrodzi twoją dobroć wszystkim, czego będziesz potrzebował - jasną bronią, twardymi pancerzami, strzałami z białymi piórami i prowiantem dla twoich wojsk. Kto wie, może z czasem sam staniesz się wielkim {władcą/władczynią} Lorien, który będzie mógł służyć radą innym lub prosić ich o względy.
qstr_The_joys_of_the_Gold|Radości Złotej Doliny są liczne i witamy w nich prawdziwego przyjaciela Lorien. ^ ^ Gdybyśmy znów stanęli ramię w ramię na polu bitwy, lub powinniśmy wykonać rozkazy naszej Pani i jej panów, nasz lud wynagrodzi twój wysiłek wszystkim, czego potrzebujesz - jasną bronią, twardymi koralikami poczty, śmiercionośnymi strzałami i pożywne jedzenie dla twoich żołnierzy. ^^ Kto wie, z czasem możesz stać się wielkim {lordem / damą} samego Loriena, który podzieliłby się mądrością z innymi lub poprosił o ich względy.
qstr_Our_Golden_Valley_gi|Nasza Złota Dolina obfituje w towary i przyjaciela Lorien jest im mile widziany.  Gdybyśmy znów stanęli ramię w ramię na polu bitwy, lub gdybyś pomógł projektom naszej Pani i jej panów, nasi ludzie nagrodzą twój wysiłek wszystkim, czego potrzebujesz, będąc daleko od domu.
qstr_I_shall_keep_that_in|Zapamiętam to sobie.^^ Hantanyel, áva márië!
qstr_That_may_be_so_some_|Może tak być, niektóre części świata są oszukańcze. ^^ Boe i 'waen!
qstr_I_seldom_wander_far_|Rzadko kiedy oddalam się od domu. Odjedź z stąd jak najszybciej.Tutaj wciąż mogą grasować gobliny.
qstr_What_do_you_want?|Czego chcesz?
; qstr_Greetings._What_can_|Greetings. What can I do for you?
qstr_Who_are_you?_A_mere_|Kim jesteś? Tylko {s25}? Nie mam czasu dla takich jak ty! Zostaw mnie! {s2}
qstr_What?_You_come_to_me|Co? Przychodzisz do mnie i nie wiesz, co robię? Rozejrzyj się wokół. ^^ Widzisz krew? Czy słyszysz płacz? Czy czujesz ich ból? To właśnie robię! Rozbijam rzeczy, żeby znów były lepsze! Jeśli przyjdziesz do mnie, złamany i dotknięty bólem, będę mógł cię ulepszyć!
qstr_I_am_a_healer._Come_|Jestem uzdrowicielem. Przyjdź do mnie, gdy ty lub twoi towarzysze jesteście poważnie ranni, a ja zrekompensuję twoje obrażenia najlepiej jak potrafię.
; qstr_You_have_found_the_loca|You have found the local healer
qstr__Costs_500_Resource_|(Koszt 500 zasobów, 5 wpływów)
qstr_Ha!_I_can_see_that!_|Ha! Rozumiem! Mogę to zrobić, tak ... Oprócz twojej krwi to nie jest za darmo! {s2}
qstr_Yes_I_see_that._We_c|Tak widzę to. Możemy zrobić to tak, ale muszę wysłać kilka składników. {s2}
qstr__Costs_1000_Resource_|(Koszt 1000 zasobów, 10 wpływów)
qstr_I_ll_have_my_worms_d|Poproszę moje robaki o ciebie. Nie są najlepsi, ale czasami wykonują swoją robotę. Powiedz mi, kiedy ich tu chcesz. {s2}
qstr_I_ll_have_my_assista|Poproszę moich asystentów o twoich ludzi. Nadal się uczą, więc proszę, nie przestawajcie z nimi. Daj mi znać, kiedy ich potrzebujesz. {s2}
qstr_Alright!_Worms!_Get_|W porządku! Robaki! Zaspokój się i posłuchaj tego!
qstr_Let_us_begin._My_ass|Zacznijmy. Moi asystenci zajmą się tobą i twoimi ludźmi.
qstr_All_done!_Ha!_You_di|Wszystko gotowe! Ha! Nie krzyczałeś zbyt wiele, imponująco! A teraz idź, zostaw mnie.
