
str_yes|Да.
; str_npc18_backstory_response_1|If you are truly as ferocious as you look, perhaps you could fight for me. After we feed you up a bit, of course.
str_npc19_backstory_response_1|ОЧень хорошо. Пока можешь сражаться на передовой ты можешь быть полезен, Дунландец
; str_npc20_backstory_response_1|Strange way of asking to join me, witch. But very well, you may come along.
str_npc21_backstory_response_1|Я не откажусь от помощи роханской девы щита, буде таковая предложена.
str_npc22_backstory_response_1|Возможно, это прозвучит довольно нахально, но в моём отряде пригодились бы твои навыки. Особенно в свете грядущих битв.
str_npc23_backstory_response_1|Мы лишь странствуем по миру, но, чтобы защитить всё, что есть в нём прекрасного, нам приходится сражаться с врагом.
str_npc24_backstory_response_1|Разумеется, гномий воин нашему отряду не помешает.
str_npc25_backstory_response_1|Лекарь и травник нам бы пригодился.
str_npc26_backstory_response_1|Думаю, берсерк нам тоже будет полезен.
str_npc27_backstory_response_1|Да, я за тобой.
; str_npc18_backstory_response_2|Pah! A murderous pit dog is not fit to be a companion of mine.
; str_npc19_backstory_response_2|You talk of great deeds. Go and do some of your own, before you approach me again!
; str_npc20_backstory_response_2|Pah! I'm guessing your bark is far worse than your bite. I have work to do!
str_npc21_backstory_response_2|Прошу прощения, сударыня, но мне нечем тебе помочь.
str_npc22_backstory_response_2|Я вернусь, когда Лотлориэн будет в меньшей опасности.
str_npc23_backstory_response_2|Нет, извини. Нам такие нахлебники не нужны.
str_npc24_backstory_response_2|Нет, извини. Мы и сами неплохо справляемся.
str_npc25_backstory_response_2|Нет, извини. Мы обращаемся к лекарям только тогда, когда они нам нужны.
str_npc26_backstory_response_2|Фу! Предатели мне не нужны.
str_npc27_backstory_response_2|Ты мне не нужен, раб.
; str_npc18_signup|Oh, to sink my teeth into meat again! You'll see my true mettle soon enough, once my hands and feet are free, and I have food in my belly!
; str_npc19_signup|Yes, you may call me that for now, for I am not ashamed of my Dunlending blood. My people have suffered greatly under the tyrant kings of Rohan, and I feel no small kinship with them. I will aid you in this war, and in all your efforts. But in return, Commander, you must help me press my claim when the time comes.
