qstr_Received_{reg0}_dama|Получено {reg0} урона.
qstr_The_siege_tower_is_b|Осадная башня построена и готова к штурму.
qstr_As_a_last_defensive_|В качестве последней оборонительной меры, вы отступаете в главный зал крепости. Вы и оставшиеся солдаты устроите здесь отчаянный бой. Отступать некуда, сражайся или умри!
qstr_You_ve_been_driven_a|Вас смели со стен. Теперь атакующие растекаются по улицам. Если вы победите их, то, возможно, штурм провалится и вы выиграете ещё один день.
qstr_You_ve_breached_the_|Вы прорвали городские стены, но упорные защитники продолжают сопротивляться вам на улицах! Вам придется сразиться с ними, прежде чем вы сможете атаковать крепость в центре города.
qstr_The_town_centre_is_y|Центр города ваш, но оставшиеся защитники отступили к замку. Он должен пасть, прежде чем вы сможете объявить свою победу.
qstr_The_remaining_defende|Оставшиеся защитники отступили к замку и стали последней защитой. Вы должны войти и подавить любое оставшееся сопротивление.
qstr_However_since_you_ar|Однако, так как ты не присягнул {человеку/человеку} из {s9}, нет никаких шансов, что он признает тебя  {владельцем/владельцем} этого {reg8?города:замка}.
qstr_The_enemy_has_been_f|Враг был вынужден отступить. Штурм окончен, но осада продолжается.
qstr_The_assasins_beat_yo|Наёмные убийцы сразили вас и оставили умирать.
qstr_You_have_fallen._The|Вы упали. Разбойники быстро обчистили вас и исчезли в ночи. Вас пощадили, но вы едва живы.
qstr_Luckily_some_of_your|К счастью, кое-кто из ваших соратников отправился искать вас после того, как вы не вернулись, и набрёл на вас, когда вы лежали в канаве. Воины принесли вас в безопасное место и обработали ваши раны.
qstr_Luckily_some_passing|К счастью, какие-то местные жители нашли вас, когда вы лежали в канаве, и опозали вас кого-то более значительного, чем простой нищий. Они принесли вас в безопасное место и обработали ваши раны.
qstr_{s13}^^You_have_succ|{s13}^^Вы успешно прокрались внутрь.
qstr_The_tomb_is_destroye|Гробница разрушена. Здесь произошла ожесточенная битва.
qstr_Nothing_of_interest|Ничего интересного
qstr_the_place|поселение
qstr_the_castle|замок
qstr_the_Throne_Room|тронный зал
qstr_the_Secret_Cave|Потайная пещера
qstr_Meduseld_the_Golden_|Медусельд, Золотой чертог
qstr_the_Lord_Halls|Чертоги владыки
qstr_the_Leader_s_Cave|пещеру повелителя
qstr_the_Tower|твердыню
qstr_the_tower_of_Orthanc|Ортанк
qstr_Beorn_s_Hall|Беорнингский Хранитель Очага
qstr_the_Hall|чертоги правителя
qstr_the_Great_Chamber_of|Великий зал Трора.
qstr_Stay_indoors_for_som|Заночевать в этом поселении ({reg1} очков снабжения за ночь)
qstr_Camp_outside_for_som|Встать лагерем у стен (бесплатно)
qstr_{s4}_s_scouts_have_s|разведчики {s4} видели и доложили о вашей неудаче. Вы навлекли позор на {s4} , и ответственность за эту неудачу лежит только на вас.
qstr_{s1}_s_Ship|Корабль {s1}
qstr_Time_passes...|Проходит время...
qstr_Forces_of_Good|Силы Добра
qstr_Forces_of_Mordor|Силы Мордора
qstr_Forces_of_Isengard|Силы Изенгарда
qstr_their_enemies|их врагов
qstr_{s11}_and_{s13}|{s11} и {s13}
qstr_{s11}_{s13}|{s11}, {s13}
qstr_a_scout_party_from_{|скаутская группа из {s3}
qstr_two_scout_parties_an|две разведывательные партии и партия фуражиров из {s3}
qstr_two_scout_parties_and|две разведывательные группы и рейдерская группа из {s3}
qstr_three_scouts_two_for|три разведчика, два фуражира и патруль из {s3}
qstr_three_scouts_two_rai|три разведчика, два рейдера и военный отряд из {s3}
qstr_You_see_the_village_|Вы видите, как на деревню нападают бандиты. Вы просите большинство ваших войск, чтобы следить за другими рейдерами в то время как вы берете небольшую группу и подготовиться к защите жителей деревни.
qstr_You_see_the_village_y|Вы видите деревню, на которою вам было поручено напасть. Вы и небольшая группа ваших рейдеров готовитесь напасть на деревню, чтобы не быть замеченным.
