qstr_Received_{reg0}_dama|{reg0} 피해 입음.
qstr_You_see_the_village_|마을이 도적들에게 약탈당한 것을 발견했다. 당신 부대에게 다른 도적들을 경계하라 일러두고 당신은 작은 무리를 지어 주민들을 보호할 준비를 시작했다.
qstr_You_see_the_village_y|당신은 당신이 약탈할 마을을 보고 있다. 당신은 약탈을 할 무리를 지어 마을을 눈에 띄지 않도록 약탈할 준비를 하고 있다.
qstr_The_raiders_are_defe|도적들은 패배했다! 숨이 붙어 의식이 남아 있는 몇 안되는 자들은 마을 사람들과 그들의 새로운 용사를 두려워하며 그들이 온 어둠으로 달려간다.
qstr_Try_as_you_might_you|아무리 노력해도 도적들을 물리칠 수 없었다. 그들은 마을을 완전히 파괴하고 남은 농민들을 노예로 삼았다.
qstr_The_village_has_been|마을은 완전히 파괴되었고, 주민들은 죽거나 노예가 되었다. 어둠의 군주께서 기뻐하실 것이다.
qstr_You_failed_to_raid_t|마을을 약탈하는데 실패하고 부하들과 함께 허둥지둥 도망쳤다. 위대한 눈의 못마땅한 시선 속에 승리자들이 환호하는 소리가 들린다.
qstr_The_Scout_Camp_has_b|정찰 캠프가 완전히 파괴되었다. 적들의 진전이 늦어자게 될 것이다.
qstr_You_failed_to_destro|당신은 적 정찰 캠프를 파괴하는 것에 실패했다. 적들은 당신 세력의 힘을 저울질한 결과 정체되어있다 결론지었다.
qstr_You_have_defeated_the|우리는 약탈 함대를 물리쳤다! 적들의 계획에 크게 한 방 먹여줬다!
qstr_You_defeated_the_int|당신은 요격 함대를 패배시켰다! 비록 당신에게 도시를 약탈할 힘이 남아있진 않지만, 이것은 위대한 승리다!
qstr_You_drove_back_the_e|적 함대를 몰아냈지만 함선의 대부분을 잃었다!
qstr_You_were_defeated_by|당신은 요격 함대에 의해 패배했고, 도시를 약탈하는데 실패했다!
qstr_^^^^^^^You_come_upon|^^^^^^^당신은 {s2}를 떠나 {s3}로 가던 난민 행렬에 가까이 가고 있다.^^대부분 노인과 병자들이며, 여성과 아이도 포함되어있다.^^ 경비원들도 있긴 하지만, 습격으로부터 모두를 보호할 정도는 아니다.
qstr_^^^^^^^You_come_upon_|^^^^^^^당신은 {s2}를 떠나 {s3}로 가던 난민 행렬에 가까이 가고 있다.^^대부분 노인과 병자들이며, 여성과 아이도 포함되어있다.^^ 경비원들도 있긴 하지만, 당신과 당신 병사들이 그들을 모두 죽이는 것을 막아설 정도는 아니다.
qstr_^^At_last_the_Master|^^마침내, 주인께서 움직이신다! 횃불이 밝게 타오른다. 날카로운 무기들이 반짝거리며 빛난다. 당신과 건장한 녀석들은 곧 진군 명령을 받게 될 것이다. 물론, 전투가 있을 것이다. 아주 많은 전투가. 그리고 영광이 온 사방에 펼쳐질 것이다!^^당신은 그의 탑에 계신 주인의 소환을 받는 영예를 누리게 되었다. 당신에게 주어질 첫 명령은 아마 스나가의 일이 될 것이다 - 여기 있는 마을을 약탈하고, 저기 있는 보급 수레를 털고. 하지만 곧 당신을 증명할 기회가 올 것이다. 당신이 {s3}의 {s2} 사령관과 같은 거대한 역할을 맡지 못할 것이라 누가 장담할 수 있나?^^전쟁이 시작되었다, 인간과 그 동맹의 멸망이 시작되었다!
qstr_^^Your_head_suddenly|^^당신의 머리가 환상으로 가득찼다 - 불타는 눈동자다. 당신 주변의 모두, 당신의 전사들은 걸음을 멈췄다. 어떻게 됐는지는 몰라도, 그 순간 당신들 모두가 같은 환상을 보면서 같은 부름을 받고 있다는 것을 당신 모두가 깨달았다. 눈꺼풀 없는 눈께서는 위대하시다 - 바랏 두르의 힘은 위대하다!^^말로 전달하지 않았음에도 그 지식이 곧장 당신의 뼈 속으로 스며든다. 때가 왔다. 어둠의 군주가 명한다. 당신들은 개전과 함께 적들을 향해 진군해야한다. {s3}의 {s2}의 부름이 있을 것이다. 처음 당신이 수행할 명령은 대단하지 않은 것이겠지만, 곧 자신을 증명할 기회가 올 것이다.^^전쟁이 시작되었다. 서부의 종말이 도래했다!
qstr_{s13}_asked_you_to_j|{s13}은 당신에게 최소 {reg13} 명의 병력을 데리고 합류해 아이센가드 최후의 항전에 맞설 것을 요청했다.
qstr_You_defeated_{reg5}_|당신은 {reg5} 명의 적들을 격파했고 사령관에게 강한 인상을 남겼다.
qstr_You_defeated_{reg5}_e|당신은 {reg5} 적을 패배시켰다.
qstr_You_failed_to_defeat|당신은 어떤 적도 패배시키는데 실패했다.
qstr_The_sorcerer_slain_y|마술사가 죽자, 당신과 당신의 동료들은 서둘러 상처를 살핀 후 밤 속으로 미끄러지듯 빠져나왔다. 불쾌한 목소리가 등 뒤에서 비명을 지르고, 그림자 속에서 자신을 찾는 불타오르는 눈들을 느낄 수 있었다. 곧 분노는 실망으로 바뀌었고, 추격의 소리는 평소 어둠숲의 무거운 고요로 대체된다. 당신은 탈출하는데 성공했다.
qstr_The_sorcerer_slipped|마술사는 당신의 손아귀를 벗어나 자신의 영역인 어둠 속으로 미끄러지듯 사라졌다. 실패에 마음이 무거워지지만, 당신과 당신의 동료들은 서둘러 상처를 붕대로 감고 밤 속으로 물러났다. 조롱하는 목소리가 메아리치는 것이 등 뒤로 들리고, 그림자를 꿰뚫는 듯한 수많은 불타는 눈을 느낄 수 있다. 웃음과 모욕은 자비롭게도 곧 잦아들고, 어둠숲의 묵직한 고요로 대체되었다. 당신은 탈출했다.
; qstr_You_approach_a_heavi|You approach a heavily guarded region of the forest... ^^ You have to decide whether you venture forward on your own, or take some troops with you.
; qstr_You_have_a_good_chan|You have a good chance of avoiding the guards and slipping through unnoticed.
; qstr_You_may_have_a_chanc|You may have a chance of avoiding the guards.
; qstr_You_will_probably_ha|You will probably have to fight the guards.
qstr_You_wait_for_darknes|어둠이 내리기를 기다린다...
qstr_You_are_quickly_disc|당신은 적에게 금세 발각되었다.
qstr_You_advance_stealthi|당신은 몸을 숨긴 채 숲 깊숙히 더 들어간다.
qstr_You_have_evaded_the_|당신은 순찰대를 피해 폐허에 슬금슬금 다가간다!
qstr_You_have_found_the_s|당신은 마술사를 발견했다!
qstr_You_cannot_leave_unt|경비를 따돌리기 전까지는 도망칠 수 없다!
qstr_Kill_him_quickly_bef|그가 도망치기 전에 죽여야한다!
qstr_Enraged_by_the_death|당신은 {s4}의 죽음에 격노했고 {s3} 군대에 대한 복수를 맹세했다. 이제 다가올 날 동안 {s3}의 병력을 최대한 많이 파괴해야한다. 당신은 당신의 추종자들이 이 맹세의 증인이라는 것을 잘 알고 있으며, 당신은 맹세를 어기는 자로 알려지기를 원하지 않습니다. 이제 피의 연회를 벌일 시간입니다!
qstr_flooded._Somebody_or|범람하고 있다. 누군가가, 혹은 무언가가 아이센 댐을 무너트렸음이 틀림 없다.
qstr_destroyed._Only_smol|파괴되었다. 오직 그을은 폐허만 남아있다.
qstr_^^^You_lost_your_fig|^^^당신을 상대로 한 반역에서 패배했다! ^당신의 오르크들은 이제 새 사령관을 섬기는 것처럼 보인다.
qstr_^^^You_have_slain_th|^^^당신은 반역자를 처치했고, 다른 오르크들은 재빨리 선을 지키기 시작했다.^당분간 이 구더기같은 놈들이 조용해질 것이 분명하다.
qstr_You_cover_up_your_tr|당신은 흔적을 지우며 앞으로 나아갔다.
qstr_Breaking_camp...|캠프를 해체한다...
; qstr_Party_morale_is_low.|Party morale is low. Troops desert from your party.
; qstr_Desertion|Desertion
; qstr_{s1}_has_deserted_fr|{s1} has deserted from your party.
qstr_You_have_left_{s1}.|당신은 {s1}을 떠났다.
qstr_You_are_entering_{s1|당신은 {s1}을 지나는 중이다 ({s2}).
qstr_You_are_entering_{s1}|당신은 {s1}을 지나는 중이다.
qstr_The_war_expands_comm|전쟁이 확산되고 있고, 사령관들은 점점 대담해지고 있다! (공성에 필요한 조건 감소)
qstr_Your_party_is_spotte|당신의 부대는 {s1}에게 포착되었다.
qstr_The_effects_of_the_O|오르크 맥주의 효과가 사라졌다.
qstr_The_effects_of_the_M|미루보르의 효과가 사라졌다.
qstr_Athelas_used_up.|임금님풀을 소모했다.
qstr_Party_has_nothing_to|부대가 먹을 식량이 부족합니다!
qstr_You_pay_for_accommod|당신은 숙박비를 지불했다.
qstr_The_troll_outside_{s|{s2} 밖의 트롤이 살해당했다. 임무 취소됨.
qstr_{s1}_was_killed_on_t|전장에서 {s1}이 살해당했다. 임무 취소됨.
qstr_{s1}_has_been_defeat|{s1}이 패배했다. 임무 취소됨.
qstr_You_must_follow_{s1}|당신은 {s1} 를 따라가시오!
qstr_You_must_follow_{s1}!|{s1} 를 따라가시오! 이건 자네의 마지막 경고요!
qstr_{s1}_parties_defeate|{s1}의 부대가 패배했습니다: {reg1} out of {reg2}
qstr_{reg65}_Moria_and/or|{reg65} 마리의 모리아/군다바드 병력을 사살했습니다. (매 시간마다 측정)
qstr_{reg65}_{s3}_troops_|{reg65} 마리의 {s3}를 사살했습니다. (매 시간마다 측정)
qstr_{reg66}_{s5}_troops_|{reg66} 명의 {s5} 병력 살해함. (매 시간마다 측정)
qstr_{reg67}_{s7}_{s8}_tr|{reg67} {s7} {s8} 병력 사살.  (매 시간마다 측정)
; qstr_{s8}_in_{s9}_asked_y|{s8} in {s9} asked you to slay {reg67} {s10}.^ {reg68} {s11} killed. (Counter refreshes every hour)
qstr_{s1}_is_scouted.|{s1}을 정찰했다.
qstr_{s2}_was_defeated!|{s2}가 패배했다!
qstr_The_Age_of_Men_has_f|인간 시대의 끝이 도래했다. 이제 두 개의 탑이 남은 잔당과 동맹들을 끌어모아 누가 중간계의 유일한 지배자인지를 겨룬다!
qstr_The_War_of_the_Two_T|두 개의 탑의 전쟁이 시작되었다!
qstr_The_forces_of_{s22}_|{s22}의 군대가 집결 중이다! {s22}는 이제 {s23}
qstr_The_might_of_{s22}_h|{s22}의 힘이 줄어든다! {s22}는 이제 {s23}
qstr_In_a_desperate_attem|그의 적을 막아내기 위한 최후의 시도로, 사우론은 모르도르 군단을 내보내고 있다!
qstr_Guardians_of_{s6}|{s6}의 수호자들
qstr_Guard_Legion_of_{s6}|{s6}의 경비대
qstr_Scouts_report_that_{|전령이 {s6}이 수도를 방어하기 위한 최후의 시도로 거대한 군세를 {s7}에 집결시키고 있다 보고했습니다.
; qstr_The_forces_of_{s2}_e|The forces of {s2} established an Advance Camp in {s15}!
qstr_The_hosts_of_{s2}_ma|{s2}의 집결자가 그들의 고향을 지키기 위해 회군 중이다!
qstr_{playername}_s_Reser|{playername}'s의 예비군
qstr_Gondor_has_called_fo|곤도르가 도움을 요청한다!
qstr_Gondor_is_accompanyi|곤도르가 총사령관과 함께합니다!
qstr_{s5}_has_stopped_fol|{s5}가 당신을 따라오는 것을 멈췄다.
qstr_You_have_{reg69}_all|{reg69} 동맹 부대가 당신을 따라온다
qstr_You_have_{reg69}_ally|{reg69} 동맹 부대가 당신을 따라온다
qstr_The_forces_of_{s2}_h|{s2}의 군대가 재편성되어 {s15}를 향해 진군 중이다!
qstr_Your_scouts_report_s|정찰병이 근처에 {s2}가 있다고 보고했다.
qstr_{s1}_from_{s2}|{s2}의 {s1}
qstr_When_dealing_with_lo|{s11} 현지인을 대할 때, 그들은 당신을 알지 못하며 당신이 {s10}에서 얻은 장점을 알지 못한다는 점을 기억하십시오.^^({s11}의 사람들에게는 {s10}에서 획득한 것이 아니라. {s11}에서 획득한 자원 포인트만 사용할 수 있습니다.\n 보고서 화면을 참조하십시오.)
qstr_Info|정보
qstr_You_came_into_a_poss|당신은 이상하게 큰 사이즈의 신선한 물 한 그릇을 손에 넣었다. 사향 냄새가 희미하게 난다.
qstr_Obtained:_Ent_water.|획득: 엔트워터.
qstr_A_little_after_you_f|걸어다니는 나무에서 얻은 오염된 물을 마신 지 얼마 지나지 않아 이상한 부작용이 나타나기 시작했다. 당신 무리의 벌레들은.. 당신을 더 두려워하고 존중하게 된 것 같으며, 당신은 원래보다... 커졌다. 맹세컨대 당신은 예전보다 더 키가 커졌다, 그게 가능한 일인가?
qstr_Ent_water_effect.|엔트워터 효과.
qstr_The_water_you_drank_|엔트로부터 얻어마신 물은 몸에 이상한 부작용을 끼쳤다. 처음에는 그것이 가능할 것이라 믿지 않았지만, 직접 눈으로 보고 나니 인정할 수밖에 없다. 어떻게 된 일인지, 당신은 키가 커졌다! 하지만 이 독은 당신을 거의 죽일 뻔 했다. 이런 위험을 다시는 감수하지 않을 것이다.
qstr_Ent_water_effect:_in|엔트워터 효과: 당신의 키가 커짐!
qstr__+1_to_Strength__per|근력 +1 (영구)
qstr__+1_to_Charisma__per|카리스마 +1 (영구)
qstr_The_dark_shadow_fina|어두운 그림자가 폭풍처럼 침입해왔고, 사악한 무리들이 중간계의 자유민들을 향해 행군하기 시작했다. 모르도르는 남쪽에서 곤도르에 맞서고, 아이센가드는 서쪽에서 로한과 겨루고 있으며, 돌 굴두르는 요정들과 싸운다... 먼 북쪽에서도 그들만의 전쟁이 일어나고 있다.
