
str_yes|예
str_village_prosperity_80|{s60}의 관리하에 있는 촌락은 부유하고 잘 관리되는 것으로 보입니다.
str_village_prosperity_90|{s60}의 관리하에 있는 촌락은 매우 부유하고 번영하는 것으로 보입니다.
str_village_prosperity_100|{s60}의 관리하에 있는 촌락은 광활하고 비옥한 평야에 둘러싸여있고 엄청나게 부유해 보입니다.
str_war_report_minus_4|우린 전쟁에서 패배하기 일보 직전입니다.
str_war_report_minus_3|상황이 암울해 보입니다.
str_war_report_minus_2|상황이 썩 좋지만은 않습니다.
str_war_report_minus_1|집결한다면 아직 전쟁에서 승리할 수 있습니다.
str_war_report_0|적과 호각입니다.
str_war_report_plus_1|전쟁에서 이길 가능성이 꽤 있습니다.
str_war_report_plus_2|상황이 상당히 좋게 돌아갑니다.
str_war_report_plus_3|손쉬운 승리가 될 것입니다.
str_war_report_plus_4|승리하기 일보 직전입니다.
str_persuasion_summary_very_bad|{s50}을 설득하기 위해 최선을 다하지만, 당신의 어떤 발언도 제대로 나오지 못하는 것 같다. 당신이 무언가 설명하려 할 때마다, 논점을 벗어나는 완전히 틀린 얘기를 해버린다. 연설을 마칠 때쯤 당신은 단 하나의 논점도 제시하지 못하고 당신이 한 일은 스스로 제 발등을 찍는 것이었다는 걸 깨닫는다. 당연하게도 {s50}은 감명받지 않은 것 같다.
str_persuasion_summary_bad|{s50}을 설득하려 하지만 {reg51?she:he}가 시작부터 노련하게 당신을 압도한다. 당신의 최선의 발언조차 스스로 듣기에도 공허하게 들린다. {s50} 또한 당신의 말을 높이 평가하지 않았다.
str_persuasion_summary_average|{s50}은 노련하고 영리한 연설가였고, 당신은 {reg51?she:he}가 논리적으로 반박할 수 없을 만큼 구체적인 무언가를 제시하지 못한다. 결국, 당신들 중 아무도 이 논쟁에서 이기지 못했다
str_persuasion_summary_good|임기응변과 매끄러운 논쟁으로 당신의 주장을 잘 설파해 {s50}도 여러 부분에서 수긍할 수 밖에 없었다. 그러나 {reg51?she:he}는 여전히 당신의 요구에 불만을 표출한다.
str_persuasion_summary_very_good|당신의 열정적인 연설은 시처럼 모든 이들의 귀에 메아리친다. 세상마저 당신의 말을 더 잘 듣기 위해 조용해 진 듯 하다. 고무적인 말은 {s50}의 마음을 움직였고, {reg51?she:he}도 당신을 돕는 것을 기쁘게 생각한다.
str_name_1|아다네델
str_name_2|온도헤르
str_name_3|에란딜
str_name_4|아가르와인
str_name_5|아일리넬
str_name_6|알다리온
str_name_7|알마리안
str_name_8|아만딜
str_name_9|암레이스
str_name_10|아나르딜
str_name_11|안보른
str_name_12|안드로그
str_name_13|앙그보르
str_name_14|아라도르
str_name_15|아라글라스
str_name_16|아라하엘
str_name_17|아란타르
str_name_18|아랏수일
str_name_19|알카린
str_name_20|베레군드
str_name_21|베레그
str_name_22|베르길
str_name_23|보르산드
str_name_24|세오를
str_name_25|키리온
str_name_26|담로드
str_name_27|데루핀
str_name_28|도를라스
str_name_29|두일린
str_name_30|두이니르
str_name_31|에갈모스
str_name_32|에멜디르
str_name_33|에라단
str_name_34|에렐런트
str_name_35|에렌디스
str_name_36|팔라사르
str_name_37|펭겔
str_name_38|포르위그
str_name_39|푸룸가르
str_name_40|푸이누르
str_name_41|갈도르
str_name_42|게스론
str_name_43|고를림
str_name_44|그리스니르
str_name_45|군도르
str_name_46|하도르
str_name_47|할다르
str_name_48|할라카르
str_name_49|하솔
str_name_50|헤리온
str_name_51|힐드
str_name_52|훈소르
str_name_53|임라흐
str_name_54|이오레스
str_name_55|이보르웬
str_name_56|라바달
str_name_57|라나흐
str_name_58|마고르
str_name_59|마이렌
str_name_60|말라흐
str_name_61|마란투르
str_name_62|마르베길
str_name_63|마르딜
str_name_64|메넬두르
str_name_65|미날카르
str_name_66|미노타르
str_name_67|온도히르
str_name_68|올렉
str_name_69|오로드레스
str_name_70|오스토어
str_name_71|펠렌두르
str_name_72|라그노르
str_name_73|사도르
str_name_74|수리온
str_name_75|소롱길
str_name_76|투람바르
str_name_77|울파스트
str_name_78|울와르스
str_name_79|발라카르
str_name_80|울프
str_name_elf_1|멜키르
str_name_elf_2|로마뇨르
str_name_elf_3|아에그노르
str_name_elf_4|암디르
str_name_elf_5|암라스
str_name_elf_6|안나엘
str_name_elf_7|아레델
str_name_elf_8|알미나스
str_name_elf_9|카란시르
str_name_elf_10|쿠루핀
str_name_elf_11|다에론
str_name_elf_12|엘루킬
str_name_elf_13|이드라힐
str_name_elf_14|엘루레드
str_name_elf_15|에레스토르
str_name_elf_16|페일리브린
str_name_elf_17|핀로드
str_name_elf_18|펠라군드
str_name_elf_19|갈라딜
str_name_elf_20|갈도르
str_name_elf_21|겔미르
str_name_elf_22|길도르
str_name_elf_23|구일린
str_name_elf_24|이실보르
str_name_elf_25|린디르
str_name_elf_26|로미온
str_name_elf_27|마에드로스
str_name_elf_28|마이글린
str_name_elf_29|말가라드
str_name_elf_30|넬라스
str_name_elf_31|네르다넬
str_name_elf_32|네르웬
str_name_elf_33|님로스
str_name_elf_34|오로드레스
str_name_elf_35|오로페르
str_name_elf_36|오로핀
str_name_elf_37|사에로스
str_name_dwarf_1|어시스트니크
str_name_dwarf_2|베이더
str_name_dwarf_3|아자갈
str_name_dwarf_4|비푸르
str_name_dwarf_5|보푸르
str_name_dwarf_6|봄부르
str_name_dwarf_7|보린
str_name_dwarf_8|도리
str_name_dwarf_9|드왈린
str_name_dwarf_10|파린
str_name_dwarf_11|프라르
str_name_dwarf_12|프레린
str_name_dwarf_13|흐로르
str_name_dwarf_14|가밀
str_name_dwarf_15|그로인
str_name_dwarf_16|그로르
str_name_dwarf_17|이분
str_name_dwarf_18|킴
str_name_dwarf_19|로니
str_name_dwarf_20|밈
str_name_dwarf_21|나르
str_name_dwarf_22|나르비
str_name_dwarf_23|노리
str_name_dwarf_24|오인
str_name_dwarf_25|오리
str_name_dwarf_26|텔카르
str_name_dwarf_27|마르코
str_name_dwarf_28|옥토
str_name_orc_1|트리글라브
str_name_orc_2|아드굴그
str_name_orc_3|아게드
str_name_orc_4|아국
str_name_orc_5|알로그
str_name_orc_6|아즈후그
str_name_orc_7|바그두드
str_name_orc_8|발구르그
str_name_orc_9|보그
str_name_orc_10|보루그
str_name_orc_11|부르간
str_name_orc_12|붐후그
str_name_orc_13|카르구크
str_name_orc_14|달수
str_name_orc_15|데르사그
str_name_orc_16|드레구
str_name_orc_17|더가로드
str_name_orc_18|에트구스
str_name_orc_19|팬더그
str_name_orc_20|파르게드
str_name_orc_21|포즈허그
str_name_orc_22|푸르보그
str_name_orc_23|골루그
str_name_orc_24|낼러그
str_name_orc_25|그루그
str_name_orc_26|하국
str_name_orc_27|호크누크
str_name_orc_28|이그무트
str_name_orc_29|졸라그
str_name_orc_30|주카
str_name_orc_31|카구크
str_name_orc_32|클로그
str_name_orc_33|크로수
str_name_orc_34|쿨가
str_name_orc_35|마르굴그
str_name_orc_36|마주그
str_name_orc_37|내갓
str_name_orc_38|누그부
str_name_orc_39|눌바그
str_name_orc_40|오그하
str_name_orc_41|올로다흐
str_name_orc_42|오모굴그
str_name_orc_43|아퍼거크
str_name_orc_44|오르고스
str_name_orc_45|퍼태그
str_name_orc_46|포푸그
str_name_orc_47|프루다
str_name_orc_48|라구크
str_name_orc_49|로마로드
str_name_orc_50|루그부
str_name_orc_51|살구르그
str_name_orc_52|슬러그
str_name_orc_53|써간
str_name_orc_54|수르가
str_name_orc_55|토루그
str_name_orc_56|투르백
str_name_orc_57|우르갓
str_name_orc_58|바르국
str_name_orc_59|즐로그
str_name_orc_60|즈너구크
str_surname_1|타르노스트의 {s50}
str_surname_2|로사나크의 {s50}
str_surname_3|에렉의 {s50}
str_surname_4|에델론드의 {s50}
str_surname_5|펠라기르의 {s50}
str_surname_6|린디르의 {s50}
str_surname_7|에스링의 {s50}
str_surname_8|알드버그의 {s50}
str_surname_9|이센가르드의 {s50}
str_surname_10|웨스트폴드의 {s50}
str_surname_11|에레보르의 {s50}
str_surname_12|이스트폴드의 {s50}
str_surname_13|모란논의 {s50}
str_surname_14|키리스 웅골의 {s50}
str_surname_15|오스길리아스의 {s50}
str_surname_16|모리아의 {s50}
str_surname_17|너른골의 {s50}
str_surname_18|에스가로스의 {s50}
str_surname_19|돌 굴드르의 {s50}
str_surname_20|군다바드의 {s50}
str_surname_21|기다란 {s50}
str_surname_22|야윈 {s50}
str_surname_23|나즈굴, {s50}
str_surname_24|참새, {s50}
str_surname_25|저주받은 자, {s50}
str_surname_26|흉터있는 자, {s50}
str_surname_27|아리따운 {s50}
str_surname_28|음울한 {s50}
str_surname_29|과격한 {s50}
str_surname_30|증오에 찬 {s50}
str_surname_31|키가 큰 {s50}
str_surname_32|별의 눈동자, {s50}
str_surname_33|용감한 {s50}
str_surname_34|나무 씹는 {s50}
str_surname_35|교활한 {s50}
str_surname_36|겁쟁이 {s50}
str_surname_37|똑똑한 {s50}
str_surname_38|날쌘 {s50}
str_surname_39|음유시인 {s50}
str_surname_40|대담한 {s50}
str_surname_41|성급한 {s50}
str_number_of_troops_killed_reg1|사망자 수: {reg1}
str_number_of_troops_wounded_reg1|부상자 수: {reg1}
str_number_of_own_troops_killed_reg1|우군 사망자 수: {reg1}
str_number_of_own_troops_wounded_reg1|우군 부상자 수: {reg1}
str_retreat|퇴각!
str_siege_continues|포위를 계속한다...
str_casualty_display|당신의 사상자 수: {s10}^적의 사상자 수:{s11}{s12}
str_casualty_display_hp|^당신은 hp{reg1}만큼의 피해를 입었습니다.
str_quest_log_updated|퀘스트 기록이 갱신되었습니다...
str_banner_selection_text|당신은 깃발을 들 수 있는 영예를 얻었습니다. 당신의 깃발은 당신의 상태를 나타내고 당신에게 명예를 가져다 줍니다. 어떤 깃발을 고르시겠습니까?
str_loot_village|선량한 시민을 공격한다
str_steal_from_villagers|가난한 시민들을 착취한다
str_rob_caravan|상단을 턴다
str_sell_slavery|노예로 판다
str_men_hungry|식량이 없습니다
str_men_unpaid|임금을 지불할 수 없습니다
str_excessive_casualties|너무 많은 사상자 발생
str_surrender|적에게 항복함
str_flee_battle|전투에서 도망침
str_pay_bandits|도적들에게 통행료를 지불함
str_fail_quest|명예를 건 임무를 실패함
str_squander_money|신탁받은 돈을 낭비함
str_murder_merchant|냉혹한 살인에 동참함
str_round_up_serfs|농노를 돕다
str_battle_fate_1|전투의 열기로부터 멀어지다
str_battle_fate_2|부상당한 채 죽도록 방치되었다
str_battle_fate_3|인지하지도 못한 채 적에게 당했다
str_battle_fate_4|붙잡혀 포로가 되었다
str_battle_fate_5|나는 붙잡혔지만, 탈출하는데에 성공했다.
str_npc_morale_report|나는 당신의 동료 선택에 대해 {s6}이고, 당신의 지휘에 대해 {s7}이며, 전체적으로 {s8}이다.
str_happy|기뻐함
str_content|만족함
str_concerned|염려함
str_not_happy|별로 행복하지 않음
str_miserable|경악함
str_morale_reg1| 사기: {reg1}
str_bar_enthusiastic|                   열성적인
str_bar_content|              만족하는
str_bar_weary|          피로한
str_bar_disgruntled|     불만스러운
str_bar_miserable|  비참한
str_here_plus_space|여기 
str_npc1_intro|반갑네 전사여, 헤네스 안눈에 온걸 환영하네
str_npc2_intro|안녕하신가, 방문객이여! 무슨 일로 왔는지 물어보아도 되겠나?
str_npc3_intro|워! 소란 피우지 말아주겠나, 여행자여.
str_npc4_intro|메두셀드에 온것을 환영하네, 전사여!
str_npc5_intro|반갑습니다 {playername}. Mae govannen!
str_npc6_intro|날 내버려 둬, 이방인. 그대와 말을 섞고 싶지 않으니.
str_npc7_intro|드왈린의 아들 킬리, 여기 있습니다!
str_npc8_intro|너른골에 온 것을 환영합니다! 어떻게 도와드릴까요?
str_npc9_intro|쉿! 경비의 관심을 그렇게 끌다간, 네 목덜미를 잘라다가 와르그 먹이로 주겠어!
str_npc10_intro|너!
str_npc11_intro|아! 이쪽 동네 사람이 아닌가 보지? 냄새가 나. 정 못하겠다면, 네 눈깔을 뽑아버려주지!
str_npc12_intro|오호! 여기 숨어서 뭐하는 거야?
str_npc13_intro|잠깐 정지! 족장의 텐트엔 무슨 일이지?
str_npc14_intro|이 바다에서는 오랫동안 보지 못한 걸음걸이를 갖고 있군요, 이방인.
str_npc15_intro|눈꺼풀 없는 눈을 찬양하라. 전사여!
str_npc16_intro|동쪽 땅의 천막 사이를 걷는 것은 내 눈에 낯설지 않은 광경이지. 무슨 일로 왔나? 용건만 빨리 말하게.
str_npc17_intro|이봐. 저기 숲이 마음에 드나?
str_npc1_intro_response_1|추적자 마스터께 인사드립니다. 북쪽의 순찰자들 상황은 어떻습니까?
str_npc2_intro_response_1|내 일이 곧 곤도르의 일이지, 그래서 누구라고?
str_npc3_intro_response_1|아 그래 안녕하신가, 뭐 잘못된 일이라도 있나?
str_npc4_intro_response_1|반갑습니다, 레이디. 실례가 되지 않는다면 그대의 이름을 알려주지 않겠습니까?
str_npc5_intro_response_1|요정 군주 만세! 만나서 정말 영광입니다.
str_npc6_intro_response_1|이게 숲 엘프들이 손님을 맞이하는 방식인가?
str_npc7_intro_response_1|{playername} 무엇이든 분부만 하세요. 두린의 후예께선 어떻게 지내십니까?
str_npc8_intro_response_1|반갑네. 나는 우리 부대에 합류할 지원자가 없는지 둘러보고 있었네.
str_npc9_intro_response_1|그딴 위협 집어치워, 우루크. 줘패버리기 전에.. 나는 밀고자가 아니야.
str_npc10_intro_response_1|당신은 누구지?
str_npc11_intro_response_1|당신은 누구지?
str_npc12_intro_response_1|당신은 누구지?
str_npc13_intro_response_1|당신은 누구지?
str_npc14_intro_response_1|당신은 누구지?
str_npc15_intro_response_1|눈꺼풀 없는 눈을 찬양하라. 무슨 일인가?
str_npc16_intro_response_1|당신은 누구지?
