stringsfile version 1
1350
str_no_string NO_STRING!
str_name_10 Ramin
str_name_11 Shulk
str_name_12 Putar
str_name_13 Tamus
str_name_14 Reichad
str_name_15 Walcheas
str_name_16 Rulkh
str_name_17 Marlund
str_name_18 Auguryn
str_name_19 Daynad
str_name_20 Joayah
str_name_21 Ramar
str_name_22 Caldaran
str_name_23 Brabas
str_name_24 Kundrin
str_name_25 Pechnak
str_surname_1 {s50}_of_Uxhal
str_surname_2 {s50}_of_Wercheg
str_surname_3 {s50}_of_Reyvadin
str_surname_4 {s50}_of_Suno
str_surname_5 {s50}_of_Jelkala
str_surname_6 {s50}_of_Veluca
str_surname_7 {s50}_of_Halmar
str_surname_8 {s50}_of_Curaw
str_surname_9 {s50}_of_Sargoth
str_surname_10 {s50}_of_Tihr
str_surname_11 {s50}_of_Zendar
str_surname_12 {s50}_of_Rivacheg
str_surname_13 {s50}_of_Wercheg
str_surname_14 {s50}_of_Ehlerdag
str_surname_15 {s50}_of_Yaragar
str_surname_16 {s50}_of_Burglen
str_surname_17 {s50}_of_Shapeshte
str_surname_18 {s50}_of_Hanun
str_surname_19 {s50}_of_Saren
str_surname_20 {s50}_of_Tosdhar
str_surname_21 {s50}_the_Long
str_surname_22 {s50}_the_Gaunt
str_surname_23 {s50}_Silkybeard
str_surname_24 {s50}_the_Sparrow
str_surname_25 {s50}_the_Pauper
str_surname_26 {s50}_the_Scarred
str_surname_27 {s50}_the_Fair
str_surname_28 {s50}_the_Grim
str_surname_29 {s50}_the_Red
str_surname_30 {s50}_the_Black
str_surname_31 {s50}_the_Tall
str_surname_32 {s50}_Star-Eyed
str_surname_33 {s50}_the_Fearless
str_surname_34 {s50}_the_Valorous
str_surname_35 {s50}_the_Cunning
str_surname_36 {s50}_the_Coward
str_surname_37 {s50}_Bright
str_surname_38 {s50}_the_Quick
str_surname_39 {s50}_the_Minstrel
str_surname_40 {s50}_the_Bold
str_surname_41 {s50}_Hot-Head
str_surnames_end surnames_end
str_number_of_troops_killed_reg1 Number_of_troops_killed:_{reg1}
str_number_of_troops_wounded_reg1 Number_of_troops_wounded:_{reg1}
str_number_of_own_troops_killed_reg1 Number_of_friendly_troops_killed:_{reg1}
str_number_of_own_troops_wounded_reg1 Number_of_friendly_troops_wounded:_{reg1}
str_retreat Retreat!
str_siege_continues Fighting_Continues...
str_casualty_display Your_casualties:_{s10}^Enemy_casualties:_{s11}{s12}
str_casualty_display_hp ^You_were_wounded_for_{reg1}_hit_points.
str_quest_log_updated Quest_log_has_been_updated...
str_banner_selection_text You_have_been_awarded_the_right_to_carry_a_banner._Your_banner_will_signify_your_status_and_bring_you_honour._Which_banner_do_you_want_to_choose?
str_retirement_text_1 Only_too_late_do_you_realise_that_your_money_won't_last._It_doesn't_take_you_long_to_fritter_away_what_little_you_bothered_to_save,_and_you_fare_poorly_in_several_desperate_attempts_to_start_adventuring_again._You_end_up_a_beggar_in_{s9},_living_on_alms_and_the_charity_of_the_church.
str_retirement_text_2 Only_too_late_do_you_realise_that_your_money_won't_last._It_doesn't_take_you_long_to_fritter_away_what_little_you_bothered_to_save._Once_every_denar_has_evaporated_in_your_hands_you_are_forced_to_start_a_life_of_crime_in_the_backstreets_of_{s9},_using_your_skills_to_eke_out_a_living_robbing_coppers_from_women_and_poor_townsmen.
str_retirement_text_3 Only_too_late_do_you_realise_that_your_money_won't_last._It_doesn't_take_you_long_to_fritter_away_what_little_you_bothered_to_save,_and_you_end_up_a_penniless_drifter,_going_from_tavern_to_tavern_blagging_drinks_from_indulgent_patrons_by_regaling_them_with_war_stories_that_no_one_ever_believes.
str_retirement_text_4 The_silver_you've_saved_doesn't_last_long,_but_you_manage_to_put_together_enough_to_buy_some_land_near_the_village_of_{s7}._There_you_become_a_free_farmer,_and_you_soon_begin_to_attract_potential_{wives/husbands}._In_time_the_villagers_come_to_treat_you_as_their_local_hero._You_always_receive_a_place_of_honour_at_feasts,_and_your_exploits_are_told_and_retold_in_the_pubs_and_taverns_so_that_the_children_may_keep_a_memory_of_you_for_ever_and_ever.
str_retirement_text_5 The_silver_you've_saved_doesn't_last_long,_but_it's_enough_to_buy_a_small_tavern_in_{s9}._Although_the_locals_are_wary_of_you_at_first,_they_soon_accept_you_into_their_midst._In_time_your_growing_tavern_becomes_a_popular_feasthall_and_meeting_place._People_come_for_miles_to_eat_or_stay_there_due_to_your_sheer_renown_and_the_epic_stories_you_tell_of_your_adventuring_days.
str_retirement_text_6 You've_saved_wisely_throughout_your_career,_and_now_your_silver_and_your_intelligence_allow_you_to_make_some_excellent_investments_to_cement_your_future._After_buying_several_shops_and_warehouses_in_{s9},_your_shrewdness_turns_you_into_one_of_the_most_prominent_merchants_in_town,_and_you_soon_become_a_wealthy_{man/woman}_known_as_much_for_your_trading_empire_as_your_exploits_in_battle.
str_retirement_text_7 As_a_landed_noble,_however_minor,_your_future_is_all_but_assured._You_settle_in_your_holdfast_at_{s7},_administrating_the_village_and_fields,_adjudicating_the_local_courts_and_fulfilling_your_obligations_to_your_liege_lord._Occasionally_your_liege_calls_you_to_muster_and_command_in_his_campaigns,_but_these_stints_are_brief,_and_you_never_truly_return_to_the_adventuring_of_your_younger_days._You_have_already_made_your_fortune._With_your_own_hall_and_holdings,_you've_few_wants_that_your_personal_wealth_and_the_income_of_your_lands_cannot_afford_you.
str_retirement_text_8 There_is_no_question_that_you've_done_very_well_for_yourself._Your_extensive_holdings_and_adventuring_wealth_are_enough_to_guarantee_you_a_rich_and_easy_life_for_the_rest_of_your_days._Retiring_to_your_noble_seat_in_{s8},_you_exchange_adventure_for_politics,_and_you_soon_establish_yourself_as_a_considerable_power_in_your_liege_lord's_kingdom._With_intrigue_to_busy_yourself_with,_your_own_forests_to_hunt,_a_hall_to_feast_in_and_a_hundred_fine_war_stories_to_tell,_you_have_little_trouble_making_the_best_of_the_years_that_follow.
str_retirement_text_9 As_a_reward_for_your_competent_and_loyal_service,_your_liege_lord_decrees_that_you_be_given_a_hereditary_title,_joining_the_major_nobility_of_the_realm._Soon_you_complete_your_investitute_as_baron_of_{s7},_and_you_become_one_of_your_liege's_close_advisors_and_adjutants._Your_renown_garners_you_much_subtle_pull_and_influence_as_well_as_overt_political_power._Now_you_spend_your_days_playing_the_games_of_power,_administering_your_great_fiefs,_and_recounting_the_old_times_of_adventure_and_glory.
str_retirement_text_10 Though_you_started_from_humble_beginnings,_your_liege_lord_holds_you_in_high_esteem,_and_a_ripple_of_shock_passes_through_the_realm_when_he_names_you_to_the_hereditary_title_of_{count/countess}_of_{s9}._Vast_fiefs_and_fortunes_are_now_yours_to_rule._You_quickly_become_your_liege's_most_trusted_advisor,_almost_his_equal_and_charged_with_much_of_the_running_of_his_realm,_and_you_sit_a_throne_in_your_own_splendourous_palace_as_one_of_the_most_powerful_figures_in_Calradia.
str_loot_village attack_innocent_villagers
str_steal_from_villagers steal_from_poor_villagers
str_rob_caravan rob_a_merchant_caravan
str_sell_slavery sell_people_into_slavery
str_men_hungry run_out_of_food
str_men_unpaid not_be_able_to_pay_the_men
str_excessive_casualties turn_every_battle_into_a_bloodbath_for_our_side
str_surrender surrender_to_the_enemy
str_flee_battle run_from_battle
str_pay_bandits pay_off_common_bandits
str_fail_quest fail_a_quest_which_we_undertook_on_word_of_honour
str_squander_money squander_money_given_to_us_in_trust
str_murder_merchant involve_ourselves_in_cold-blooded_murder
str_round_up_serfs round_up_serfs_on_behalf_of_some_noble
str_battle_fate_1 We_were_separated_in_the_heat_of_battle
str_battle_fate_2 I_was_wounded_and_left_for_dead
str_battle_fate_3 I_was_knocked_senseless_by_the_enemy
str_battle_fate_4 I_was_taken_and_held_for_ransom
str_battle_fate_5 I_got_captured,_but_later_managed_to_escape
str_npc_morale_report I'm_{s6}_your_choice_of_companions,_{s7}_your_style_of_leadership,_and_{s8}_the_general_state_of_affairs
str_happy happy_about
str_content content_with
str_concerned concerned_about
str_not_happy not_at_all_happy_about
str_miserable downright_appalled_at
str_morale_reg1 _Morale:_{reg1}
str_bar_enthusiastic ___________________Enthusiastic
str_bar_content ______________Content
str_bar_weary __________Weary
str_bar_disgruntled _____Disgruntled
str_bar_miserable __Miserable
str_here_plus_space here_
str_npc1_intro Ho_there,_traveller._You_wouldn't_by_chance_be_in_the_market_for_a_tracker,_would_you?
str_npc2_intro Hello._Would_you_be_so_kind_as_to_have_a_cup_with_me?_I'm_down_to_my_last_five_denars_and_I'd_rather_not_drink_alone.
str_npc3_intro Good_day_to_you!
str_npc4_intro Greetings._I_am_Rolf,_son_of_Rolf,_of_the_most_ancient_and_puissant_House_of_Rolf.
str_npc5_intro Greetings,_traveller._Would_you_join_me_for_a_drink?
str_npc6_intro I_am_lost..._Lost...
str_npc7_intro Yes?_Keep_your_distance,_by_the_way.
str_npc8_intro What_do_you_want?
str_npc9_intro You_there,_good_{man/woman},_be_so_kind_as_to_fetch_me_another_drink,_eh?
str_npc10_intro Greetings_there,_{Brother/Sister}!_Here's_to_the_doom_and_downfall_of_all_high-born_lords_and_ladies!
str_npc11_intro Hello_there,_{laddie/lassie}._Have_a_drink_on_me.
str_npc12_intro Greetings,_fellow_traveller._Perhaps_you_can_help_me.
str_npc13_intro Greetings,_traveller._I_am_Nizar._No_doubt_you_will_have_heard_of_me.
str_npc14_intro Yes?_What_is_it_you_wish?
str_npc15_intro Oh!_Say,_friend,_are_you_by_chance_heading_out_of_town_anytime_soon?
str_npc16_intro Hello_there._I_couldn't_help_noticing_that_you_came_into_town_at_the_head_of_a_company_of_soldiers._Are_you_by_any_chance_looking_for_new_hands?
str_npc1_intro_response_1 Perhaps._What's_the_urgency?
str_npc2_intro_response_1 Your_last_five_denars?_What_happened_to_you?
str_npc3_intro_response_1 Hello._What's_a_clearly_well-brought_up_young_lady_like_you_doing_in_a_place_like_this?
str_npc4_intro_response_1 Hmm..._I_have_never_heard_of_the_House_of_Rolf.
str_npc5_intro_response_1 Certainly._With_whom_do_I_have_the_pleasure_of_drinking?
str_npc6_intro_response_1 Why_so_gloomy,_friend?
str_npc7_intro_response_1 My_apologies._I_was_merely_going_to_say_that_you_look_a_bit_down_on_your_luck.
str_npc8_intro_response_1 Merely_to_pass_the_time_of_day,_ma'am,_if_you're_not_otherwise_engaged.
str_npc9_intro_response_1 You_must_have_me_confused_with_the_tavernkeep,_sir.
str_npc10_intro_response_1 Why_do_you_say_that,_sir?
str_npc11_intro_response_1 What's_the_occasion?
str_npc12_intro_response_1 How_is_that?
str_npc13_intro_response_1 Um..._I_don't_think_so.
str_npc14_intro_response_1 To_pass_the_time_of_day_with_a_fellow_traveller,_if_you_permit.
str_npc15_intro_response_1 I_am._What_concern_is_it_of_your,_may_I_ask?
str_npc16_intro_response_1 I_could_be._What's_your_story?
str_npc1_intro_response_2 Step_back,_sir,_and_keep_your_hand_away_from_my_purse.
str_npc2_intro_response_2 I_have_better_things_to_do.
str_npc3_intro_response_2 Run_along_now,_girl._I_have_work_to_do.
str_npc4_intro_response_2 Eh?_No_thanks,_we_don't_want_any.
str_npc5_intro_response_2 I_have_no_time_for_that.
str_npc6_intro_response_2 No_doubt._Well,_good_luck_getting_found.
str_npc7_intro_response_2 Right._I'll_not_bother_you,_then.
str_npc8_intro_response_2 Nothing_at_all,_from_one_so_clearly_disinclined_to_pleasantries._Good_day_to_you.
str_npc9_intro_response_2 Fetch_it_yourself!
str_npc10_intro_response_2 That's_rebel_talk,_and_I'll_hear_none_of_it._Good_day_to_you.
str_npc11_intro_response_2 I_think_not,_madame.
str_npc12_intro_response_2 Sorry,_I_am_afraid_that_I_am_otherwise_engaged_right_now.
str_npc13_intro_response_2 No,_and_I_can't_say_that_I_much_want_to_make_your_acquaintance.
str_npc14_intro_response_2 Nothing_at_all._My_apologies.
str_npc15_intro_response_2 I'd_be_obliged_if_you_minded_your_own_business,_sir.
str_npc16_intro_response_2 Mind_your_own_business,_lass.
str_npc1_backstory_a Well,_{sir/madame},_it's_a_long_story...
str_npc2_backstory_a It's_a_tragic_tale,_sir.
str_npc3_backstory_a A_good_question,_and_I_shall_tell_you!
str_npc4_backstory_a Really?_Well,_perhaps_your_ignorance_can_be_forgiven._Our_ancestral_lands_are_far_away,_over_the_mountains.
str_npc5_backstory_a I_am_Baheshtur,_son_of_Azabei,_grandson_of_Badzan._Were_you_not_a_barbarian,_you_would_likely_know_from_my_lineage_that_I_am_a_Roan_Horse_Khergit_of_the_highlands,_of_the_tribe_of_Shamir,_of_the_clan_of_Dulam,_of_the_family_of_Ubayn,_from_the_Pantash_valley,_and_you_might_be_able_to_guess_why_I_am_so_far_from_home.
str_npc6_backstory_a I_have_commited_the_greatest_of_sins,_{sir/madame},_and_it_is_to_my_shame_that_I_must_appoint_you_my_confessor,_if_you_should_like_to_hear_it.
str_npc7_backstory_a My_luck?_You_could_say_that.
str_npc8_backstory_a Ah._Well,_if_you_must_know,_I_shall_tell_you.
str_npc9_backstory_a My_most_humble_apologies._It_is_sometimes_hard_to_recognize_folk_amid_the_smoke_and_gloom_here._I_still_cannot_believe_that_I_must_make_my_home_in_such_a_place.
str_npc10_backstory_a It's_a_long_story,_but_if_you_get_yourself_a_drink,_I'll_be_glad_to_tell_it.
str_npc11_backstory_a Why,_I_managed_to_sell_my_wagon_and_pots,_{lad/lass}._For_once_I've_got_money_to_spend_and_I_intend_to_make_the_best_of_it.
str_npc12_backstory_a I_shall_tell_you_--_but_know_that_it_is_a_tale_of_gross_iniquity._I_warn_you_in_advance,_lest_you_are_of_a_choleric_temperament,_and_so_become_incensed_at_the_injustice_done_unto_me_that_you_do_yourself_a_mischief.
str_npc13_backstory_a You_have_not?_Then_perhaps_you_will_have_heard_of_my_steed,_who_cuts_across_the_Calradian_plains_like_a_beam_of_moonlight?_Or_of_my_sword,_a_connoisseur_of_the_blood_of_the_highest-born_princes_of_the_land?
str_npc14_backstory_a Very_well._I_do_not_mind._My_name_is_Lazalet.
str_npc15_backstory_a I'm_an_engineer,_specialized_in_the_art_of_fortification._If_you_need_a_wall_knocked_down,_I_can_do_that,_given_enough_time._If_you_need_a_wall_built_back_up,_I_can_do_that_too,_although_it_will_take_longer_and_cost_you_more._And_you_can't_cut_costs,_either,_unless_you_want_your_new_edifice_coming_down_underneath_you,_as_someone_around_here_has_just_found_out.
str_npc16_backstory_a Well,_{sir/madame},_as_long_as_I_can_remember_I've_had_a_weakness_for_pretty_things,_and_it's_gotten_me_into_trouble,_you_see.
str_npc1_backstory_b I_had_a_bit_of_a_misunderstanding_{s19}in_{s20}_about_a_horse_that_I_found_tied_up_outside_the_inn._It_was_the_spitting_image_of_a_beast_that_threw_me_a_few_days_back_and_ran_off._Naturally_I_untied_it_for_a_closer_look._As_it_turns_out,_the_horse_belonged_to_a_merchant,_a_pinch-faced_old_goat_who_wouldn't_accept_that_it_all_was_a_simple_misunderstanding,_and_went_off_to_get_the_guard.
str_npc2_backstory_b A_while_back,_I_left_Geroia_with_a_caravan_of_goods._I_was_hoping_to_sell_it_all_in_Sargoth_and_make_a_hefty_sum._But,_what_do_you_know..._we_were_ambushed_by_a_party_of_Khergit_raiders_who_rode_away_with_most_of_the_horses_and_goods._And_two_days_later,_my_own_caravan_guards_ran_away_with_the_rest_of_what_I_had.
str_npc3_backstory_b My_father,_a_well-known_merchant_{s19}in_{s20},_decided_that_I_should_be_married_to_one_of_his_business_partners,_a_man_well_past_the_age_of_30._I_have_been_an_obedient_daughter_all_of_my_life,_but_it_was_a_ridiculous_and_horrid_proposition._So_I_ran_away!
str_npc4_backstory_b Like_all_the_men_of_my_family,_I_have_come_to_a_foreign_land_to_make_a_name_for_myself_in_the_profession_of_arms_before_returning_home_to_take_over_custodianship_of_my_estates._Unfortunately,_the_authorities_in_these_lands_have_little_understanding_of_the_warrior_code,_and_have_chosen_to_call_me_a_bandit_and_brigand,_and_put_a_price_on_my_head_--_a_most_unfair_libel_to_throw_at_a_gentleman_adventurer,_you_will_surely_agree.
str_npc5_backstory_b For_as_long_as_any_one_can_remember,_our_people_have_feuded_with_the_tribe_of_Humyan,_many_of_whom_have_settled_in_the_next_valley_over._Many_men_have_died_in_this_feud,_on_both_sides,_including_two_of_my_brothers._The_Khan_himself_has_ordered_us_to_cease,_to_save_men_for_the_wars_in_Calradia._But_I_know_my_rights,_and_my_brothers'_blood_cries_out_for_vengeance._I_waylaid_and_killed_a_Humyan_on_a_track_over_the_mountains,_and_I_rode_out_of_our_village_the_same_night,_without_even_having_had_the_chance_to_bid_farewell_to_my_father._I_will_bide_my_time_in_Calradia,_for_a_year_or_two,_then_return_home_when_the_Khan's_men_have_forgotten._The_Humyan_will_not_forget,_of_course,_but_such_is_the_price_of_honour.
str_npc6_backstory_b I_was_a_captain_of_horse_in_the_service_of_the_lord_{s19}in_{s20},_and_my_brother_served_with_me._But_we_were_both_in_love_with_the_same_woman,_a_courtesan_--_a_temptress,_who_played_upon_our_jealousies!_My_brother_and_I_quarreled._I_had_drunk_too_much._He_slapped_me_with_his_glove,_and_I_spit_him_upon_my_sword..._My_own_brother!_My_sword-arm_was_stained_with_the_blood_of_my_kin!
str_npc7_backstory_b It_was_my_bad_luck_to_be_born_to_a_weak_father_who_married_me_off_to_a_drunken_layabout,_who_beat_me._It_was_my_bad_luck,_when_I_ran_away_from_my_husband,_to_be_taken_by_a_group_of_bandits._It_was_my_bad_luck_that_the_only_one_among_them_who_was_kind_to_me,_who_taught_me_to_hunt_and_to_fight,_inspired_the_jealousy_of_the_others,_who_knifed_him_and_forced_me_to_run_away_again.
