qstr_Received_{reg0}_dama|{reg0} Schaden erlitten.
qstr_Thanks_to_our_volunt|Dank unseren freiwilligen Übersetzern gibt es Übersetzungen ins traditionelle und vereinfachte Chinesisch.
qstr_Wai_no_plate_armour_|Wai no plate armour in mod???
qstr_What_is_plate_armour|Was ist ein Plattenpanzer? Noch nie davon gehört.
qstr_Wai_no_female_trolls|Wai no female trolls? Eh? Eh? You ma biatch!
qstr_WHEN_U_REALSE_MOD?!!|WHEN U REALSE MOD?!!?
qstr_But_we_did_release._|But we did release. You're in it. And why are you shouting?
qstr_YES!_ALSO_SOMETIMES_|YES! ALSO SOMETIMES IS!
qstr_Wai_u_no_work_wiht_o|Wai u no work wiht otehr mods to make a super LOTR mod?
qstr_Every_mod_team_works|Every mod team works according to their standards, you can't make mods cooperate if their vision is different.
qstr_Because_we_don_t_hav|Because we don't have a sense of humour and most of them are just too funny for us.
qstr_In_movies_trolls_are|In movies trolls are big and fat, wai u make me skinny?
qstr_We_interpreted_Tolki|We interpreted Tolkien like this.
qstr_But_we_did_make_you_|But we did make you as stupid as in the movies. That's gotta count for something.
qstr_What_is_news?_Got_an|What is news? Got any screenshots?
qstr_Well_just_look_aroun|Well just look around you, what do you need screenshots for?
qstr_Say_cheese!|Say cheese!
qstr_Why_did_you_make_mod|Why did you make mod installation so complex?
qstr_Well_if_you_are_here|Well, if you are here and talking to me, you must've RTFM successfully after all
qstr_You_just_got_windyfl|You just got windyflorated!
qstr_Merry|Merry
qstr_Pippin|Pippin
qstr_the_Citadel|zur Zitadelle
qstr_Minas_Tirith|Minas Tirith
qstr_Steward_Denethor|Truchsess Denethor
qstr_the_Golden_Hall|der Goldenen Halle
qstr_Edoras|Edoras
qstr_King_Theoden|König Theoden
qstr_Merry_asked_you_to_d|Merry bat dich, eine Nachricht an seinen Vetter Pippin in Minas Tirith zu überbringen.
qstr_Pippin_asked_you_to_|Pippin bat dich, eine Nachricht an seinen Vetter Merry in Minas Tirith zu überbringen.
qstr_Tell_him_I_ve_grown_|Sagt ihm, ich bin um einen ganzen Zoll gewachsen!
qstr_Tell_Pip_he_smokes_t|Sagt Pip, dass er zu viel raucht!
qstr_Tell_him_I_can_ride_|Sagt ihm, dass ich nun auf einem richtigen Pferd reiten kann!
qstr_Ask_him_if_he_has_an|Fragt ihn, ob er etwas Pfeifenkraut übrig hat!
qstr_Tell_him_I_ll_be_the|Sagt ihm, dass ich der größere sein werde, wenn wir uns wiedersehen!
qstr_Ask_if_he_s_seen_Gan|Fragt ihn, ob er Gandalf gesehen hat!
qstr_You_gained_250_exper|250 Erfahrungspunkte erhalten.
qstr_Hrooom..._Hmmm...Who|Hrooom... Hmmm...Wer bist du?
qstr_Hrooom..._Hmmm...Oh_|Hrooom... Hmmm... Oh, Du bist es wieder, {playername}.
qstr_Treebeard_wants_you_|Baumbart bat Euch, die Orks, welche die Bäume in Fangorn abholzen, zu finden und zu besiegen.
qstr_Something_wrong_not_e|Nicht genügend Soldaten für Spähtrupp
qstr_my_home_town|meine Heimatstadt
qstr_I_am_in_perfect_heal|Ich bin bei bester Gesundheit.
qstr_I_am_suffering_from_|Ich habe {s1}.
qstr_I_am_suffering_from_{|Ich habe {s1} und {s2}.
qstr_I_am_suffering_from_{s|Ich habe {s1}, {s2} und {s3}.
qstr_I_am_suffering_from_{s1|Ich habe {s1}, {s2}, {s3} und {s4}.
qstr_I_don_t_have_any_ser|Ich habe keine ernsthaften Verletzungen, danke.
qstr_Good_day_to_you.|Guten Tag Euch!
qstr_Ah_it_s_you_again._G|Ah, Ihr seid es wieder. Lebt wohl.
qstr_My_apologies_if_I_wa|Verzeiht, wenn ich unhöflich war. Was war noch einmal Eure Geschichte?
qstr_I_was_reconsidering_|Ich habe über unsere letzte Unterhaltung nachgedacht. Was war nochmal deine Geschichte?
qstr_Zigrphel_gained_{reg|Zigûrphel erhält {reg78} Erfahrung.
qstr_Greetings_{s23}_{s24|Grüße, {s23}, {s24}.
qstr_Greetings_{s23}.|Grüße, {s23}.
qstr_So_you_are_{s23}._I_|Ihr seid also {s23}. Ich habe gehört, Ihr kämpft für unsere Freunde aus {s25}, also sollte ich Euch als Verbündeten betrachten.
qstr_I_need_volunteers_wi|Ich suche Freiwillige, dich mich auf gefährliche Missionen begleiten.
qstr_I_need_some_soldiers|Ich brauche einige Soldaten, die meine Toten ersetzen.
qstr_Maybe_the_weaklings_|Die Schwächlinge aus dem Süden müssen ihre weichhäutigen Trolle vielleicht mit Rüstungen schützen, doch nicht wir - unsere Trolle sind aus Gundabad!
qstr_Do_I_look_like_a_smi|Sehe ich aus wie ein Schmied? Pah! Geh und sprich mit einem, wenn du Rüstungen brauchst.
qstr_Excellent_job_{s23}!|Hervorragende Arbeit, {23}! Ich wünschte all unsere Anführer wären so hingebungsvoll wie du.^
qstr_Nicely_done_{s23}.|Gut gemacht, {s23}.
qstr_Good_work_{s23}.|Gute Arbeit, {s23}.
qstr_The_more_you_capture|Je mehr du gefangen nimmst, desto besser, {s23}.
qstr_Caught_a_few_straggl|Hast du einige Nachzügler gefangen, {s23}?
qstr_I_am_sorry_no_one_el|Es tut mir leid, niemand sonst ist bereit zu gehen.^Sie werden {s22} dienen, indem sie hier die Stellung halten.
qstr_Tough_luck_but_we_do|Pech gehabt, aber wir haben keine. Komm später zurück.
qstr_There_are_brave_sold|Es gibt tapfere Soldaten, die bereit sind, ihr Leben zu riskieren, aber in diesen dunklen Zeiten kann ich es mir nicht leisten, auf sie hier bei der Verteidigung zu verzichten.^^^[nicht genügend Ressourcenpunkte]
qstr_We_have_some_spare_t|Wir haben einige Truppen übrig, aber wir können es uns nicht leisten, sie an jemanden wie dich zu verlieren.^^^[nicht genügend Ressourcenpunkte]
qstr_There_are_brave_soldi|Es gibt hier tapfere Soldaten, die sich zum Felddienst freiwillig melden.^^Ich denke, ich kann einige mit Euch gehen lassen.
qstr_There_are_spare_troo|Ich habe einige Truppen über, die ich gerne zur Ader lassen will.^^Ich kann dir ein paar davon überlassen.
qstr_Strenghten_defences_|Verstärkung für {s21}? Die ist natürlich willkommen. Bedenkt, dass wir hier aber nur unsere eigenen Leute gebrauchen können.
qstr_Strenghten_defences_i|Verstärkung für {s21}? Naja, solange es keine Krüppel sind, warum nicht. Aber lasst nur unsere eigenen Leute hier. Wir können hier keine Außenstehenden gebrauchen.
qstr_Please_return_them_i|Bitte bringt sie in einem Stück zurück. Ich selbst kenne den Wert eines jeden von ihnen. Und wir brauchen hier jeden Mann.
qstr_Don_t_let_them_all_d|Lass sie nicht alle in einer Schlacht verrecken. Außer die Feiglinge, pack die in die vordersten Reihen. Du kennst den Drill.
qstr_Thank_you_commander.|Danke, Hauptmann.
qstr_^{s22}_is_grateful_t|^{s22} ist dir dankbar, {s23}, {s29}^
qstr_{s31}{reg28?Those:Th|{s31}{reg28?Diese tapferen:Dieser tapfere} {reg28?Soldaten werden:Soldat wird} uns bei der Verteidigung von {s21} sicher helfen.{s32}^^[{reg14} Ressourcenpunte von {s14} verdient]
qstr_{s31}{reg28?Those:Tha|{s31}{reg28?Diese nützlichen:Dieser nützliche} {reg28?Truppen werden:Soldat wird} uns sicher dabei helfen, {s21} zu halten.{s32}^^[{reg14} Ressourcenpunkte von {s14} verdient]
qstr_{s4}_^Oh_and_take_ba|{s4} ^Oh, aber nicht die, die gehören nicht zu uns.
qstr_You_have_reinforced_|Du hast die Besatzung von {s8} mit {reg55} Truppen verstärkt.
qstr_I_don_t_need_them_an|Ich brauche sie eh nicht, also spar dir das.
qstr_It_is_my_duty_to_pro|Es ist meine Pflicht, unser Volk zu verteidigen.
qstr_It_is_my_duty_to_prot|Es ist meine Pflicht, unsere Verbündeten zu beschützen.
qstr_I_am_{s4}_{s15}_of_{|Ich bin {s4}, {s15} von {s6}
qstr_I_am_{s4}_a_commande|Ich bin {s4}, ein Befehlshaber von {s6}
qstr_{s9}{reg5?_and_the_r|{s9}{reg5? und Herr von {s8}.:.
qstr__{s3}_gained_{reg78}| {s3} erhält {reg78} Erfahrung.
qstr_{playername}_our_sco|{playername}, unsere Späher haben von Eurem Erfolg berichtet. Möget Ihr nach diesem Tag noch ein langes, gesegnetes Leben haben! Da Ihr die Heerscharen von {s7} mit Eurem Sieg zurückgeworfen habt, wurde der Vormarsch des Feindes ins Stocken gebracht. Es besteht Grund zur Hoffnung, dass nun Zwist unter ihren Kriegern und Hauptleuten besteht. Ebenso steht zu vermuten, dass sie Euren Namen nun zurecht mit Furcht aussprechen! Und schließlich habt Ihr uns mindestens einen kurzen Augenblick der Ruhe verschafft.
qstr_Well_{playername}_yo|Nun, {playername}, du bist zurück und bringst uns gute Neuigkeiten, wie es scheint. Ich sehe nun, dass du kein Angeber und Aufschneider bist - ah, wenn ich nur mit eigenen Augen gesehen hätte, wie {s7} vor dir versagt! Unsere Feinde sind nun ohne Zweifel eingeschüchtert, vielleicht beben sie vor Angst. Schlag der Schlange den Kopf ab und der Kampf ist vorbei, so heißt es doch? Nun, ich werde nun meine Armee ausrücken lassen, um den endgültigen Sieg zu erringen. Dein Beitrag wird an die Oberen gemeldet, {playername}, keine Sorge.
qstr_Alas_that_I_could_no|Ich bedaure, dass ich {s7} von {s8} nicht eigenhändig niedergeschlagen habe. Sollten wir uns erneut auf dem Feld messen, so werde ich diesen Fehler nicht erneut begehen.
qstr__I_should_rather_mak|Ich werde über meinen Sieg über {s7} von {s8} lieber selbst Bericht erstatten - der größte Ruhm gebührt mir und niemandem anders!
qstr_Very_well_done_{play|Sehr gut gemacht, {playername}! Ihr habt sowohl den Spion als auch dessen Kontaktmann gefangen genommen, genau wie ich es mir erhofft habe. Die beiden sind nun sicher eingesperrt und warten auf ihre Befragung. Sie werden einiges zu erklären haben! Nun gut, ich bin sehr zufrieden mit Eurem Erfolg, {playername}, und überlasse Euch deshalb diese Summe als Zeichen meiner Wertschätzung.
qstr_Beautiful_work_{play|Wunderbar, {playername}! Du hast, genau wie befohlen, sowohl den Spitzel als auch seinen Kontakt erwischt. Die beiden sind nun sicher im Verlies und warten auf ihr Verhör. Mein Folterer wird heute sehr beschäftigt sein! Ich bin sehr zufrieden mit deinem Erfolg, {playername}, nimm dies als Zeichen meiner Wertschätzung.
qstr_Foiling_the_enemy_s_|Indem du die feindlichen Angriffe auf die Flüchtlingszüge abgewehrt hast, hast du den Feind entmutigt ({s1} verliert {reg19} aufgrund deines Sieges gegen {reg18} Plünderertrupps).
qstr_The_slaughter_and_lo|Das Niederschlachten und Ausplündern der Flüchtlingszüge hat den feindlichen Kampfesmut gestärkt ({s1} gewinnt 50 Fraktionsstärke).
qstr_You_did_however_defe|Du konntest jedoch {reg18} Angriffe abwehren, wodurch der feindliche Kampfesmut sinkt ({s1} verliert {reg19} Fraktionsstärke).
qstr_The_slaughter_and_loo|Das Niederschlachten und Ausplündern der Flüchtlingszüge hat den feindlichen Kampfesmut gestärkt ({s1} gewinnt {reg20} Fraktionsstärke).
qstr_Killing_the_refugees|Das Niederschlachten der Flüchtlinge aus {s1} und das Versklaven der Überlebenden hat den Feind entmutigt ({s1} verliert {reg19} Fraktionsstärke).
qstr_{reg20}_refugee_trai|{reg20} Flüchtlingszüge konnten entkommen, was den Mut der Feinde steigen lässt ({s1} gewinnt {reg22} Fraktionsstärke).
qstr_You_did_however_defea|Du konntest jedoch {reg18} Angriffe abwehren, wodurch der feindliche Kampfesmut sinkt ({s1} verliert {reg19} Fraktionsstärke).
qstr_My_lord_{s12}_is_saf|Mein Herr, {s12} ist sicher. Die Korsaren wurden zurückgeschlagen.
qstr_My_lord_Esgaroth_is_|Mein Herr, Esgaroth ist sicher. Die Ostlinge wurden zurückgeschlagen.
qstr_The_surroundings_of_|Die Umgebung von {s12} brennt. Wir haben gebrandschatzt und geplündert!
qstr_The_surroundings_of_E|Die Umgebung von Esgaroth brennt. Wir haben gebrandschatzt und geplündert!
qstr_This_is_welcome_news|Dies sind erfreuliche Neuigkeiten,  {playername}. Wir waren auf solch einen kühnen Vorstoß der Korsaren nur schlecht vorbereitet. Aber dank Euch konnten die schwarzen Segel vertrieben werden, wenigstens für den Augenblick. Und wir können hoffen, dass wir ihnen heute einen schweren Schlag versetzt haben. Habt Dank!
qstr__Good_work_{playerna|Gute Arbeit, {playername}! Diese Ostlinge zeigen größere Schläue als wir gedacht hätte, dies sei ihnen zugerechnet. Aber sie kämpfen nur halb so gut auf den schwankenden Planken eines Bootes wie auf den Rücken ihrer Pferde, wie es aussieht. Vielleicht sollten wir also selbst einen Vorstoß über den See wagen... Nichtsdestotrotz, {playername}, ich danke Euch im Namen von Esgaroth und des Volks von Thal.
qstr_Even_from_here_we_co|Selbst von hier aus konnten wir die Feuer sehen und die Verzweiflung unserer Feinde im Wind riechen! Sehr gut gemacht, {playername}. Auf dass nun Furcht die Herzen jedes Mannes, jeder Frau, jedes Kindes in Gondor ergreife, da sie erkennen, dass sie selbst in ihren stärksten Festungen nicht vor uns sicher sind!
qstr_Even_from_here_we_cou|Selbst von hier aus konnten wir die Feuer sehen und die Verzweiflung unserer Feinde im Wind riechen! Sehr gut gemacht, {playername}. Auf dass nun Furcht die Herzen jedes Mannes, jeder Frau, jedes Kindes in Thal ergreife, da sie erkennen, dass sie selbst in ihren stärksten Festungen nicht vor uns sicher sind!
qstr_My_lord_they_fell_up|Mein Herr, ihre Zahl war zu groß. Wir konnten die Korsaren nicht zurückschlagen.
qstr_My_lord_they_fell_upo|Mein Herr, ihre Zahl war zu groß. Wir konnten die Ostlinge nicht zurückschlagen.
qstr_The_raid_on_{s12}_fa|Der Angriff auf {s12} ist fehlgeschlagen, aufgrund der Unfähigkeit unserer Verbündeten!
qstr_This_raid_was_ill_fa|ieses Unternehmen war von Beginn an zum Scheitern verurteilt. Wir hätten diese schlüpfrigen Flöße niemals betreten sollen!
qstr_This_is_evil_news_yo|Ihr bringt schlimme Neuigkeiten. Die schwarzen Segel werden immer kühner und niemand in Belfalas ist mehr vor ihnen sicher. Ich kann Euch nicht die alleinige Schuld an Eurem Scheitern geben, {playername}, aber uns wurde wahrlich ein harter Schlag versetzt. Geht nun. Die Hoffnung Gondors schwindet und wir müssen kämpfen, um das, was noch übrig ist, am Leben zu halten.
qstr_This_is_evil_news_you|Ihr bringt schlimme Neuigkeiten. Die schwarzen Segel werden immer kühner und niemand in Belfalas ist mehr vor ihnen sicher. Ich kann Euch nicht die alleinige Schuld an Eurem Scheitern geben, {playername}, aber uns wurde wahrlich ein harter Schlag versetzt. Geht nun. Die Hoffnung für Thal schwindet und wir müssen kämpfen, um das, was noch übrig ist, am Leben zu halten.
qstr_Pah!_It_seems_you_we|Pah! Es sieht so aus, als wärst du eine Landratte, {playername}. Jetzt sitzen sie in ihren hohen Türmen, die Herren von Gondor, eitel und fett wie Könige, und lachen über die schwarzen Segel. Vielleicht wären deine Truppen an den Rudern einer Kriegsgaleere besser aufgehoben. Eine Schande, dass sie unter deinem Befehl stehen, nicht unter meinem. Das Auge wird nicht zufrieden sein, oh nein. Geh nun!
qstr_Have_you_nothing_bet|Hast du nichts anderes anzubieten als die Ausreden eines Schwächlings, {playername}? Vielleicht bist du doch nicht so stark, wie wir dachten. Diene uns in Zukunft besser, {playername}, denn die Schwachen werden keine Gnade erfahren
qstr_{playername}_we_have|{playername}, die Macht Isengarts ist beinahe gebrochen. Saruman hat sein letztes Aufgebot entsandt, um sich und seinen Turm zu schützen. Reitet mit mir!
qstr_Are_you_ready_to_mee|Seid Ihr bereit, um Isengarts letztem Aufgebot zu begegnen?
qstr_I_am_ready_to_ride_w|Ich bin bereit, mich Euch gegen Isengart zu reiten!
qstr_I_am_ready_to_ride_wi|Ich bin bereit, mich Euch gegen Isengart zu reiten! Lasst es uns jetzt zu Ende bringen!
qstr_I_am_not_ready_to_ri|Ich bin noch nicht bereit. Ich brauche noch etwas Zeit, um mich vorzubereiten.
qstr_You_do_not_have_enou|Ihr habt nicht genügend Truppen, um in dieser Schlacht von Nutzen zu sein. Hebt noch mindestens 30 Männer aus und sucht mich danach rasch wieder auf!
qstr_Stay_close_we_will_t|Bleibt in der Nähe. Wir werden uns nahe der Stellung des Feindes versammeln. SObald wir genügend Truppen haben, greifen wir an.
qstr_You_have_taken_too_l|Ihr braucht zu lange... Wir werden nun ausreiten, mit oder ohne Euch. Wir werden uns nahe der Stellung des Feindes sammeln und in 3 Tagen angreifen.
qstr_Make_haste_{playerna|Eilt Euch, {playername}. Wir dürfen ihnen nicht genügend Zeit geben, sich zu erholen.
qstr_Your_mission_is_comp|Deine Mission ist erfüllt, {s9} will, dass du bis auf Weiteres seiner Armee folgst.
qstr_{s13}_asked_you_to_g|{s13} bat dich, {reg3} Einheiten {s4} aufzutreiben und ihm zu überbringen.
qstr_Moreover_should_you_|Außerdem werde ich Euch in meinem Kriegsrat willkommen heißen, sobald Ihr {s24} werdet. Dort könnt Ihr über unsere Feldzüge entscheiden. Im Moment, als {s25}, folgt uns einfach und bleibt in der Nähe. Wir werden bald ausziehen.
qstr_For_the_moment_just_|Für Erste, folgt uns einfach und bleibt in der Nähe. Wir werden bald abrücken. 
qstr_{s9}_asked_you_to_sc|{s9} bat dich, {s13}, {s14} und {s15} auszuspähen und ihm dann Bericht zu erstatten.
qstr_You_have_been_most_h|Ihr wart eine große Hilfe, {playername}. Habt meinen Dank!
qstr_You_are_a_good_serva|Du bist ein nützlicher Diener, {playername}. Mach so weiter.
qstr_Superb_work_{playern|Hervorragende Arbeit, {playername}. Ich bewundere Eure Einstellung.
qstr_Your_efficiency_is_p|Eure Tüchtigkeit stellt mich zufrieden, {playername}. Macht so weiter und Ihr werdet es weit bringen.
qstr_It_was_an_honour_to_|Es war mir eine Ehre, Euch zu dienen.
qstr_Your_wish_is_my_comm|Euer Wunsch ist mir Befehl.
qstr_Sauron_in_Mordor_the|Sauron in Mordor, die Korsaren von Umbar, die Variags von Khand und die Stämme der Haradrim
qstr_Saruman_in_Isengard_|Saruman in Isengart und die wilden Menschen aus Dunland
qstr_Orcs_of_Moria_and_Do|die Orks von Gundabad und Dol Guldur
qstr_Orcs_of_Gundabad_and|die Orks von Gundabad und die Stämme von Rhûn
qstr_Men_of_Gondor|die Menschen von Gondor
qstr_Riders_of_Rohan|Reiter aus Rohan
qstr_Elves_of_Imladris_an|die Elben von Imladris und Lothlorien
qstr_Men_of_Dale_Dwarves_|die Menschen von Thal, die Zwerge vom Einsamen Berg, das Volk der Beorninger und Waldmenschen und die Elben vom Düsterwald
qstr_Ah_{playername}_it_i|Ah, {playername}, gut, dass Ihr gekommen seid. Krieg steht uns vor der Tür und wir benötigen sowohl Krieger wie auch Hauptmänner, die bereit sind, ihre Eide zu erfüllen.^^Wir befinden uns im Krieg mit {s11}, jedoch müssen wir zunächst unsere Kräfte sammeln und die Feinde schwächen, ehe wir es wagen können, gegen ihre Stützpunkte und Festungen vorzugehen. Jeder Sieg über unsere Feinde bringt uns dem Sieg näher und stärkt unsere Entschlossenheit. Also vertraue ich darauf, dass Ihr unsere Feinde bei jeder Gelegenheit bekämpft, sei es ein einfacher Spähertrupp oder ein Kriegshaufen. Stürzt Euch jedoch nicht alleine in die Schlacht, sondern kämpft an der Seite unserer trapferen Hauptmänner und auch unserer Verbündeten.
qstr_About_time_you_showe|Es wurde Zeit, dass du dich zeigst, {playername}. Wir sind nun im Krieg und ich dulde keinen Ungehorsam. Wir kämpfen gegen {s11}, jedoch müssen wir unsere Kräfte sammeln und den Feind im Feld niederringen, ehe wir es wagen können, ihre Festungen und Städte anzugreifen. Jeder Sieg über unsere Feinde wird sie näher an ihre vollständige Vernichtung heranführen und zudem unsere Stellung im Krieg verbessern. Also vertraue ich darauf, dass du den Feind bei jeder sich bietenden Gelegenheit bekämpfst, sei es ein einfacher Spähtrupp oder eine große Heerschar. Unterstütze außerdem unsere Hauptmänner und unsere Verbündeten, wann immer du sie kämpfen siehst. Unterlasse dies und ich werde es erfahren.
qstr_we_are_fighting_agai|wir kämpfen gegen {s13}
qstr_we_are_not_fighting_|wir kämpfen im Moment gegen niemanden
qstr__{s14}_gained_{reg78| {s14} erhält {reg78} Erfahrung.
qstr_Oh?_Let_me_see_that.|Oh? Lasst mich sehen... Gut, gut! Es war gut von Euch, mir das zu bringen, {playername}. Nehmt mein Siegel als Beweis, dass ich es erhalten habe, und übermittelt meine Grüße an {s9}, wenn Ihr ihn wiederseht.
qstr_Give_me_that!_Hrmph!|Gib her! Hrmpf! Gut, dass du mir das überbracht hast, {playername}, du bist ein nützlicher Diener. Bitte {s9} von mir, deine Dienste öfter in Anspruch zu nehmen.
qstr_What?_Let_me_see_tha|Was? Lasst es mich sehen... Hmmm. Es war gut von Euch, mir das zu überbringen, {playername}. Geht nun.
qstr_Give_me_that!_Hrmph!_|Gib mir das! Hrmpf! Du bist deinen Gebietern ein nützlicher Diener, {playername}, aber ihr alle werdet in nicht zu ferner Zeit sowieso tot sein. Aber jetzt noch nicht, also verzieh dich.
qstr_My_king|Mein König
qstr_Lord|Herr
qstr_my_king|mein König
qstr_lord|Herr
qstr_our|unser
qstr_your|euer
qstr_Moria_and_Gundabad|Moria und Gundabad
qstr_Moria|Moria
qstr_Gundabad|Gundabad
qstr_You_swear_an_oath_of|Du hast einen Racheeid gegen {s3} geschworen. Du musst in den kommenden Tagen möglichst viele Orks von Moria und Gundabad eigenhändig töten. Du bist dir bewusst, dass deine Gefährten Zeugen dieses Schwurs waren, und du möchtest nicht als Eidbrecher bekannt werden. Eine Orgie des Blutvergießens muss nun beginnen!
qstr_The_search_for_the_L|Die Suche nach den verlorenen Speeren hat dich nach Dorwinion geführt, jene Gegend, in der früher das nördliche Reich König Bladorthins lag. TO BE CONTINUED
qstr__You_need_to_be_{s24|Du musst {s24} oder besser sein.
qstr_You_are_not_worthy_o|Als {s25} bist du meiner Künste nicht wert. Beweise dich erstmal! {s2}
qstr_I_am_sorry._I_cannot|Es tut mir leid, aber ich kann Euch als {s25} nicht versorgen. Es gibt Dringenderes zu tun. {s2}
qstr_Yes_I_am_and_I_can_h|Ja, das stimmt. Und ich kann dich für eine angemessene Gegenleistung behandeln.
qstr_You_heard_right_and_|Das ist richtig. Und ja, ich kann Euch helfen.
qstr__Costs_1000_Resource|(Kostet 1000 Ressourcenpunkte, 5 Einfluss
qstr_I_can_see_that._I_ll|Das sehe ich. Meine Leute werden aufpassen, während ich mich um dich kümmere. Es wird eine Weile dauern. {s2}
qstr_Yes_I_see_that._I_ca|Ja, das sehe ich. Ich kann mich um Euch kümmern, aber es wird mich von wichtigeren Aufgaben abhalten. {s2}
qstr__Costs_1500_Resource|(Kostet 1500 Ressourcenpunkte, 10 Einfluss
qstr_I_ll_have_my_persona|Meine Leute werden sich um dich kümmern. Sie sind die besten, die du finden kannst. Sag Bescheid, wenn du sie brauchst. (s2)
qstr_I_ll_have_my_personal|Ich werde meine besten Heiler für Eure Leute abstellen. Sie sind die besten ihres Fachs. Sagt Bescheid, wenn Ihr ihre Dienste benötigt. {s2}
qstr_I_ll_have_them_here_|Ich werde sofort nach ihnen schicken.
qstr_Let_us_begin._My_hea|Meine Heiler werden sich um Euch und Eure Männer kümmern.
qstr_Alright!_This_is_goi|Legen wir los. Das wird jetzt weh tun. Und zwar nicht nur ein bisschen.
qstr_Let_us_begin._It_may|Beginnen wir. Dies wird eine Weile brauchen. Entspannt Euch und überlasst den Rest mir.
qstr_Impressive..._You_di|Erstaunlich...du hast nicht so laut geschriehen wie ich gedacht hätte. Nun zurück auf deinen Posten!
qstr_Rest_the_wounds_have|Ruht! Eure Wunden wurden versorgt.
qstr_Your_party_must_be_a|Du benötigst mindestens 30 Soldaten in deiner Truppe um diesen Auftrag zu starten.
qstr_You_were_tasked_to_h|Du hast die Aufgabe erhalten, die Räuber zu jagen, die im Norden ihr Unwesen treiben. Du kannst sie entweder in ihrem Schlupfwinkel nahe dem Düsterwald angreifen oder sie nahe Beorns Haus abfangen.
qstr_Mordor_gains_Faction|Mordor wird stärker, weil es eine unbekannte Waffe erhalten hat.
qstr_Beornings_gain_Facti|Die Beorninger werden stärker, als sich die Neuigkeiten deiner Siege verbreiten.
qstr_Beornings_lose_Facti|Die Beorninger werden unter der Last der Angriffe schwächer.
qstr__{s14}_gains_faction|{s14} wird stärker, als sich Neuigkeiten über den Ring der Macht verbreiten.
qstr_You_must_return_and_|Kehre nun zurück und berichte, dass du die Anführer der Ringjäger besiegt und ihnen einen magischen Ring abgenommen hast.
qstr_You_must_return_and_r|Kehre nun zurück und erstatte Bericht, dass dudie Ringjäger zwar besiegt hast, aber ihre Anführer möglicherweise fanden, was sie suchten.
qstr_Do_you_need_reinforc|Braucht Ihr Verstärkung?
qstr_You_don_t_look_too_s|Ihr seht nicht allzu kräftig aus, braucht ihr mehr Truppen?
qstr_^{s14}_is_grateful_t|^{s14} ist dir dankbar, {playername}, {s29}^
qstr_{s31}{reg28?Those:That|{s31}{reg28?Diese:Dieser} {reg28?tapferen Soldaten werden:tapfere Soldat wird} uns sicher helfen, unsere Lande zu verteidigen.{s32}^^[{reg14} Ressourcenpunkte von {s14} verdient]
qstr_{s31}{reg28?Those:That}|{s31}{reg28?Diese:Dieser} nützliche {reg28?Truppe:Soldat} wird uns helfen, mehr Verwüstung anzurichten.{s32}^^[{reg14} Ressourcenpunkte von {s14} verdient]
qstr_{s4}_^Oh_and_take_bac|{s4}^Oh, und nehmt diese Soldaten zurück, die nicht zu unserer Sippe gehören. Ich habe keinen Gebrauch für sie.
qstr_It_is_my_duty_to_hel|Es ist meine Pflicht, unseren Leuten zu helfen.
qstr_It_is_my_duty_to_help|Es ist meine Pflicht, unseren Verbündeten zu helfen.
qstr_{s31}__Consumable._C|{s31} (Konsumierbar. Kann erneut erstanden werden)
qstr_{s31}__Can_be_reboug|{s31} (Kann erneut erstanden werden)
qstr_I_wish_to_raze_an_en|Ich will eine feindliche Siedlung niederbrennen.
qstr_I_wish_to_lead_our_m|Ich will einen Angriff auf eine feindliche Festung anführen.
qstr_More_snaga_who_will_|Mehr Snagas, um sie gegen die Mauern des Feindes zu werfen? Hör gut zu und ich werde es dich vielleicht versuchen lassen.
qstr_Indeed?_Few_men_are_|Tatsächlich? Nur wenige sind so beflissen, auf den Mauern der Feinde zu sterben. Es gibt viel zu bereden bevor ich dir die Erlaubnis dazu erteilen kann.
qstr_Indeed?_That_is_no_s|Tatsächlich? Dies ist ein schwieriges Vorhaben und wir müssen vieles bereden, bevor ich Euch die Erlaubnis dazu erteilen kann.
qstr_First_sieges_are_onl|Zunächst, Belagerungen sind nur etwas für die Stärksten und Besten! Zuerst müssen wir uns um Folgendes kümmern:
qstr_Here_is_all_that_nee|Es gibt viel zu tun:
qstr_Firstly_we_must_thin|Zunächst müssen wir bedenken, welche Vorbereitungen vonnöten sind:
qstr_You_need_sharp_weapo|Du brauchst schwarfe Waffen, frisches Fleisch für deine Truppen und die Warge, Holz, um die Feuer zu schüren, und Zugtiere für die Belagerungswaffen. Du musst außerdem für Disziplin bei deinem Gesindel sorgen, oder sie werden sich gegenseitig umbringen, bevor sie den feindlichen Mauern überhaupt erreichen. Ich bin außerdem an anderen Fronten eingebunden und kann dich nicht unterstützen. Du musst dich selbst um alles kümmern, was deine Maden am Leben hält.^[benötigt {reg3} Ressourcenpunkte und {reg15} Einfluss]
qstr_Steel_must_be_kept_s|Stahl muss geschliffen, Männer und Pferde versorgt, Feuer geschürt, Wasser gesammelt, Wunden müssen geheilt werden: Du und deine Leute sind für uns nicht nützlich, wenn du deinen Feldzug nicht selbst versorgen kannst. Wir kämpfen bereits an zu vielen Fronten, als dass wir dich noch unterstützen könnten. Du wirst dich um alles selbst kümmern müssen, was deine Armee für die Belagerung braucht.^[benötigt {reg3} Ressourcenpunkte und {reg15} Einfluss]
