
str_yes|Ja
str_town_prosperity_50|Die Stadt {s60} scheint unbeachtlich.
str_town_prosperity_60|Die Stadt {s60} scheint zu blühen.
str_town_prosperity_70|Die reiche Stadt {s60} wimmelt vor Leben.
str_town_prosperity_80|Die Stadt {s60} scheint reich und wohlgepflegt.
str_town_prosperity_90|Die Stadt {s60} ist opulent und voller wohlhabender Menschen.
str_town_prosperity_100|Die glitzernde Stadt {s60} zeigt ihren großen Reichtum offen dar.
str_village_prosperity_0|Die Armut des Dorfes {s60} ist unerträglich.
str_village_prosperity_10|Das Dorf {s60} sieht elend und vernachlässigt aus.
str_village_prosperity_20|Das Dorf {s60} sieht sehr arm und desolat aus.
str_village_prosperity_30|Das Dorf {s60} sieht arm und vernachlässigt aus.
str_village_prosperity_40|Das Dorf {s60} scheint in Geldschwierigkeiten zu stecken.
str_village_prosperity_50|Das Dorf {s60} scheint unbeachtlich.
str_village_prosperity_60|Das Dorf {s60} scheint zu blühen.
str_village_prosperity_70|Das Dorf {s60} scheint zu gedeihen.
str_village_prosperity_80|Das Dorf {s60} scheint reich und wohlgepflegt.
str_village_prosperity_90|Das Dorf {s60} scheint sehr reich und florierend.
str_village_prosperity_100|Das Dorf {s60}, umgeben von riesigen, fruchtbaren Feldern, sieht sagenhaft reich aus.
str_war_report_minus_4|wir sind kurz davor, den Krieg zu verlieren
str_war_report_minus_3|die Situation sieht schlecht aus
str_war_report_minus_2|die Sache läuft nicht allzu gut für uns
str_war_report_minus_1|wir können den Krieg noch gewinnen, wenn wir uns zusammenscharen
str_war_report_0|wir sind genau so stark wie der Feind
str_war_report_plus_1|wir haben eine faire Chance, den Krieg zu gewinnen
str_war_report_plus_2|die Sache sieht recht gut aus
str_war_report_plus_3|wir sollten keine Probleme haben, sie zu besiegen
str_war_report_plus_4|wir stehen kurz davor, den Krieg zu gewinnen
str_persuasion_summary_very_bad|Du versuchst dein Bestes {s50} zu überzeugen, aber keines deiner Argumente scheint zu fußen. Immer, wenn du das Richtige sagen willst, sagst du genau das Falsche, was dich dann noch mehr verwirrt. Zum Schluss deiner Rede hast du keinen einzigen Punkt zu deinen Gunsten vorbringen können, und du erkennst, dass du dich noch tiefer in den Schlamassel geritten hast. {s50} sieht nicht beeindruckt aus, was auch nicht überrascht.
str_persuasion_summary_bad|Du versuchst {s50} zu überzeugen, aber {reg51?sie:er} manövriert dich von Anfang an aus. Selbst deine besten Argumente klingen hohl in deinen Ohren. {s50} hat ebenfalls keine sehr hohe Meinung von deinen Ausführungen.
str_persuasion_summary_average|{s50} stellt sich als geschickter Redner mit scharfem Verstand heraus, und du scheinst nichts Konkretes hervorbringen zu können, dass {reg51?sie:er} nicht mit einem rationalen Argument kontern könnte. Am Schluss gewinnt keiner von euch in dieser Diskussion an Boden.
str_persuasion_summary_good|Durch rasches Denken und geschickte Argumentation schaffst du es, deine Sache gut darzulegen und {s50} zum Einlenken bei verschiedenen Punkten zu zwingen. Trotzdem hegt {reg51?sie:er} noch Zweifel über dein Ansinnen.
str_persuasion_summary_very_good|Du hältst eine leidenschaftliche Rede, die in den Ohren aller wie reinste Poesie klingt. Die Welt selbst scheint zu verstummen, um dich besser hören zu können. Die inspirierenden Worte haben {s50} tief bewegt, und {reg51?sie:er} hat viel größeres Interesse daran, dir zu helfen.
str_name_1|Adanedhel
str_name_2|Ondoher
str_name_3|Aerandir
str_name_4|Agarwaen
str_name_5|Ailinel
str_name_6|Aldarion
str_name_7|Almarian
str_name_8|Amandil
str_name_9|Amlaith
str_name_10|Anardil
str_name_11|Anborn
str_name_12|Andróg
str_name_13|Angbor
str_name_14|Arador
str_name_15|Araglas
str_name_16|Arahael
str_name_17|Arantar
str_name_18|Arassuil
str_name_19|Alcarin
str_name_20|Belegund
str_name_21|Bereg
str_name_22|Bergil
str_name_23|Borthand
str_name_24|Ceorl
str_name_25|Ciryon
str_name_26|Damrod
str_name_27|Derufin
str_name_28|Dorlas
str_name_29|Duilin
str_name_30|Duinhir
str_name_31|Egalmoth
str_name_32|Emeldir
str_name_33|Eradan
str_name_34|Erellont
str_name_35|Erendis
str_name_36|Falathar
str_name_37|Fengel
str_name_38|Forweg
str_name_39|Frumgar
str_name_40|Fuinur
str_name_41|Galdor
str_name_42|Gethron
str_name_43|Gorlim
str_name_44|Grithnir
str_name_45|Gundor
str_name_46|Hador
str_name_47|Haldar
str_name_48|Hallacar
str_name_49|Hathol
str_name_50|Herion
str_name_51|Hild
str_name_52|Hunthor
str_name_53|Imlach
str_name_54|Ioreth
str_name_55|Ivorwen
str_name_56|Labadal
str_name_57|Larnach
str_name_58|Magor
str_name_59|Mairen
str_name_60|Malach
str_name_61|Malantur
str_name_62|Malvegil
str_name_63|Mardil
str_name_64|Meneldur
str_name_65|Minalcar
str_name_66|Minohtar
str_name_67|Ondoher
str_name_68|Orleg
str_name_69|Orodreth
str_name_70|Ostoher
str_name_71|Pelendur
str_name_72|Ragnor
str_name_73|Sador
str_name_74|Súrion
str_name_75|Thorongil
str_name_76|Turambar
str_name_77|Ulfast
str_name_78|Ulwarth
str_name_79|Valacar
str_name_80|Wulf
str_name_elf_1|Merlkir
str_name_elf_2|Romanoir
str_name_elf_3|Aegnor
str_name_elf_4|Amdír
str_name_elf_5|Amras
str_name_elf_6|Annael
str_name_elf_7|Aredhel
str_name_elf_8|Arminas
str_name_elf_9|Caranthir
str_name_elf_10|Curufin
str_name_elf_11|Daeron
str_name_elf_12|Eluchíl
str_name_elf_13|Edrahil
str_name_elf_14|Eluréd
str_name_elf_15|Erestor
str_name_elf_16|Faelivrin
str_name_elf_17|Finrod
str_name_elf_18|Felagund
str_name_elf_19|Galathil
str_name_elf_20|Galdor
str_name_elf_21|Gelmir
str_name_elf_22|Gildor
str_name_elf_23|Guilin
str_name_elf_24|Ithilbor
str_name_elf_25|Lindir
str_name_elf_26|Lómion
str_name_elf_27|Maedhros
str_name_elf_28|Maeglin
str_name_elf_29|Malgalad
str_name_elf_30|Nellas
str_name_elf_31|Nerdanel
str_name_elf_32|Nerwen
str_name_elf_33|Nimloth
str_name_elf_34|Orodreth
str_name_elf_35|Oropher
str_name_elf_36|Orophin
str_name_elf_37|Saeros
str_name_dwarf_1|Assistnik
str_name_dwarf_2|Vader
str_name_dwarf_3|Azaghâl
str_name_dwarf_4|Bifur
str_name_dwarf_5|Bofur
str_name_dwarf_6|Bombur
str_name_dwarf_7|Borin
str_name_dwarf_8|Dori
str_name_dwarf_9|Dwalin
str_name_dwarf_10|Farin
str_name_dwarf_11|Frár
str_name_dwarf_12|Frerin
str_name_dwarf_13|Frór
str_name_dwarf_14|Gamil
str_name_dwarf_15|Gróin
str_name_dwarf_16|Grór
str_name_dwarf_17|Ibun
str_name_dwarf_18|Khîm
str_name_dwarf_19|Lóni
str_name_dwarf_20|Mîm
str_name_dwarf_21|Nár
str_name_dwarf_22|Narvi
str_name_dwarf_23|Nori
str_name_dwarf_24|Óin
str_name_dwarf_25|Ori
str_name_dwarf_26|Telchar
str_name_dwarf_27|Marco
str_name_dwarf_28|Octo
str_name_orc_1|Triglav
str_name_orc_2|Adgulg
str_name_orc_3|Aghed
str_name_orc_4|Aguk
str_name_orc_5|Alog
str_name_orc_6|Azhug
str_name_orc_7|Bagdud
str_name_orc_8|Bargulg
str_name_orc_9|Bog
str_name_orc_10|Borug
str_name_orc_11|Bulgan
str_name_orc_12|Bumhug
str_name_orc_13|Carguk
str_name_orc_14|Dalthu
str_name_orc_15|Derthag
str_name_orc_16|Dregu
str_name_orc_17|Dugarod
str_name_orc_18|Ertguth
str_name_orc_19|Fandagh
str_name_orc_20|Farghed
str_name_orc_21|Fozhug
str_name_orc_22|Furbog
str_name_orc_23|Gholug
str_name_orc_24|Gnalurg
str_name_orc_25|Grug
str_name_orc_26|Haguk
str_name_orc_27|Hoknuk
str_name_orc_28|Igmut
str_name_orc_29|Jolagh
str_name_orc_30|Jukha
str_name_orc_31|Karguk
str_name_orc_32|Klog
str_name_orc_33|Krothu
str_name_orc_34|Kulgha
str_name_orc_35|Margulg
str_name_orc_36|Mazhug
str_name_orc_37|Naghat
str_name_orc_38|Nugbu
str_name_orc_39|Nurbag
str_name_orc_40|Oggha
str_name_orc_41|Olodagh
str_name_orc_42|Omogulg
str_name_orc_43|Opoguk
str_name_orc_44|Orgoth
str_name_orc_45|Perthag
str_name_orc_46|Pofhug
str_name_orc_47|Prutha
str_name_orc_48|Raguk
str_name_orc_49|Romarod
str_name_orc_50|Rugbu
str_name_orc_51|Sargulg
str_name_orc_52|Slog
str_name_orc_53|Suhgan
str_name_orc_54|Surgha
str_name_orc_55|Torug
str_name_orc_56|Turbag
str_name_orc_57|Urghat
str_name_orc_58|Varguk
str_name_orc_59|Zlog
str_name_orc_60|Zunuguk
str_surname_1|{s50} von Tarnost
str_surname_2|{s50} von Lossarnach
str_surname_3|{s50} von Erech
str_surname_4|{s50} von Edhellond
str_surname_5|{s50} von Pelargir
str_surname_6|{s50} von Linhir
str_surname_7|{s50} von Ethring
str_surname_8|{s50} von Aldburg
str_surname_9|{s50} von Isengart
str_surname_10|{s50} aus der Westfold
str_surname_11|{s50} vom Erebor
str_surname_12|{s50} aus der Ostfold
str_surname_13|{s50} vom Morannon
str_surname_14|{s50} von Cirith Ungol
str_surname_15|{s50} von Osgiliath
str_surname_16|{s50} von Moria
str_surname_17|{s50} von Thal
str_surname_18|{s50} von Esgaroth
str_surname_19|{s50} von Dol Guldur
str_surname_20|{s50} von Gundabad
str_surname_21|{s50} der Lange
str_surname_22|{s50} der Dünne
str_surname_23|{s50} der Nazgul
str_surname_24|{s50} der Sperling
str_surname_25|{s50} der Verfluchte
str_surname_26|{s50} der Narbige
str_surname_27|{s50} der Schöne
str_surname_28|{s50} der Grauenvolle
str_surname_29|{s50} der Rote
str_surname_30|{s50} der Schwarze
str_surname_31|{s50} der Lange
str_surname_32|{s50} Sternauge
str_surname_33|{s50} der Furchtlose
str_surname_34|{s50} Baumbeißer
str_surname_35|{s50} der Schlaue
str_surname_36|{s50} der Feigling
str_surname_37|{s50} der Kluge
str_surname_38|{s50} der Flinke
str_surname_39|{s50} der Barde
str_surname_40|{s50} der Kühne
str_surname_41|{s50} der Heißsporn
str_number_of_troops_killed_reg1|Anzahl getöteter Truppen: {reg1}
str_number_of_troops_wounded_reg1|Anzahl verwundeter Truppen: {reg1}
str_number_of_own_troops_killed_reg1|Anzahl getöteter verbündeter Truppen: {reg1}
str_number_of_own_troops_wounded_reg1|Anzahl verwundeter verbündeter Truppen: {reg1}
str_retreat|Rückzug!
str_siege_continues|Die Kämpfe dauern an...
str_casualty_display|Deine Verluste: {s10}^Gegnerische Verluste: {s11}{s12}
str_casualty_display_hp|^Du wurdest für {reg1} Trefferpunkte verwundet.
str_quest_log_updated|Neuer Eintrag im Aufgabenbuch...
str_banner_selection_text|Dir wurde das Recht verliehen, ein Banner zu tragen. Dein Banner wird deinen Status darstellen und dir Ehre bringen. Welches Banner wählst du?
str_loot_village|unschuldige Dorfbewohner angreifen
str_steal_from_villagers|arme Dorfbewohner bestehlen
str_rob_caravan|Kaufmannskarawane ausrauben
str_sell_slavery|Menschen in die Sklaverei verkaufen
str_men_hungry|keine Nahrungsmittel mehr haben
str_men_unpaid|die Männer nicht bezahlen können
str_excessive_casualties|jedes Gefecht in ein Blutbad für unsere Seite verwandeln
str_surrender|vor dem Feind kapitulieren
str_flee_battle|aus der Schlacht fliehen
str_pay_bandits|gewöhnliche Banditen auszahlen
str_fail_quest|bei einer Aufgabe fehlschlagen, die wir auf Ehrenwort annahmen
str_squander_money|uns anvertrautes Geld verschleudern
str_murder_merchant|uns in kaltblütige Morde verstricken
str_round_up_serfs|Leibeigene für einen Adeligen zusammentreiben
str_battle_fate_1|Wir wurden in der Hitze des Gefechts getrennt
str_battle_fate_2|Ich wurde verwundet und als tot liegen gelassen
str_battle_fate_3|Ich wurde vom Feind bewusstlos geschlagen
str_battle_fate_4|Man nahm mich zwecks Lösegeld gefangen
str_battle_fate_5|Ich wurde gefasst, konnte später aber fliehen
str_npc_morale_report|Ich bin {s6} deiner Gefährtenwahl, {s7} deinem Führungsstil, und {s8} dem allgemeinen Stand der Dinge
str_happy|glücklich mit
str_content|zufrieden mit
str_concerned|besorgt über
str_not_happy|überhaupt nicht glücklich mit
str_miserable|geradezu angewindert von
str_morale_reg1|Moral: {reg1}
str_bar_enthusiastic|Enthusiastisch
str_bar_content|Zufrieden
str_bar_weary|Überdrüssig
str_bar_disgruntled|Verdrossen
str_bar_miserable|Unglücklich
str_here_plus_space|hier
str_npc1_intro|Heil, Krieger, und willkommen in Henneth Annûn.
str_npc2_intro|Heil, Besucher! Darf ich mich nach Eurem Begehr erkundigen?
str_npc3_intro|Ho! Etwas weniger Krach bitte, Reisender.
str_npc4_intro|Willkommen in Meduseld, Krieger!
str_npc5_intro|Heil {playername}, Mae govannen!
str_npc6_intro|Lasst mich allein, Fremder. Ich will nicht mit Euch reden.
str_npc7_intro|Kíli, Sohn von Dwalin, zu Euren Diensten!
str_npc8_intro|Willkommen in Thal, Reisender! Wie kann ich Euch helfen?
str_npc9_intro|Ssscchh! Wenn du auch nur in Richtung der Wachen winkst, schneide ich dir den Magen raus und verfüttere ihn an die Warge!
str_npc10_intro|Du!
str_npc11_intro|Arr! Du bist nicht von hier, was? Ich kann's riechn, und wenn du vor den Bossen was dagegen sagst, drück' ich dir die Augn raus!
str_npc12_intro|Oho! Was treibst du da, lauerst hier rum?
str_npc13_intro|Halt! Was führt dich zum Zelt des Häuptlings?
str_npc14_intro|Du gehst wie ein Mann, dessen Beine noch nie auf einem Deck standen, Fremder.
str_npc15_intro|Lobe das Auge, oh Krieger!
str_npc16_intro|Es kommt nicht oft vor, dass einer, der meinen Augen fremd erscheint, zwischen den Zelten der östlichen Lande geht. Was führt dich her? Sprich jetzt und sei rasch.
str_npc17_intro|Na. Magst wohl den Wald da?
str_npc1_intro_response_1|Heil, Meister des Waldes. Wie ergeht es den Waldläufern des Südens?
str_npc2_intro_response_1|Mein Begehr ist Gondors Begehr. Und wer seid Ihr?
str_npc3_intro_response_1|Und Euch auch einen guten Tag! Stimmt etwas nicht?
str_npc4_intro_response_1|Gruß, meine Herrin. Mit wem habe ich die Ehre zu sprechen?
str_npc5_intro_response_1|Heil, Elbenherr! Es ist eine große Ehre, Euch zu treffen.
str_npc6_intro_response_1|Begrüßen so die Waldelben ihre Gäste?
str_npc7_intro_response_1|{playername}, zu Euren Diensten. Wie ergeht es Durins Volk?
str_npc8_intro_response_1|Seid gegrüßt. Ich fragte mich, ob es hier Freiwillige gibt, die mich auf meinen Reisen begleiten würden.
str_npc9_intro_response_1|Spar dir die Drohungen, Uruk, bevor es zu Schlimmerem kommt - ich bin kein Spitzel.
str_npc10_intro_response_1|Wer bist du?
str_npc11_intro_response_1|Wer bist du?
str_npc12_intro_response_1|Wer bist du?
str_npc13_intro_response_1|Wer bist du?
str_npc14_intro_response_1|Wer bist du?
str_npc15_intro_response_1|Lobe das Auge, Snaga. Was hast du zu sagen?
str_npc16_intro_response_1|Wer bist du?
str_npc17_intro_response_1|Der Düsterwald ist ein großartiger Wald! Wer bist du? Weißt du viel über diese Wälder?
str_npc1_intro_response_2|Schon gut. Ich fürchte, Höhlen sind kein guter Ort für Gespräche.
str_npc2_intro_response_2|Schon gut. Ich habe keine Zeit, um mit Wachen zu reden.
str_npc3_intro_response_2|Schon gut. Ich werde woanders 'Krach' machen.
str_npc4_intro_response_2|Verzeiht, ich habe Dringendes zu erledigen.
str_npc5_intro_response_2|Verzeiht, ich spreche besser mit jemandem anderen.
str_npc6_intro_response_2|Das beruht auf Gegenseitigkeit. Lebt wohl.
str_npc7_intro_response_2|Schon gut. Ich brauche etwas frische Luft.
str_npc8_intro_response_2|Schon gut, wir sehen uns nur um.
str_npc9_intro_response_2|Dann mache ich mich besser auf den Weg, sonst wird mir der Schwertarm jucken.
str_npc10_intro_response_2|[Ignorieren und weitergehen]
str_npc11_intro_response_2|Kümmer dich um deinen Kram, Made!
str_npc12_intro_response_2|Kümmer dich um deinen Kram, Made!
str_npc13_intro_response_2|Kümmer dich um deinen eigenen Kram!
str_npc14_intro_response_2|Kümmer dich um deinen eigenen Kram!
str_npc15_intro_response_2|Hmmf. Behalte deine kleinen Klauen bei dir, Snaga.
str_npc16_intro_response_2|Kümmer dich um deinen Kram!
str_npc17_intro_response_2|Ja, die Wälder sind sehr lieblich. Aber ich muss weiter.
str_npc1_backstory_a|Ihr kommt in schwierigen Zeiten, Freund. Ithilien ist von feindlichen Spähern und Stoßtrupps überflutet und einige haben große Orkheere auf dem Marsch gesehen. Wir versuchen, die widerwärtigen Kreaturen daran zu hindern, den Fluss zu überqueren, und ich habe einen Trupp erfahrener Waldläufer zu manchem Erfolg geführt. Mein Hauptmann Faramir ist kühn und ich verzweifle nicht an dem Schatten, der über uns hängt.
str_npc2_backstory_a|Ah, wie höflich, dass Ihr Euch erkundigt. Ich wurde vor Kurzem abkommandiert, die Vorhallen des Truchsess zu bewachen. Ein stolzer Dienst, wenn ich das so sagen darf, aber nicht sehr ereignisreich.
str_npc3_backstory_a|Nun, mein alter Helm hier wird jede Minute schmaler und der Boden wirkt so wackelig, als würde ich über trügerisches Moor reiten. Ah, wenn ich doch nur gestern Nacht nicht das ganze Bier ausgetrunken hätte - normalerweise vertrage ich ganz schön was, aber das muss irgendein ganz schlimmes Orkgebräu gewesen sein.
str_npc4_backstory_a|Mein Name ist Gálmynë und ich mache mir zur Aufgabe, den Euren zu kennen, {playername}. Lasst mich das erklären.
str_npc5_backstory_a|Ihr habt vielleicht Erzählungen von meinen Taten in Schlachten gehört, die lang vergangen und unter sterblichen Menschen vergessen sind. Nun, in der Fülle der Zeit, ist dieser Krieg erneut eine Bedrohung für die Eldar, aber es wird unser letzter Krieg sein.
