
str_yes|Sí.
str_name_48|Hallacar
str_name_49|Hathol
str_name_50|Herion
str_name_51|Hild
str_name_52|Hunthor
str_name_53|Imlach
str_name_54|Ioreth
str_name_55|Ivorwen
str_name_56|Labadal
str_name_57|Larnach
str_name_58|Magor
str_name_59|Mairen
str_name_60|Malach
str_name_61|Malantur
str_name_62|Malvegil
str_name_63|Mardil
str_name_64|Meneldur
str_name_65|Minalcar
str_name_66|Minohtar
str_name_67|Ondoher
str_name_68|Orleg
str_name_69|Orodreth
str_name_70|Ostoher
str_name_71|Pelendur
str_name_72|Ragnor
str_name_73|Sador
str_name_74|Súrion
str_name_75|Thorongil
str_name_76|Turambar
str_name_77|Ulfast
str_name_78|Ulwarth
str_name_79|Valacar
str_name_80|Wulf
str_name_elf_1|Merlkir
str_name_elf_2|Romanoir
str_name_elf_3|Aegnor
str_name_elf_4|Amdír
str_name_elf_5|Amras
str_name_elf_6|Annael
str_name_elf_7|Aredhel
str_name_elf_8|Arminas
str_name_elf_9|Caranthir
str_name_elf_10|Curufin
str_name_elf_11|Daeron
str_name_elf_12|Eluchíl
str_name_elf_13|Edrahil
str_name_elf_14|Eluréd
str_name_elf_15|Erestor
str_name_elf_16|Faelivrin
str_name_elf_17|Finrod
str_name_elf_18|Felagund
str_name_elf_19|Galathil
str_name_elf_20|Galdor
str_name_elf_21|Gelmir
str_name_elf_22|Gildor
str_name_elf_23|Guilin
str_name_elf_24|Ithilbor
str_name_elf_25|Lindir
str_name_elf_26|Lómion
str_name_elf_27|Maedhros
str_name_elf_28|Maeglin
str_name_elf_29|Malgalad
str_name_elf_30|Nellas
str_name_elf_31|Nerdanel
str_name_elf_32|Nerwen
str_name_elf_33|Nimloth
str_name_elf_34|Orodreth
str_name_elf_35|Oropher
str_name_elf_36|Orophin
str_name_elf_37|Saeros
str_name_dwarf_1|Assistnik
str_name_dwarf_2|Vader
str_name_dwarf_3|Azaghâl
str_name_dwarf_4|Bifur
str_name_dwarf_5|Bofur
str_name_dwarf_6|Bombur
str_name_dwarf_7|Borin
str_name_dwarf_8|Dori
str_name_dwarf_9|Dwalin
str_name_dwarf_10|Farin
str_name_dwarf_11|Frár
str_name_dwarf_12|Frerin
str_name_dwarf_13|Frór
str_name_dwarf_14|Gamil
str_name_dwarf_15|Gróin
str_name_dwarf_16|Grór
str_name_dwarf_17|Ibun
str_name_dwarf_18|Khîm
str_name_dwarf_19|Lóni
str_name_dwarf_20|Mîm
str_name_dwarf_21|Nár
str_name_dwarf_22|Narvi
str_name_dwarf_23|Nori
str_name_dwarf_24|Óin
str_name_dwarf_25|Ori
str_name_dwarf_26|Telchar
str_name_dwarf_27|Marco
str_name_dwarf_28|Octo
str_name_orc_1|Triglav
str_name_orc_2|Adgulg
str_name_orc_3|Aghed
str_name_orc_4|Aguk
str_name_orc_5|Alog
str_name_orc_6|Azhug
str_name_orc_7|Bagdud
str_name_orc_8|Bargulg
str_name_orc_9|Bog
str_name_orc_10|Borug
str_name_orc_11|Bulgan
str_name_orc_12|Bumhug
str_name_orc_13|Carguk
str_name_orc_14|Dalthu
str_name_orc_15|Derthag
str_name_orc_16|Dregu
str_name_orc_17|Dugarod
str_name_orc_18|Ertguth
str_name_orc_19|Fandagh
str_name_orc_20|Farghed
str_name_orc_21|Fozhug
str_name_orc_22|Furbog
str_name_orc_23|Gholug
str_name_orc_24|Gnalurg
str_name_orc_25|Grug
str_name_orc_26|Haguk
str_name_orc_27|Hoknuk
str_name_orc_28|Igmut
str_name_orc_29|Jolagh
str_name_orc_30|Jukha
str_name_orc_31|Karguk
str_name_orc_32|Klog
str_name_orc_33|Krothu
str_name_orc_34|Kulgha
str_name_orc_35|Margulg
str_name_orc_36|Mazhug
str_name_orc_37|Naghat
str_name_orc_38|Nugbu
str_name_orc_39|Nurbag
str_name_orc_40|Oggha
str_name_orc_41|Olodagh
str_name_orc_42|Omogulg
str_name_orc_43|Opoguk
str_name_orc_44|Orgoth
str_name_orc_45|Perthag
str_name_orc_46|Pofhug
str_name_orc_47|Prutha
str_name_orc_48|Raguk
str_name_orc_49|Romarod
str_name_orc_50|Rugbu
str_name_orc_51|Sargulg
str_name_orc_52|Slog
str_name_orc_53|Suhgan
str_name_orc_54|Surgha
str_name_orc_55|Torug
str_name_orc_56|Turbag
str_name_orc_57|Urghat
str_name_orc_58|Varguk
str_name_orc_59|Zlog
str_name_orc_60|Zunuguk
str_surname_1|{s50} de Tarnost
str_surname_2|{s50} de Lossarnach
str_surname_3|{s50} de Erech
str_surname_4|{s50} de Edhellond
str_surname_5|{s50} de Pelargir
str_surname_6|{s50} de Linhir
str_surname_7|{s50} de Ethring
str_surname_8|{s50} de Aldburg
str_surname_9|{s50} de Isengard
str_surname_10|{s50} del Folde Oeste
str_surname_11|{s50} de Erebor
str_surname_12|{s50} del Folde Este
str_surname_13|{s50} de Morannon
str_surname_14|{s50} de Cirith Ungol
str_surname_15|{s50} de Osgiliath
str_surname_16|{s50} de Moria
str_surname_17|{s50} de Valle
str_surname_18|{s50} de Esgaroth
str_surname_19|{s50} de Dol Guldur
str_surname_20|{s50} de Gundabad
str_surname_21|{s50} el Largo
str_surname_22|{s50} el Flaco
str_surname_23|{s50} el Nazgûl
str_surname_24|{s50} el Gorrión
str_surname_25|{s50} el Maldito
str_surname_26|{s50} el Desfigurado
str_surname_27|{s50} el Hermoso
str_surname_28|{s50} el Triste
str_surname_29|{s50} el Rojo
str_surname_30|{s50} el Negro
str_surname_31|{s50} el Alto
str_surname_32|{s50} el de Ojo de Estrella
str_surname_33|{s50} el Intrépido
str_surname_34|{s50} el Mordedor de Árboles
str_surname_35|{s50} el Astuto
str_surname_36|{s50} el Cobarde
str_surname_37|{s50} el Brillante
str_surname_38|{s50} el Rápido
str_surname_39|{s50} el Trovador
str_surname_40|{s50} el Atrevido
str_surname_41|{s50} el Impetuoso
str_number_of_troops_killed_reg1|Número de tropas eliminadas: {reg1}
str_number_of_troops_wounded_reg1|Número de tropas heridas: {reg1}
str_number_of_own_troops_killed_reg1|Número de tropas aliadas eliminadas: {reg1}
str_number_of_own_troops_wounded_reg1|Número de tropas aliadas heridas: {reg1}
str_retreat|¡Retirada!
str_siege_continues|La lucha continúa...
str_casualty_display|Tus bajas: {s10}^Bajas enemigas: {s11}{s12}
str_casualty_display_hp|^Te han herido con {reg1} puntos de daño.
str_quest_log_updated|El diario de misiones ha sido actualizado...
str_banner_selection_text|Te ha sido otorgado el derecho de llevar un estandarte. Tu estandarte reflejará tu estatus y te traerá honor. ¿Qué estandarte deseas elegir?
str_loot_village|atacar a aldeanos inocentes
str_steal_from_villagers|robar a los aldeanos pobres
str_rob_caravan|atracar una caravana mercante
str_sell_slavery|vender a gente como esclavos
str_men_hungry|quedarse sin comida
str_men_unpaid|no poder pagar a los soldados
str_excessive_casualties|sacrificar demasiados soldados
str_surrender|rendirse al enemigo
str_flee_battle|huir de la batalla
str_pay_bandits|pagar a los bandidos
str_fail_quest|fracasar en una misión que juramos cumplir
str_squander_money|despilfarrar el dinero que nos ha sido confiado
str_murder_merchant|involucrarnos en un asesinato a sangre fría
str_round_up_serfs|apalear a siervos en nombre de un noble
str_battle_fate_1|Nos separamos en el fragor de la batalla
str_battle_fate_2|Me hirieron y pensaron que había muerto
str_battle_fate_3|El enemigo me dejó sin sentido
str_battle_fate_4|Me apresaron para cobrar mi rescate
str_battle_fate_5|Me capturaron, pero conseguí escapar
str_npc_morale_report|Estoy {s6} tu elección de compañeros, {s7} tu estilo de liderazgo, y {s8} el estado general de las cosas.
str_happy|a gusto con
str_content|conforme con
str_concerned|en desacuerdo con
str_not_happy|a disgusto con
str_miserable|hasta la coronilla con
str_morale_reg1| Moral: {reg1}
str_bar_enthusiastic|Entusiasta
str_bar_content|Conforme
str_bar_weary|Disconforme
str_bar_disgruntled|Infeliz
str_bar_miserable|Miserable
str_here_plus_space|aquí
str_npc1_intro|Salve, {guerrero/guerrera}, te damos la bienvenida a Henneth Annûn.
str_npc2_intro|¡Salve! ¿Puedo preguntarte que asuntos te traen por aquí?
str_npc3_intro|¡Eh, {viajero/viajera}! Nada de armar barullo, por favor.
str_npc4_intro|¡{Bienvenido/Bienvenida} a Meduseld, {guerrero/guerrera}!
str_npc5_intro|Salve, {playername} ¡Mae govannen!
str_npc6_intro|Déjame en paz, {forastero/forastera}. No deseo hablar contigo.
str_npc7_intro|¡Kíli, hijo de Dwalin, a tu servicio!
str_npc8_intro|{Bienvenido/Bienvenida} a Valle, {viajero/viajera}. ¿Cómo puedo ayudarte?
str_npc9_intro|¡Ssh! ¡Si se te ocurre siquiera hacer un gesto a los guardias te cortaré la molleja y se la daré de comer a los huargos! 
str_npc10_intro|¡Tú!          
str_npc11_intro|¡Arrg! No eres de por aquí, ¿eh? Puedo olerlo y si lo niegas delante de los patrones, ¡te sacaré los ojos!
str_npc12_intro|¡Eh! ¿Qué haces merodeando por aquí?
str_npc13_intro|¡Alto! ¿Qué te trae a la tienda del Caudillo?
str_npc14_intro|Tienes los andares de alguien cuyas piernas han visto pocos días en el mar, {forastero/forastera}.
str_npc15_intro|¡Alabado sea el Ojo, oh {guerrero/guerrera}!
str_npc16_intro|Es raro ver a alguien extraño a mis ojos caminando entre las tiendas de las tierras del Este. ¿Qué te trae por aquí? Habla ahora, y sé {rápido/rápida}.
str_npc17_intro|Hola. ¿Te gustan estos bosques?
str_npc1_intro_response_1|Salve, maestro rastreador. ¿Cómo les va a los Montaraces del Sur?
str_npc2_intro_response_1|Mis asuntos son los asuntos de Gondor, ¿quién eres tú?
str_npc3_intro_response_1|Buen día a ti también, ¿hay algún problema?
str_npc4_intro_response_1|Saludos, mi señora. ¿Con quién tengo el honor de hablar?
str_npc5_intro_response_1|¡Salve, señor de los elfos! Es un gran honor conocerte.
str_npc6_intro_response_1|¿Es así como los elfos silvanos reciben a sus invitados?
str_npc7_intro_response_1|{playername} a tu servicio. ¿Cómo le va al pueblo de Durin?
str_npc8_intro_response_1|Saludos. Me preguntaba si habría voluntarios para unirse a nosotros en nuestros viajes.
str_npc9_intro_response_1|Retira tus amenazas, uruk, antes de que lleguemos a las manos. No soy {un chivato/una chivata}.
str_npc10_intro_response_1|¿Quién eres?
str_npc11_intro_response_1|¿Quién eres?
str_npc12_intro_response_1|¿Quién eres?
str_npc13_intro_response_1|¿Quién eres?
str_npc14_intro_response_1|¿Quién eres?
str_npc15_intro_response_1|Alabado sea el Ojo, snaga. ¿Cuál es tu historia?
str_npc16_intro_response_1|¿Quién eres?
str_npc17_intro_response_1|El Bosque Negro es un bosque magnífico. ¿Quién eres? ¿Sabes mucho sobre los bosques?
str_npc1_intro_response_2|No importa, me temo que las cuevas no son un lugar agradable para una conversación.
str_npc2_intro_response_2|Da igual, no tengo tiempo para hablar con guardias.
str_npc3_intro_response_2|No te preocupes, armaré «barullo» en otro sitio.
str_npc4_intro_response_2|Disculpa, tengo asuntos urgentes que atender.
str_npc5_intro_response_2|Disculpa, tengo gente menos importante con la que hablar.
str_npc6_intro_response_2|El sentimiento es mutuo. Adiós.
str_npc7_intro_response_2|Disculpa, necesito algo de aire fresco.
str_npc8_intro_response_2|No te preocupes, sólo estamos admirando el paisaje.
str_npc9_intro_response_2|Entonces me pondré en marcha, el brazo de la espada ya empieza a picarme.
str_npc10_intro_response_2|[Ignorar e irse]
str_npc11_intro_response_2|¡Ocúpate de tus asuntos, gusano!
str_npc12_intro_response_2|¡Ocúpate de tus asuntos, gusano!
str_npc13_intro_response_2|¡Ocúpate de tus asuntos!
str_npc14_intro_response_2|¡Ocúpate de tus asuntos!
str_npc15_intro_response_2|Humf. Guárdate tus pequeñas garras, snaga.
str_npc16_intro_response_2|¡Ocúpate de tus asuntos!
str_npc17_intro_response_2|Sí, los bosques son maravillosos, pero tengo que seguir mi camino.
str_npc1_backstory_a|Has venido en tiempos difíciles, {amigo/amiga}. Ithilien está rebosante de exploradores e invasores enemigos; hay quienes han visto grandes huestes de orcos. Intentamos evitar que esas nauseabundas criaturas crucen el gran rio, y yo mismo he liderado a un grupo de diestros montaraces en muchas misiones exitosas. Mi capitán Faramir es atrevido y no desespero ante la sombra que se cierne sobre nosotros.
str_npc2_backstory_a|Ah, qué {considerado/considerada} eres por preguntar por mi. He sido asignado a la guardia de los salones del Senescal; una tarea importante, si está bien que yo lo diga, aunque no muy ajetreada.
str_npc3_backstory_a|Bueno, siento como si mi viejo casco se estuviera encogiendo por momentos, y el suelo se agita como si cabalgara a lomos de un potro travieso. Ah, si anoche no hubiese bebido toda esa cerveza... Normalmente tengo buena cabeza para la bebida, debe de haber sido algún brebaje orco.
str_npc4_backstory_a|Me llamo Gálmynë, y me he interesado personalmente en conocer tus asuntos, {playername}. Permíteme explicarte por qué.
str_npc5_backstory_a|Es posible que hayas escuchado historias sobre mis hazañas en batallas pasadas y olvidadas por los Hombres mortales. En la inmensidad del tiempo, la guerra es otro peligro más para los Eldar, pero esta será la última guerra.
str_npc6_backstory_a|Disculpa mi brusquedad, {forastero/forastera}, pero no solemos tener muchos visitantes, y los pocos que vienen no nos dan buena espina. Hace una semana apareció un enano y... bueno. Me llamo Luevanna, elfa silvana del Bosque Negro.
str_npc7_backstory_a|Eres muy {considerado/considerada} al preguntarlo, {playername}. Estamos combatiendo las incursiones de Hombres del Este y orcos de Gundabad, por ahora nada que nosotros o nuestros aliados de Valle no podamos manejar.
str_npc8_backstory_a|Estoy segura de que puedes encontrar excelentes voluntarios si hablas con el intendente en los barracones. En cuanto a mí, sólo soy una curandera y herbolaria con modestas habilidades.
str_npc9_backstory_a|¡Bien por ti! Me llaman Gulm. He destripado a mi sargento, y ahora sus snagas me dan caza. ¡Ese cerdo se lo estaba buscando! Una vez, nos emboscó una patrulla de Cabezas-de-Paja... y perdió el control. «¡Retirada!» gritó, y huyó. Solo Gulm y unos pocos se mantuvieron firmes y rompieron la carga de su caballería. Luego apaleamos a los cabezas-amarillas hasta convertirlos en pulpa (je je je). Pero si no hubiese sido por nosotros los fuertes, ¡todos habrían sido comida para los gusanos!
