qstr_Received_{reg0}_dama|受到{reg0}傷害。
qstr_delivering_a_gift|送一份禮物
qstr_I_want_to_bring_a_br|我想送一份賄賂給我們的盟友。
qstr_delivering_a_bribe|送一份賄賂
qstr_{s2}_[{reg14}_Resour|{s2}[{reg14}資源點]
qstr_Gift|禮物
qstr_You_have_requested_t|你請求把{s1}從{s2}送給{s3}。 {s3}的人民一定會很歡迎的。
qstr_Bribe|賄賂
qstr_You_have_requested_to|你請求把{s1}從{s2}拿去賄賂{s3}。希望你能多少得到一些獎賞作為回報吧。
qstr_{reg3}_hours.|{reg3}小時。
qstr_hour.|小時。
qstr_Taking_{reg0}_inf._A|拿 {reg0} inf. Alt?={reg1}
qstr_You_spent_{reg0}_of_|你使用了對{s1}的{reg0}影響力。還剩下{reg1}。
qstr_The_War_is_over_{pla|戰爭已經結束了，{playername}，你沒聽說嗎？
qstr_We_are_at_war_with_{|我們正在與{s12}交戰。但，作戰的重點主要還是在{s13}上。
qstr_We_are_at_war_with_{s|我們正在與{s12}交戰。但，目前只有小規模衝突。
qstr_we_are_not_too_conce|我們目前沒工夫理他們，因為我們正在與離家園更近的敵人作戰。
qstr__under_your_orders|，聽從你的指揮。
qstr_{playername}_you_may|{playername}，你可能已經看過{s7}的大軍。在所有跟我們對立的隊長們之中，目前最負盛名的是來自{s8}的{s7}。他們僅僅出現在戰場上就足以壯我們敵方的膽和削弱我們盟友的決心。{playername}，如果你想在這場戰爭中有一番作為，則在戰鬥中，公然擊敗{s7}的大軍吧！這樣的話希望將被重新點燃，並讓恐懼填滿我們對手的心。
qstr_Do_you_mark_how_our_|你知道當提到來自{s8}的{s7}時我們最勇敢的鬥士們是如何動搖的嗎？他是一個偉大的戰士，哦是的，一個有能的隊長。我們不能放著不管！無論他們在哪出面，我們的戰線就會後退，我們的敵人就會找到新的勇氣。這可不行。我命令你，{playername}，在戰鬥中公然挑戰並擊敗{s7}的士兵。看到被你擊倒的{s7}將凍結他的追隨者的血液和骨髓，並向我們自己的部下展示敵人是可以被打倒的！
qstr_This_is_a_chance_for|這是個展現我實力的機會。 我將在敵方和盟友的注目下擊敗{s7}。
qstr_Accursed_be_those_wh|讓我們今天詛咒那些跟隨{s7}的人，因為我要讓大家好好看著他們被擊倒的樣子！。
qstr_{s9}_wants_you_to_de|{s9}要你在戰鬥中擊敗來自{s36}的{s35}。
qstr_I_humbly_ask_that_yo|我謙卑地求你找別人執行這個任務。我不認為自己能在戰鬥中勝過{s7}。
qstr_Mercy_I_crave!_To_fa|發發慈悲吧，我求求你了！ 在戰鬥中公然面對{s7}是件大蠢事！我做不到啊！
qstr_strong_warriors_from|來自{s7}的強大戰士們
qstr_champions_from_{s7}_|戰場上的最強者，來自{s7}的冠軍勇士們
qstr_{playername}_the_men|{playername}，我們的人聽說了關於敵方部隊之兇猛的傳聞。而這些駭人的故事正在使士氣低落。我要你讓他們知道其實沒什麼好怕的。我要你挑戰並擊敗{reg22}名{s6}。
qstr_{playername}_I_want_|{playername}，我要你展示給我們的人看看敵方部隊有多麼的無足輕重。我要你親自斬殺{reg22}名{s6}！證明我們才是強大的一方！
qstr_I_will_do_what_you_a|我會照著你的要求做，而人們將會見證的。
qstr_high_level_troops_fr|高等級部隊
qstr_elite_level_troops_f|精英等級部隊
qstr_{s9}_wants_you_to_pe|{s9}要你親自擊敗{reg22}名來自{s7}的{s6}。
qstr_I_want_you_to_person|我要你親自斬殺
qstr_I_want_you_and_your_|我要你和你的人馬去殺
qstr_{playername}_you_nee|{playername}，你需要贏得我和你手下的敬重。{s6}{reg22}名來自{s7}的部隊！
qstr_{s9}_wants_you_to_per|{s9}要你親自去殺{reg22}名{s6}的部隊。
qstr_{s9}_wants_you_and_y|{s9}要你和你的手下去殺{reg22}名{s6}的部隊。
qstr_{playername}_we_have|{playername}，我們幾乎打倒了艾辛格。他們發起了最後一搏來保護在塔裡的薩魯曼。跟我一起去會會他們吧！
qstr_{playername}_we_have_|{playername}，我們收到了嚴峻的消息。盧恩的蠻族比我們想像的更加狡猾和大膽-躲過我們斥候的偵測，他們建造了足夠的船隻和木筏來穿越長湖，並會直接對長湖鎮發起攻勢！我們必須在艦隊抵達城市前攔截它。帶領你的部隊盡可能迅速的到那裡，把野蠻人趕回湖泊的另一邊吧！
qstr_If_you_seek_pillage_|如果你想要燒殺擄掠，這會是個錯過就沒了的好機會喔，{playername}。一支海盜的艦隊正從{s7}的港口出發，並將一路航向{s6}，其本身充滿著甜美的果實等著摘採！加入他們的進攻，好好享用戰利品吧！
qstr_The_soft_weaklings_o|{playername}，長湖鎮的弱者們無法匹敵我們迅速的騎兵和勇猛的戰士。這是眾所皆知的。躲在湖泊的對面，長湖鎮的人以為自己很安全，但我們很快就會給他們一個驚喜！^^我們造了足夠的船隻，和木筏，來穿越大湖。他們絕對料想不到的！^^如果你想加入襲擊，那就前往主營地並跟營地指揮官談吧。
qstr_{s9}_asked_you_to_he|{s9}要你幫助保衛{s3}免受海盜襲擊。趕緊前往城市與公會長交談，並向當地的駐軍提供援助吧。
qstr_{s9}_asked_you_to_hel|{s9}要你幫助保衛長湖鎮免受海軍侵襲，以及，所有盧恩搞出來的鬼。趕緊前往湖畔之城與公會長交談，並向當地的駐軍提供援助吧。
qstr_{s9}_offered_you_an_|{s9}為你提供了加入海軍襲擊{s3}的機會。前往{s4}，與營地指揮官交談，並加入進攻吧。
qstr_{s9}_offered_you_an_o|{s9}為你提供了加入海軍襲擊長湖鎮的機會。前往{s4}，與營地指揮官交談，並加入進攻吧。
qstr_We_will_go_as_swiftl|我們會盡快趕去，但願我們不會太遲。
qstr_We_shall_plunder_the|我們將搜刮他們的港口並把他們的財富據為己有！
qstr_We_shall_plunder_the_|我們將搜刮湖畔之城並把他們的財富據為己有！
qstr_I_m_sorry_but_we_can|對不起，但我們現在無法援助他們。
qstr_Bah!_Far_more_glory_|呸！在其他地方能贏得的榮耀遠遠超過微不足道的海盜勾當。
qstr_This_raid_does_not_i|我對這次襲擊不感興趣。我會在其他地方贏得榮耀。
qstr_{s9}_asked_you_to_de|{s9}要你摧毀{s1}附近的斥候營地。
qstr_Your_party_must_be_at|你的隊伍至少要有10人才能開始這個任務
qstr_{s9}_asked_you_to_def|{s9}要你保衛{s1}附近遭受攻擊的村莊。
qstr_{s9}_asked_you_to_ra|{s9}要你襲擊{s1}附近的一個村莊。
qstr_These_soldiers_may_w|這些士兵搞不好會在我的計劃中扭轉局勢，{playername}。我相信你把他們訓練得很好。感謝並讚美你。
qstr_I_wish_you_had_train|我原本希望你能把他們都訓練好，{playername}。但在這邪惡的時代，也只能有多少算多少吧。
qstr_Good_work_in_shaping|塑造那些新兵辛苦了，{playername}，你還蠻能幹的。但願這些士兵能比上一批活更久，不然就要再找你來了。
qstr_Is_that_all_you_coul|{playername}，你就這麼一點本事？這些連補充昨天的損失都不夠啊。算了把他們帶來！
qstr_Well_the_soldiers_ar|好了，先生，這些士兵現在歸你指揮了。我相信你會好好照顧他們的。
qstr_Well_you_may_do_as_y|好的，你請便。我和我的同伴隨時可以效勞。
qstr_{s9}_asked_you_to_br|{s9}要你為他的軍隊帶回一隻兇猛的食人妖。
qstr_{s9}_asked_you_to_fi|{s9}要你去找出法貢森林發生了什麼事，並且回報。
qstr_{s9}_asked_you_to_fin|{s9}要你去尋找矮人爲布拉多辛王打造的失落長矛。你需要得到{s5}的許可在孤山的深處尋找長矛。
qstr_{s9}_has_asked_you_t|{s9}要你去斬殺位於幽暗密林的多爾哥多巫師
qstr_{s9}_asked_you_to_ta|{s9}要你送信給{s13}。你接受這個任務時聽說{s13}曾在{s4}。
qstr_{s9}_asked_you_to_tak|{s9}要你送信給來自{s15}的{s13}。你接受這個任務時聽說{s13}曾在{s4}。
qstr_{s11}_asked_you_to_e|{s11}要你護送他的信使到{s14}。
qstr_Lend_your_experience|把你經驗豐富的軍醫{s3}借給{s1}。
qstr_No_commander_should_|這件事對於一名指揮官來說真是難以啟齒，{playername}，但我前幾天視察的時候竟然發現我的一些士兵分不清楚劍的前後。我希望有人能向他們展示何為英勇。{playername}，你是一位享譽盛名的戰士。你能幫我訓練一些士兵嗎？我將由衷的感激你。
qstr_No_commander_should_h|這件事對於一名指揮官來說真是難以啟齒，{playername}，但我前幾天視察的時候才剛處決了一些無能的士兵。他們需要有人把鐵的紀律打進他們的骨子裡，即使在嘗試中弄死他們也行。{playername}，你是一位享譽盛名的戰士。你能幫我訓練一些士兵嗎？我會付你高額回報的。
qstr_{s9}_asked_you_to_rai|{s9}要你訓練{reg1}位{s14}並帶給他。
qstr_{s9}_asked_you_to_hu|{s9}要你去獵殺亡命的{s4}。據說他目前在{s3}。
qstr_{s9}_asked_you_to_defe|{s9}要你保衛3組前往{s3}的難民。
qstr_{s9}_asked_you_to_hun|{s9}要你去獵殺3組前往{s3}的難民。
qstr_{s9}_asked_you_to_ca|{s9}要你把三組逃跑的奴隸帶回{s4}，活的。他說這三組人全都逃向了{s3}。
qstr_{s11}_asked_you_to_f|{s11}要你跟蹤將要離開{s12}的間諜。你必須小心不要在途中被間諜發現，否則他可能會產生懷疑并返回。一旦間諜和同夥會面，你就把他們抓起來給{s11}。
qstr_{s11}_asked_you_to_c|{s11}要你俘虜一名敵方指揮官並帶回給{s11}審訊。
qstr_{s9}_asked_you_to_le|{s9}要你把你的同伴{s3}借給他一週。
qstr_{s9}_has_requested_y|{s9}請求你帶{reg1}個敵方俘虜給他。
qstr_We_have_reports_that|我們收到報告說同盟的幾隻巡邏隊被敵軍伏擊了。他們中的一些人可能還活著，並被敵軍俘虜。現在，我方部隊的士氣低沉，因為被俘的人馬大概會被關押、處決甚至遇到更糟的待遇。我想要你解救{reg1}名俘虜，以振奮我方部隊的士氣。
qstr_We_have_reports_that_|我們收到報告說我們的幾隻巡邏隊被敵軍伏擊了。其中的一些懦夫可能還活著，並被敵軍俘虜。即使作為消耗品，讓他們死在隨便的監獄地洞裡實在浪費。我想要你解救{reg1}名俘虜，然後讓他們再次為我們而戰。
qstr_{s9}_has_asked_you_to|{s9}要你去解救{reg1}名囚犯。
qstr_We_have_reports_that_a|我們收到報告說有批敵方大軍正集結於{s13}。明顯的，我對此很擔憂，畢竟我不知道他們有多少部隊也不知道我的士兵是否能面對他們。我想要你盡可能的靠近{s13}，並找出一切有用的情報。
qstr_My_spies_tell_me_of_|我的間諜告訴我說有一大群戰士正集結於{s13}。雖然他們鐵定無法跟我們和我們的僕人抗衡，但能知道他們的人數也無傷大雅。我想要你能盡可能的靠近{s13}，並找出一切有用的情報。
qstr_{s9}_asked_you_to_sco|{s9}要你去偵察{s13}。 
qstr_We_have_reports_of_s|我們收到報告說{s13}附近有敵軍活動的跡象。但我方斥候目前仍無法靠近偵查那個地區。我要你組織一隊斥候，並儘可能的靠近{s13}，然後把斥候派出去。我也會給你一些新兵，但你不應該讓他們單獨出發。
qstr_My_spies_tell_me_the|我的間諜告訴我說敵軍正在{s13}計畫些什麼。但我們那些膽小的斥候們仍無法靠近找出重要的情報。我要你招募自己的斥候隊伍，並儘可能的靠近 {s13}，然後將他們留在那裡。確保他們不會轉身逃跑！這些新兵給你，死了就算了。
qstr_{s9}_asked_you_to_di|{s9}要你在{s13}附近派遣一隊斥候。^準備{reg1}名{s15}的士兵，其中至少要有1名{s14}，靠近{s13}並和{s14}談話以派出隊伍。
qstr_We_need_to_take_the_|我們要把戰鬥帶給敵人，{playername}。目前，我們可以攻擊他們的巡邏隊和情報網絡。我要你去消滅{reg1}支{s13}隊伍，這將讓我們奪得先手。
qstr_We_need_to_grind_dow|我們要把一文不值的敵人碾碎，{playername}。他們的巡邏和補給隊比我喜歡的還要大膽。我要你去消滅{reg1}支{s13}隊伍，教教他們什麼叫恐懼。
qstr_{s9}_asked_you_to_el|{s9}要你去消滅{reg1}支{s13}隊伍。
qstr_{s9}_asked_you_to_fr|{s9}要你從一隻狂暴食人妖的威脅下解放{s13}近郊。
qstr_{reg1}_{s16}_joined_|{reg1}名{s16}加入了你的隊伍。
qstr_Wait_{playername}._I|等等，{playername}，我必須說你是個特別可靠的僕人。
qstr_Halt_{playername}._I|先別走，{playername}，我曾覺得你不過是個奴隸下僕（強獸人對半獸人藐視的說法），但你證明自己是個有用的僕人。
qstr_Take_these_warriors_|帶上這些戰士，讓他們與你一起繼續為我效力吧。
qstr_One_last_thing_{play|{playername}，我得說一句在這麼個充滿背叛和競爭的地方，你一直以來都是個可靠的盟友。
qstr_Wait_{playername}._W|等等，{playername}。我們第一次見面時我把你當成競爭對手，現在看來我錯了。
qstr_Take_these_warriors_a|帶上這些戰士，讓他們助力你擊潰我們的敵人吧。
qstr_Before_you_leave_{pl|{playername}，在你離開之前我想讓你知道，對我來說你一直是個好戰友。
qstr_Wait_{playername}._I_|等等，{playername}。我還不是很了解你，但一段時間來你都是好戰友。
qstr_Allow_me_to_repay_yo|請讓我回贈你一些士兵作為感謝。
qstr_Wait_{playername}._C|等等，{playername}。像你和你麾下戰士這樣能幹的僕人，值得配備最好的裝備。
qstr_Halt_{playername}._It|別走，{playername}，我的僕人用寒磣的裝備可太不體面了。
qstr_Take_this_{s22}_and_|收下這{s22}吧，讓其助力你在戰場上奮勇殺敵。
qstr_Before_you_go_{playe|在你啟程前收下這些，{playername}。你和你部下這樣強大的戰士，值得使用最好的武器、盔甲和坐騎。
qstr_Wait_{playername}._Y|等等，{playername}。你的隊伍能徵善戰，但如果你有更精良的裝備，想必能更上一層樓。
qstr_Take_this_{s22}._I_h|收下這個{s22}吧，我這裡用不到了。
qstr_Just_a_moment_{playe|等一下，{playername}。像你和你的部下這樣的英雄人物，值得最精良的武器、盔甲和戰馬。
qstr_Wait_{playername}._Yo|等等，{playername}。自大戰爆發以來你作為指揮官戰功累累，我想是時候給你更好的裝備了。
qstr_Accept_this_{s22}_ma|收下這{s22}，希望能幫助你和你的部下。
qstr_the_Dwarves_so_that_|矮人當地使用的貨幣，所以如果你途經孤山或鐵丘陵，你可以試著用傳聞中的矮人武器武裝自己
qstr_Gondor_so_that_if_yo|剛鐸當地使用的貨幣，所以如果你途經他們的土地，你可以試著購買一些他們遠近馳名的鎧甲
qstr_Rohan_so_that_if_you|洛汗當地使用的貨幣，所以如果你途經他們的土地，你可以試著購買一些他們傳聞中的馬匹
qstr_Dale_so_that_if_you_|河谷鎮當地使用的貨幣，所以如果你途經他們的土地，你可以試著購買一些他們遠近馳名的弓
qstr_Without_my_help_you_|沒有我的幫助你們全都會倒在那裡被燒成灰！^^我受到來自艾辛格的，薩魯曼的召喚。敢惹我你就死定了！
qstr_Without_my_help_you_w|沒有我的幫助你們全都會倒在那裡被燒成灰！^^我受到來自魔多之主的召喚，他很快就是世界之主了。
qstr__*snort*_There_is_on|*從鼻孔出氣*渣滓，世界之主只能有一個。不久，你將臣於黑邪塔，弱者呦！
qstr_*snort*_Another_one_|*從鼻孔出氣*又來一個用來擋箭的，肉盾！走開，弱者。你對我們毫無用處。
qstr_Go_to_Moria_and_get_|去摩瑞亞，為自己弄隻漂亮的座狼-或一些自己的奴隸，隨便你！
qstr_Go_to_Isengard_and_g|去艾辛格，為自己弄點東西-也許一些戰鬥強獸人會跟著你！
qstr_Go_up_north_to_Gunda|北上，去剛達巴-他們，又蠢又醜，但他們有不錯的皮毛。
qstr_Get_some_snagas_of_y|弄些你自己的奴隸，就像那些跟著我的人。也許你很快就會有一支屬於自己的戰隊了！
qstr_Our_friends_and_alli|我們的朋友和盟友都會知道你的大名，別懷疑！他們大概會願意給你新的坐騎，或是新的刀。沒人有時間管弱者，但如果你是強者，哈，我們會幫助能幫我們的人，懂嗎？也許，和那些盧恩人，拿戰利品換好馬-拿來騎或拿來吃，任你選擇，哈！
qstr_Trade_some_of_those_|也許，和那些盧恩人，拿戰利品換好馬-拿來騎或拿來吃，任你選擇，哈！
qstr_That_is_not_a_smart_|在一名盧恩戰士面前說這種話可不明智...下次我再見到你時，我會幹掉你的。
qstr_They_will_all_know_m|他們都將知曉我的名號...他們都將知曉何為恐懼
qstr_Suilad_mellon!_It_is|你好，朋友！來自隱密之谷的人在我們的國度可不常見。感謝星辰指引讓你前來幫助我們，也感謝你-謝謝！
qstr_Suilad_mellon!_It_is_|你好，朋友！我們林地的親屬前來幫助我們真是少見-謝謝！
qstr_Suilad_mellon!_That_|Suilad, mellon!我是說-你好，朋友！^^剛開始我還不確定究竟是一柄哥布林軍刀，或是一頭憤怒的熊會成為我們的末日。還好，星辰之善將你送來援助我們。
qstr_Alas_it_is_not_a_ple|可惜，並不是單純遊歷或美好的理由將我和其他效忠領主愛隆者帶來這片土地的。
qstr_You_wouldn_t_have_ne|如果你們好好封鎖邊境的話就不會需要我們的援助了！
qstr__*growl*_I_know_your|(*低吼*我知道你的語言，精靈，至少足夠分清楚你是在嘲諷還是在感謝我...
qstr_Istan_quete_ya_merin|我想說什麼都行，你不會懂的。吾主計謀之深，並非所有人都能明白。
qstr_Alae!_Our_green_wood|看吧！我們的巨綠森有重兵巡邏，我們的大門依然聳立，瑟蘭督伊王的殿堂很安全。建議你們學學我們的典範。
qstr__say_nothing_|(什麼也不說)
qstr_Alas_it_is_not_a_plea|可惜，並不是單純遊歷或美好的理由將我和其他效忠領主愛隆者帶來這片土地的。黑暗之中來自遠古的邪惡向光明伸出了魔掌。智者們自山的另一頭回應了召喚而伊姆拉崔的大軍正邁向戰場，去幫助北方的戰鬥。
qstr_You_wouldn_t_have_nee|如果你們好好封鎖邊境的話就不會需要我們的援助了！^^森林女巫的故事只能嚇跑糊塗的蠢蛋-而不是我們剛剛斬殺的污穢半獸人。
qstr_*growl*_I_know_your_|*低吼*我知道你的語言，精靈，至少足夠分清楚你是在嘲諷還是在感謝我。^^跟星辰無關-我是跟著半獸人身上污穢的氣味而來。不管你有沒有危險我都會斬殺他們的。
qstr_Keep_your_secrets_th|想保密也行，朋友，黃金森林的細語已告知了你們親屬的到來。^^我們會通知凱蘭崔爾女士關於領主愛隆的抵達，雖然她大概已經知道了。然後我們也會向自己的同胞，談起你的事情。^^你是一位強大和勇敢的戰士！你的英勇與善行應被知曉而歌之黃金谷也將滿足你的需求。
qstr_We_walk_under_the_su|我們行走在日光和星辰之下，住在洞穴裡並不是我們的願望。儘管如此，也還是歡迎你善良的意見。你的智慧和勇敢善行應被知曉，我們的領域也將滿足你的需求
qstr_*he_sighs_and_smiles|*他輕嘆並微微一笑*^^好吧，有著共同的目標我們願意分享一切，即使你似乎來自無言之處。
qstr_For_some_months_we_h|過去的數個月中我們注意到汙穢的半獸人增加並汙染了我們的樹林。^^我們會通知凱蘭崔爾女士關於領主愛隆的抵達，雖然她大概已經知道了。然後我們也會向自己的同胞，談起你的事情。你是一位強大和勇敢的戰士！你的英勇與善行應被知曉而歌之黃金谷也將滿足你的需求。
qstr_Calm_yourself_friend|冷靜，朋友。吾言可，君不知。^^我們會向自己的同胞談起你的事情。你的英勇與善行應被知曉，黃金谷的光芒也將滿足你的需求。
qstr_Stars_sail_through_t|星辰行於天海，人們腳踏大地。說真的，誰能知曉命運的交會？我們會向自己的同胞談起你的事情。你的善行應被知曉，黃金谷的星光也將滿足你的需求。
qstr__RESOURCE_POINT_TUTO|(資源點教學)^^能跟羅瑞安人買東西的資源點和你在原陣營取得的資源點不同，你得在羅斯洛立安當地取得新的。^^查看報告以獲得更多資訊。
qstr__RESOURCE_POINT_TUTOR|(資源點教學)^^能跟比翁人買東西的資源點和你在羅斯洛立安取得的資源點不同，你得在比翁當地取得新的。^^查看報告以獲得更多資訊。
qstr_I_have_long_wished_t|我很久以前就想來拜訪林地的人們了...
qstr_What_form_shall_the_|羅瑞安的回禮是什麼形式的...
qstr_Our_bees_make_honey_|我們的蜜蜂製作蜂蜜和蜂蠟，我們的牛群提供牛奶、奶油和起司。
qstr_I_have_long_wished_to|我很久以前就想來拜訪林地的人們了，品嚐你們的蘭巴斯和歌曲！^^我們帶著金黃的氣泡酒、充滿灰塵的書籍和引以為傲的古老戰旗來緬懷我們溪澗悠悠的河谷，但我也很好奇能在歌之黃金谷看見什麼獨特的奇景。
qstr_What_form_shall_the_f|羅瑞安的回禮是什麼形式的？^^第二天早晨會變成樹葉的黃金？給我的部下清澈但無味的飲品和多屑的妖精麵包？^^血紅的葡萄酒、新鮮獵到的鹿、充滿尖銳長槍和鋒利箭矢的軍械庫！這才是我喜歡的待客之道。
qstr_Our_bees_make_honey_a|我們的蜜蜂製作蜂蜜和蜂蠟，我們的牛群提供牛奶、奶油和起司。^^麵包我們可以自己製作，銳利的斧頭我們能跟路過的矮人交易取得。^^除了一雙健壯的雙手之外，我還需要什麼呢？
qstr_If_fate_wills_it_I_s|如果這是命運，我將再次踏上你的土地，並探索它的所有秘密。
qstr_If_I_ever_have_need_|若我將來真有需要羅瑞安的幫助，我會再來，無論是什麼樣的。
qstr__nod_and_say_nothing|(點頭並保持沉默)
qstr_Oh_there_are_many_an|噢，我們有給許許多多羅瑞安之友的禮物！^^如果我們再次並肩作戰，或者你聽從我們的女士和她底下領主們的命令，我們的同胞將以你所需要的一切來報答你的善意-閃亮的武器、堅硬的鎖甲胸衣、白羽的箭和你部隊的補給。^^誰知道，你可能會成為羅斯洛立安的一位偉大的{領主/女領主}，一個可以向他人提供建議，或者向他們欠人情的人。
qstr_The_joys_of_the_Gold|黃金谷有很多歡樂也隨時向羅瑞安之友開放。^^如果我們再次並肩作戰，或者你聽從我們的女士和她底下領主們的命令，我們的同胞將以你所需要的一切來報答你的努力-閃亮的武器、堅硬的鎖甲胸衣、白羽的箭和你部隊的補給。^^誰知道，你可能會成為羅斯洛立安的一位偉大的{領主/女領主}，一個可以向他人提供建議，或者向他們欠人情的人。
qstr_Our_Golden_Valley_gi|我們的黃金谷有大量物資提供給羅瑞安之友。^^如果我們再次並肩作戰，或者你聽從我們的女士和她底下領主們的命令，我們的同胞將以你所需要的一切來報答你遠離家鄉前來幫助的努力。
qstr_I_shall_keep_that_in|我會記住的。^^感謝你，再見！
qstr_That_may_be_so_some_|當是如此，路途總有曲折。^^ 我先走了！
qstr_I_seldom_wander_far_|我很少離家很遠。走吧，盡可能快點。附近可能還有更多哥布林在遊蕩。
qstr_Who_are_you?_A_mere_|你是誰？區區{s25}？我可沒時間管你種人！離我遠一點！{s2}
qstr_What_do_you_want?|你想要什麼？
qstr_Greetings_{playernam|你好，{playername}。 我能為你做些什麼呢？
qstr_What?_You_come_to_me|什麼？你來找我你卻不知道我是幹嘛的？看看你周圍。^^你看到血了嗎？ 你聽到哭泣了嗎？你感受到他們的痛苦了嗎？這就是我在幹的！我破壞東西然後讓它們變得更好！如果你來到我身邊時，破碎而痛苦著，我會讓你變得更好的！
qstr_I_am_a_healer._Come_|我是個治療師。當你或你的同伴嚴重受傷時就來找我吧，我會盡我所能來醫治傷勢的。
qstr__Costs_500_Resource_|(花費500資源點，5影響力)
qstr_Ha!_I_can_see_that!_|哈！看的出來！我能做到，是的..除了你的血，都不是免費的！{s2}
qstr_Yes_I_see_that._We_c|是的，我明白。我們可以照顧你沒錯，但我需要叫人送來一些原料。{s2}
qstr__Costs_1000_Resource_|(花費1000資源點，10影響力)
qstr_I_ll_have_my_worms_d|我會讓我的蟲子處理你的事。他們不是最好的，但有時，他們能完成工作。告訴我你想要他們什麼時候過來。{s2}
qstr_I_ll_have_my_assista|我會讓我的助手照顧你的人馬。他們還在學習，所以請容忍他們。告訴我你想要他們什麼時候過來。{s2}
qstr_Alright!_Worms!_Get_|好吧！蟲子！過來處理這個！
qstr_Let_us_begin._My_ass|讓我們開始吧。我的助手會照顧你和你的人馬。
qstr_All_done!_Ha!_You_di|都做完了！哈！你沒怎麼尖叫，令人印象深刻！現在走吧，離我遠一點。
qstr_We_ve_done_what_We_c|我們已經盡力了。現在你和你的人馬需要休息。
qstr_Boss_the_lads_are_hu|老闆，小的們都餓了！我們都有努力勞動卻還在挨餓！
qstr_Master_the_lads_are_|主人，小的們都餓了！我們可沒辦法空著肚子去作戰啊！
qstr_Yes!_With_proper_fed|是的！好好餵飽我們的肚子，我們就會加倍努力服侍你！
qstr_As_you_command_maste|遵命，主人，呵呵。小子們，菜單上又有肉啦！
qstr_Your_Orcs_&_Uruks_at|你的半獸人和強獸人吃掉了{reg1}個人類！
qstr_Yes_master!_As_you_c|是的，主人！遵命，主人！
qstr_Harr_harr_harr!_You_|哈哈哈！你嚇不了我的！下次我們吃的就是你了！
qstr_One_{s6}_left_the_pa|一名{s6}離開了隊伍。
qstr_I_understand._I_will|我明白了。我會陪著你。一陣子。
qstr_I_have_played_my_rol|在很長一段時間裡我都扮演著我的角色，甚至超越凡人的好幾輩子。這場戰爭是屬於人類的。我將前往西方而有些人可能會決定跟著我吧。
qstr_{reg1}_Veteran_Elves|{reg1}資深的精靈決定離開你的隊伍。
qstr_What_an_amazing_feat|多麼驚人的戰功啊！
qstr_Well_done!|幹的漂亮！
qstr_Nice_legwork.|跑腿跑得好。
qstr_Heh.|嘿。
qstr_Good_moves_but_you_m|進展不錯，但你要做的還有很多。
qstr_More_than_half_of_th|超過一半的對手，不錯嘛。
qstr_You_ll_need_to_try_h|你應該更努力地嘗試。
qstr_Well..._better_here_|嗯...在這裡總比在戰場上好，不是嗎？
qstr_We_ve_been_sent_by_{|我們是被{s3}派來的。是來把我們的力量交給你的。
qstr_{s3}_has_sent_us_to_|是{s3}派我們來的，來加入攻擊{s4}的艦隊。
qstr_Excellent_{playernam|太棒了，{playername}！我聽說你給他們的比我請求的更多。幹得好啊。^^來，這個是你超出我們期待的額外獎勵。^^我們需要盡快贏得這場戰爭。
qstr_Excellent_{playername|太棒了，{playername}。那肯定能幫助他們的。我們需要盡快贏得這場戰爭。
qstr_Reinforcing_{s1}_has|增援{s1}已加強了{s2}。({s2}獲得了{reg50}陣營力量)。
qstr_The_watchmen_in_the_|城市的看守報告說遭到埋伏的次數明顯減少了。你的工作做得很好。謝謝你，{playername}。
qstr_Our_guards_have_seen|我們的衛兵看見害蟲夾著尾巴逃跑了。你對害蟲展現我們對這個地區的控制做得很好。
qstr_It_was_nothing._I_wi|這沒什麼。我會繼續看著以防萬一。
qstr_Slaying_these_maggot|斬殺這些蛆蟲實在沒什麼。我會繼續看著以防他們又膽大起來。
qstr_town|城鎮
qstr_village|村莊
qstr_The_{s9}_of_{s13}_ha|{s13}的{s9}要你解決掉週遭鄉村的部落半獸人。
qstr_{s9}_of_{s3}_asked_y|{s3}的{s9}要你在{reg6}天內帶{reg5}單位的{s6}給{s4}的{s10}。
qstr_The_{s9}_of_{s4}_ask|{s4}的{s9}要你在{reg6}天內用至少{reg5}名部下增援{s3}。跟{s3}的軍營長談談。你提供的部下素質無關緊要。
qstr_You_have_reinforced_{|你用0名部下增援了{s3}。
qstr_Thank_you_for_offeri|感謝你提供幫助，{playername}。^^往返城市的商隊多次遭到{s6}的攻擊。他們每次埋伏都越來越大膽，並且也越來越靠近城市。
qstr_Good_of_you_to_ask_{|問得好，{playername}。{s6}在附近地區遊蕩，認為自己是主人。沒有人過問所以他們越來越大膽的拿走屬於我們的東西。
qstr_The_people_have_aske|人們已經請求至少斬殺{reg22}個{s6}，希望讓他們暫時不敢再來。^^你能夠做到嗎？
qstr_I_want_you_to_slay_a|我要你至少斬殺{reg22}個{s6}，向那些弱者表明他們是如此的微不足道。^^你說呢？
qstr_We_will_get_rid_of_t|我們將消滅這些害蟲。
qstr_{s9}_wants_you_to_sl|{s9}要你在戰鬥中殺死{reg22}個{s6}。
qstr_The_{s9}_of_{s3}_ask|{s3}的{s9}要你在{reg6}天內帶給他{reg5}單位的食物。
qstr_The_{s9}_of_{s3}_aske|{s3}的{s9}要你在{reg0}天內帶給他{reg5}單位的{s6}。
qstr_Escort_the_supply_tr|護送補給隊到{s8}。
