qstr_Received_{reg0}_dama|{reg0}のダメージを受けました。
qstr_Blunt_Weapons|殴打武器
qstr_Infantry__{reg1}_|歩兵 ({reg1})
qstr_Archers__{reg2}_|弓兵 ({reg2})
qstr_Cavalry__{reg3}_|騎兵 ({reg3})
qstr_Given_by:_{s62}|依頼主:{s62}
qstr_Given_on:_{s60}|依頼日:{s60}
qstr_You_have_{reg0}_days|達成期限は、あと{reg0}日です。
qstr_This_quest_has_been_|目的は達成しました。 {s59}に報告してクエストを完了させましょう。
qstr_This_quest_has_been_s|このクエストは完了しました。 {s59}に報告して報酬を受け取りましょう。
qstr_This_quest_has_faile|このクエストは失敗しました。 {s59}に状況を説明しましょう。
qstr_At_the_time_quest_wa|クエストの依頼時、 {s1}
qstr_{s7}_and_{s8}|{s7}、 および{s8}
qstr_{s7}_{s8}|{s7}、 {s8}
qstr_noone|誰も
qstr_{s9}_and_{s10}|{s9}、 および{s10}
qstr_{s9}_{s10}|{s9}、 {s10}
qstr_no_one|空
qstr_{s11}_and_{s12}|{s11}、 および{s12}
qstr_{s11}_{s12}|{s11}、 {s12}
qstr_{s5}_is_ruled_by_{s6|{s5}は{s6}によって統治されています。^領地は{s8}です。^配下の指揮官は{s10}です。^{s5}は{s12}と交戦中です。
qstr_{s5}_has_been_defeat|{s5}は滅びました！
qstr_{s5}_has_a_strength_|{s5}の総兵力は{reg1}名です。
qstr_no_holdings|領地はありません
qstr_{s57}_and_{s58}|{s57}、 および{s58}
qstr_{s57}_{s58}|{s57}、 {s58}
qstr_{reg3?She:He}|{reg3?彼女:彼}
qstr_{reg6?:{reg4?{s54}_i|{reg6?:{reg4?{s54}は{s56}の盟主です。^:{s54}は{s56}の{s55}に仕えています。^}}{reg9?{reg3?彼女:彼}は{s58}の領主です。:}{s59}{reg10?^{reg3?彼女:彼}は戦死しました！:}
qstr_The_last_time_you_sa|最後に{reg1?彼女:彼}を見たとき、 {s1}
qstr_The_last_time_you_he|最後に聞いた話では、 {s1}
qstr_The_{s50}|{s50}
qstr_{s50}_belongs_to_{s1|{s50}は{s2}の{s1}に所属しています。^
qstr_Current_garrison_con|現在{reg5}名の守備兵が駐留しています。^{reg6}日間分の食料の備えがあります。
qstr_Very_Poor|非常に貧しい
qstr_Poor|貧しい
qstr_Average|平均的
qstr_Rich|豊か
qstr_Very_Rich|非常に豊か
qstr_Strength|体力
qstr_Agility|敏捷性
qstr_Intelligence|知性
qstr_Charisma|魅力
qstr_You_ve_gained_{s6}_f|{s7}を得たことにより、{s6}を獲得しました
qstr_You_ve_lost_{s6}_fro|{s7}を失ったことにより、{s6}を喪失しました
qstr_{s50}_Caves|{s50}の洞窟
qstr_{s50}_Mines|{s50}の坑道
qstr_{s50}_Woods|{s50}の森
qstr_{s4}_looks_upset.|{s4}は怒っているようです。
qstr_your_party|あなたのパーティ
qstr_{reg0?One_of_your_pr|{reg0?捕虜のひとり、 :}{s3}の{s1}が脱走しました！
qstr_You_brought_{reg3}_h|{reg3}頭の牛を{s1}まで運びました。
qstr_Log_entry_{reg3}:_ty|ログ {reg3}:種類 {reg4}
qstr_Center:_{s4}|中心:{s4}
qstr_Troop:_{s4}|兵士:{s4}
qstr_Lord:_{s4}|ロード:{s4}
qstr_Ally_party_is_presen|友軍がいます
qstr_{s4}_is_present_at_e|{s4}はイベントで待機しています
qstr_Event_#{reg5}_type_{|イベント #{reg5}、 タイプ {reg6}、 時間 {reg8}:兵士オブジェクトとプレイヤー所属国の関係 = {reg7}
qstr_Event_#{reg5}_type_{r|イベント #{reg5}、 タイプ {reg6}、 時間 {reg8}:中心オブジェクトとプレイヤー所属国の関係 = {reg7}
qstr_Event_#{reg5}_type_{re|イベント #{reg5}、 タイプ {reg6}、 時間 {reg8}:勢力オブジェクトとプレイヤー所属国の関係 = {reg7}
qstr_Event_#{reg5}_type_{reg|イベント #{reg5}、 タイプ {reg6}、 時間 {reg8}。 関連国なし
qstr_Event_#{reg5}_type_{reg6|イベント #{reg5}、 タイプ {reg6}、 時間 {reg8}。 プレイヤーは無所属
qstr_Elapsed_hours:_{reg7|経過時間:{reg7}
qstr_Reputation_type:_{s1|名声タイプ:{s15}
qstr_Entries_up_to_#{reg5|#{reg5}までエントリをスキップしました
qstr_A_new_location_is_no|マップに新たな場所が追加されました！
qstr_New_trait_gained:_{s|新しい特殊技能を修得しました:{s5}。
qstr_Gained_permanent_+1_|恒久的に体力+1を獲得しました。
qstr_Gained_permanent_+1_t|恒久的に敏捷性+1を獲得しました。
qstr_Gained_permanent_+1_to|恒久的に魅力+1を獲得しました。
qstr_Gained_permanent_+20|恒久的に武器熟練ポイント+20を獲得しました。
qstr_Gained_permanent_+2_|恒久的に体力+2を獲得しました。
qstr_Gained_permanent_+2_t|恒久的に魅力+2を獲得しました。
qstr_Lost_permanent__1_to|恒久的に魅力に-1されました。
qstr_Gained_permanent_+1_to_|恒久的に鋼の肉体スキル+1を獲得しました。
qstr_Gained_permanent_+5_|恒久的に体力+5を獲得しました。
qstr_Lost_permanent__2_to|恒久的に魅力に-2されました。
qstr_Gained_permanent_+2_to|恒久的に鋼の肉体スキル+2を獲得しました。
qstr_Gained_permanent_+10|恒久的に武器熟練ポイント+10を獲得しました。
qstr_Gained_permanent_+1_to_T|恒久的に戦略スキル+1を獲得しました。
qstr_You_have|あなたは
qstr_{s1}_has|{s1}が
qstr_{s11}_suffered_a_ser|{s11}重傷を負いました。
qstr_The_leg_has_been_bad|戦闘で足に重傷を負ったようです。
qstr___2_athletics__1_rid|(アスレチック-2、乗馬-1、敏捷性-2、近接武器熟練-15)
qstr_The_arm_has_been_bad|戦闘で腕に重傷を負ったようです。
qstr___20_weapon_skill__2|(武器熟練-20、体力-2、強打豪投弓術-1)
qstr_The_head_has_suffere|頭に重傷を負ったようです。
qstr___1_intelligence_ski|(知性系スキル-1、間接武器熟練-15)
qstr_The_chest_has_suffer|わき腹を痛めたようです。
qstr___20_weapon_skill_|(武器熟練-20)
qstr_{s1}_has_been_killed|{s1}は戦死しました。
qstr_You_were_killed.|あなたは死亡しました。
qstr_{s1}_recovered_from_|重傷を負っていた{s1}の怪我が治りました。
qstr_The_leg_wound_has_he|足の怪我が癒えました。
qstr__+2_athletics_+1_rid|(アスレチック+2、乗馬+1、敏捷性+2、近接武器熟練+15)
qstr_The_arm_wound_has_he|腕の怪我が癒えました。
qstr__+20_weapon_skill_+2|(武器熟練+20、体力+2、強打豪投弓術+1)
qstr_The_head_wound_has_h|頭の怪我が癒えました。
qstr__+1_intelligence_ski|(知性系スキル+1、間接武器熟練+15)
qstr_The_cracked_ribs_hav|わき腹の怪我が癒えました。
qstr__+20_weapon_skill_|(武器熟練+20)
qstr_{s1}_has_had_his_hea|{s1}の体力が向上しました
qstr_News_has_arrived_tha|{s28}との戦闘において、{s2}の{s1}が戦死したとの知らせが届きました！
qstr_{s1}_s_Burial_Mound|{s1}の塚
qstr_{s1}_s_Funeral_Pyre|{s1}の火葬壇
qstr_{s1}_is_logged_as_de|{s1}は死亡と記録されています
qstr_You_have_been_discov|城壁を越える前に発見されてしまいました。
qstr_The_enemy_is_coming_|敵が殺到しています、逃げなければなりません！
qstr_Scout_this_area_alon|この一帯は単独で偵察し、味方と後で合流しなければなりません！
qstr_Be_stealthy_but_elim|隠密行動を心がけなくてはなりませんが、脅威となるものは素早く排除しなければなりません！
qstr_You_are_spotted_by_a|衛兵に発見されました！
qstr_Eliminate_them_befor|応援を呼ばれる前に排除してください！
qstr_You_have_reached_the|牢獄にたどり着きました！
qstr_Eliminate_the_guards|衛兵を倒して、味方を開放してください！
qstr_{s1}_has_been_captur|{s1}は敵に捕まりました。
qstr_Gondor_takes_a_capti|ゴンドールが捕虜を捕まえました
qstr_Rohan_takes_a_captiv|ローハンが捕虜を捕まえました
qstr_Mordor_takes_a_capti|モルドールが捕虜を捕まえました
qstr_Isengard_takes_a_cap|アイゼンガルドが捕虜を捕まえました
qstr_You_were_grievously_|ひどい怪我を負ったあなたは、死体の山に打ち捨てられました。 あなたは隙をみて城壁を乗り越えて逃げましたが、 敵に目撃されたかも知れません。 急いでこの場を離れたほうがいいでしょう。
qstr_You_were_grievously_w|あなたは戦闘で重傷を負いました。 部下たちがなんとかあなたを助け出しましたが、 引き換えに多大な犠牲を出してしまいました。
qstr_You_were_grievously_wo|あなたは戦闘で重傷を負いました。 部下たちがなんとかあなたを助け出しましたが、 引き換えに多大な犠牲を出してしまいました。 不運な事にコンパニオンの数名が捕まり、 {s2}に連行されてしまいました。
qstr_You_were_grievously_wou|あなたは戦闘で重傷を負いました。 部下たちがなんとかあなたを助け出しましたが、 引き換えに多大な犠牲を出してしまいました。 不運な事に妖術師は逃げてしまいました。
qstr_You_were_grievously_woun|ひどい怪我を負ったあなたは、死体の山に打ち捨てられました。 あなたは隙をみて城壁を乗り越えて逃げましたが、 不運な事に妖術師は逃げてしまいました。
qstr_Some_of_your_compani|コンパニオンの中に、古傷に悩まされている者がいます。
qstr_Item_you_just_equipp|あなたがいま装備したアイテムは、 この種族では使えないため、 まもなくインベントリに戻されます。^^インベントリに空きが確保されていない場合、 このアイテムは消滅します。
qstr_Inappropriate_equipm|不適当な装備
qstr_The_mount_you_just_e|あなたがいま装備した乗り物は、 この種族には扱えません。 この状態で戦闘を行えば、 乗り物の制御に問題がでるでしょう。
qstr_Inappropriate_mount|不適当な乗り物
qstr_{s24}:_Your_infantry|{s24}:あなたの歩兵たちは気分が良くなりました！
qstr_{s24}:_Your_archers_|{s24}:あなたの弓兵たちは気分が良くなりました！
qstr_{s24}:_Your_cavalry_|{s24}:あなたの騎兵たちは気分が良くなりました！
qstr_Ah_what_a_coincidenc|おお、おぬしは{playername}ではないか。 このようなところでばったり出くわすとは、なんという偶然だろう！ おぬしはわしの事を知らないであろうが、わしはおぬしの事をよく知っておる。 わしはこれより{s4}に会いに行くところだが、 先ほど話をしてきた{s3}との間で、おぬしの名が登場した。 {s3}はこの困難な時世においておぬしを非常に頼りにしておる。 おぬしには今取り組んでいる仕事があるだろうが、ひとまずそれらは置いておいて、 ここは{s2}を出来る限りの力で助ける事を考えてみなければいかん。
qstr_Who_are_you?|あなたは何者{なんだ/なの}？
qstr_A_friend_of_{s3}_and|{s3}と{s2}の民の友だ。 さあ急ぐのだ！ モルドールはあらゆる邪なものをひきつけ、 闇の力をもってそれらをしもべにしてしまう。 この世界の清きものたちに残された時間は少ない。 闇に対抗するため、 できる限りの手を打たなければならん！
qstr_What_should_I_do?|私は何をすればよいのでしょう？
qstr_Find_{s3}_s_whereabo|ただちに{s3}の所在を探し、{reg3?彼女:彼}と話をするのだ。幸運を祈る！
qstr_Good_to_see_the_Shad|おぬしがいまだ闇の力に屈していないのは幸運といえよう、 {playername}。
qstr_You_are_the_one_they|あなたはガンダルフ、もしくはミスランディアと呼ばれている方ですね。
; qstr_You_are_the_one_they_|You are the one they call Radagast.
qstr_That_is_what_some_ca|そう呼ぶ者もおるな。 また違った名前で呼ぶ者もあるが、 この闇を食い止めねば、 まもなくわしを呼ぶ者すらいなくなってしまうであろう。
qstr_What_do_you_mean?|どういう意味ですか？
qstr_In_spite_of_their_va|勇敢な抵抗もむなしく、 {s3}は闇の力に飲み込まれてしまった。 {s3}の民は散り散りになり、 愛すべき{s4}はもうこの世にいない。
qstr_You_bring_dismal_new|暗い知らせですね、魔法使いどの。
qstr_But_I_also_bring_a_m|まだ希望はある。 {s5}の民はいまだ堅固に持ちこたえておる。 指導者たちは毅然としており、 戦士たちは恐れを知らぬ。
qstr_Help_them_fight_the_|持てるすべての力を彼らと合わせ、 敵と戦うのだ。 決して屈してはならぬ！ 隙を見せてもならぬ！ この世界にはオークどもより邪悪で強大な力を持ったものがおるのだ。
qstr_Beware_{playername}_|{playername}よ、油断するでないぞ。 闇の力が崩れ落ちておる。 {s3}は、 その指導者である{s4}とともに陥落した。
qstr_What_do_you_want_of_|ご老体、私は何をすればいいのですか？
qstr_Just_know_that_a_Daw|夜明けがせまっているという事を知っておくのだ。 これは避けられない運命にある。 おぬしがそのときを生きて迎えられたときのために、 心の準備はしておくことだ。
qstr_Well_met_{playername|おお、{playername}、{s24}よ。 おぬしを見込んだわしの目に、狂いはなかった。 闇の力は打ち破られたのだ。おぬしは少なからぬ働きをしてくれた！
qstr_Thank_you_Mithrandir|ありがとうございます、ミスランディア！
; qstr_Thank_you_Radagast!|Thank you, Radagast!
qstr_The_wizard_Saruman_i|魔法使いサルマンは消え去り、 バラド＝ドゥーアもその闇の主とともに塵あくたとなって崩れ去った！ 中つ国の民は、 この世界の清きものをすべて飲み込まんとする脅威から開放された。 敵は打ち破られ、 王は戻ったのだ！
qstr_It_was_a_long_and_bl|多くの犠牲を払った、 長い戦いでした。 我々の親しい友たちも、 その多くが命を落としてしまいました。
qstr_There_is_much_to_reg|後悔や嘆き悲しむべきことは尽きず、 それにもまして、 これからは過酷な修復と再建の日々が始まる。 だが、 とりあえずは、 共に戦い抜いた友たちと喜びを分かち合い、 この時代の最後の日々を勝利して迎えられたことを祝おうではないか。
; qstr_Orcs_are_marching_ag|Orcs are marching against Helm's Deep.
; qstr_Orcs_are_marching_aga|Orcs are marching against Edoras.
; qstr_Ah_{playername}_happ|Ah, {playername}, happy chance that we come on each other in this fashion! Grim tidings I bring from Western Rohan, and haste is sore needed.
; qstr_What_tidings_do_you_|What tidings do you bring, Mithrandir? What can I do?
; qstr_Saruman_has_loosed_I|Saruman has loosed Isengard upon Rohan. {s1} For the success of my designs, the valiant Rohirrim must not fall, {playername}! The danger to them is very great, yet also the emptying of Isengard has left it vulnerable, for Saruman has despatched his full strength against Theoden King. This may be the time to move into Nan Curunir. A choice is now laid before you, Commander, a choice you must make, for neither you nor I may be everywhere at once!
; qstr_Do_you_want_me_to_he|Do you want me to help King Theoden defend {s3}, or hasten to Isengard and see what I can do?
; qstr_Either_would_be_a_gr|Either would be a great boon to me. You must decide your course on your own, {playername}, as shall I. Shadowfax shall bear me now on a swift errand. You must act quickly as well! Hasten now!
; qstr_Gandalf_asked_you_to|Gandalf asked you to either help Theoden defend {s3} or find out what is happening in Isengard.
qstr_Ents|エント
; qstr_Hail_{playername}!_I|Hail, {playername}! I hope you are unhurt? At any rate, I am pleased you aided my friend Fangorn, or you may know him as Treebeard. The tree shepherds are very mighty, but it was likely that they marched to their doom. You have perhaps saved them from a great peril, Commander, and for that I am glad. I would not like to see the oldest of all living things pass from the world, no, not just yet… no, not before they see the Entwives again, I should hope.
