str_yes|Sim.
str_npc14_backstory_a|Eu sou Fuldimir, filho do reino do sul de Umbar, ao sul de Harondor, e da baía de Belfalas, pois ambos são o lar do meu coração e do meu povo. Nós somos os senhores do mar e da vela, corsários para alguns, parentes da Baía de Belfalas para suas águas que domamos.
str_npc15_backstory_a|Eu sou Bolzog, o Dotado, Setter of Bones, Closer of Cuts e Shaman of Healing. Se você for à guerra pelo Olho, você sem dúvida terá um ou outro de seus companheiros cortados um pouco por silvicultores de cara pálida ou os amantes de cavalos. Agora, -nar-nar-nar! - Orcs são fáceis de substituir, Oh Grande Líder, mas você pode substituir um Warg? Um gigante? Um Troll da Caverna? Shi-shi! Não! Você precisa de mim, o Grande Bolzog!
str_npc16_backstory_a|Bem, agora é o estranho que deve se declarar primeiro. No entanto, eu sou Varfang do Balcoth kin ... Eu posso dizer que você ainda não ouviu as canções ou contos da minha terra que falam o nome do Balcoth, pois o próprio nome verificaria sua coragem e encheria seu coração com desgraça
str_npc17_backstory_a|Eles me chamam Dímborn e eu trabalho na floresta. É legal lá. Eu gosto da floresta. Muitas árvores na floresta. Eu gosto de árvores. Trabalhei na floresta toda a minha vida, porque sou forte e porque gosto de árvores.
str_npc1_backstory_b|Você deve saber que eu sou um Ithilien Ranger de Dúnedain descendente e valor. Eu sei muito de rastreamento e scouting e minha habilidade com arco e espada é conhecida pelo orc. Eu também posso treinar qualquer alma que esteja disposta a lutar contra a próxima Sombra
str_npc2_backstory_b|Eu fui treinado como um vigia de Minas Tirith, para manter ordem na Cidade Branca e servir meu senhor Steward.
str_npc3_backstory_b|Eu sou um cavaleiro da West Emnet Éored - eles partiram sem mim em uma longa patrulha para os vaus de Isen. Eu sei que sua conduta será digna da bandeira verde, mas temo que muitos não retornem
str_npc4_backstory_b|Nasci em uma família nobre e tenho servido a Lady Éowyn como uma dama de honra desde que somos meninas. Nossos pais eram sábios o suficiente para nos permitir treinar ao lado de nossos irmãos em questões de combate, para tornar-se escudeiras de Rohan.
str_npc5_backstory_b|Lord Elrond enviou-me como um emissário a Lord Celeborn, para dar ajuda e conselhos como é necessário na Guerra nesta parte de Rhovanion.
str_npc6_backstory_b|Eu gosto de percorrer os caminhos escondidos em nossa bela floresta. Às vezes eu me movo silenciosamente através das árvores e observo os hábitos dos muitos animais da floresta. O canto de um pássaro raro, o aninhamento de um javali são tão bonitos para mim quanto o choque de armas e as grandes muralhas são para os Edain.
str_npc7_backstory_b|Ajudei a melhorar as defesas de Erebor e treinei um povo anão mais novo, sob a direção do meu venerado pai Dwalin, como é nosso costume.
str_npc8_backstory_b|Tratei o minha marca do rei de constipação, um mal-estar comum que afeta os homens que vão à guerra. Uma leve infusão de absinto, e tanto as entranhas como a mente são colocadas à vontade.
str_npc9_backstory_b|Então eu disse a mim mesmo: 'Gulm, você quer acabar como carrion?' e eu respondi: 'Não'. ^ Próxima batalha, recusei-me fingindo que estava ferido. Então, com ninguém observando, caí sobre o meu sargento! Disse-o quase pela metade, gharr! Em seguida, cortou o seu colega de segurança bem ... ^ Descobriu que a escravidão sangrenta sobreviveu de alguma forma, e começou a mexer sua língua sobre tudo isso. Da próxima vez eu me certificar de que sua cabeça está fora, gharr.
str_npc10_backstory_b|Eu sou um Cavaleiro lobo de Isengard e um rastreador.
str_npc11_backstory_b|Ar! É só porque meu nariz era irritante. E de que forma é bom usar meu nariz em pedras de qualquer maneira? Nar! Foram aqueles imundos Uruks! Aqueles malditos sketches de pizzaré! Eu só perdi o cheiro dando caminho a eles. Eles arruinaram o cheiro lá atrás, beliscando tudo o que encontraram e pisoteando todo o lugar antes que eu pudesse chegar lá.
str_npc12_backstory_b|E aqueles Nazgul me deixam rastejando. E eles afagam o corpo fora de você assim que olhar para você, e deixá-lo todo frio no escuro do outro lado. Mas ele gosta deles; Eles são seus favoritos hoje em dia, por isso não faz uso de resmungos. Eu digo a você que não é um jogo que serve na cidade. Gostaria de tentar um lugar onde não exista nenhum deles.
str_npc13_backstory_b|Eu vi de tarde a palavra do Senhor das Trevas se espalhar entre os meus parentes, e em seus corações e mentes sua vontade se arrastou. A maioria estava atraída por sua escuridão, e em lugar de sua coragem cresciam uma luxúria insaciável para o abate, de modo que, quando seus ouvidos ouviram seu chamado, poucos fantoches estavam tão dispostos a responder.
str_npc14_backstory_b|Há muita mudança em um homem que monta o tumulto dos ventos e mares das águas de Belfalas, e aqueles que ainda não lutam contra ela são crianças. Para homens robustos são aqueles que conhecem sua tempestade e levam sua tempestade. Coloquei os olhos em sua maré mais sombria e ainda permaneço seu mestre
str_npc15_backstory_b|Muitas milhas atrás, quando eu era apenas uma pequena coisa fresca, meu Avô levou a tribo para dentro das minas, onde os anões haviam morrido recentemente. Um fantasma de fogo passou, e era confortável e quente. Nós prosperamos, mas de vez em quando algum aventureiro cruel, ou herói anão, venha matar e mutilar-nos em nossos túneis pacíficos. Minhas mãos aprenderam a fechar a ferida de espada ou machado, e minha mente aprendeu a ver o contorno de osso e tendão abaixo de qualquer pele. Hoje em dia, posso trabalhar uma poção ou estabelecer uma pausa com a mesma habilidade.
str_npc16_backstory_b|Os Balcoth eram uma raça feroz de homens da minha terra natal, abatidos por esses ferrugem para todos, exceto alguns homens. Perseguiram como animais de carga como alimento para suas lâminas. O sangue derramado por essas lâminas é o mesmo sangue que flui dentro de mim, pois dentro de mim a casa deles continua.
str_npc17_backstory_b|Você pode fazer muitas coisas fora das árvores, você sabe. É o que eu faço. Trabalho com árvores e faço coisas de árvores. Às vezes arbustos também. Mas eu gosto de árvores mais.
str_npc1_backstory_c|No entanto, temo que estamos irremediavelmente superados em número aqui em Ithilien e não duraremos muito tempo sem reforços ou ações mais ousadas por nosso Steward. Eu também poderia ajudar onde minhas ações representariam mais, se meu capitão Faramir me deixar.
str_npc2_backstory_c|Por mais importante que seja o meu dever aqui, estou bastante ansioso para ver combates reais e ... elfos e palmeiras e olimpitos! Você parece bem viajado, comandante, e eu não quero dizer isso como um pouco em sua aparência, não por um fathom. Aprendo rapidamente e posso cozinhar ... bem, bom o suficiente para os soldados que são. Não estou enganado por você estar procurando por voluntários?
str_npc3_backstory_c|Então, aqui estou, desonrado e amargo. Meu estado deve estar a quilômetros de distância agora, e eu não teria uma chance justa de alcançá-los, nem com todos os orcs e homens selvagens vagando pelas planícies. Você tem alguma chance de precisar de um bom piloto Rohirrim?
str_npc4_backstory_c|Você pode saber que as mulheres, por mais habilidosas, não têm permissão para andar com os éoredas. No entanto, eu não acho que esperar pelo coração para os guerreiros retornarem é o meu destino. Eu não ficarei ocioso até que toda chance de grandes atos tenha desaparecido nesta Guerra, e eu gostaria de receber sua ajuda, guerreira.
str_npc5_backstory_c|No entanto, se os inimigos de Lothlórien estiverem correndo, eu poderia considerar juntá-lo por um tempo, {playername}. Eu sinto que nossos destinos nesta Guerra estão entrelaçados.
str_npc6_backstory_c|Você não entenderia isso, acho, vendo você preparado para a guerra. Mas você deve ter viajado por toda parte - você viu as outras grandes florestas? Você pode me levar lá?
str_npc7_backstory_c|Há uma pausa na luta que se adapta a um guerreiro anão da minha ascendência e temperamento. Eu acho que você consegue ver mais ações em suas viagens e sua causa é amigável com os anões? Eu sei que um anão lutador melhorará suas chances de sobrevivência.
str_npc8_backstory_c|Eu ouvi dizer que há muita luta em outros lugares e nossas terras são gratas por agora. Dos arranhões da sua armadura você deve estar em perigo muitas vezes. Talvez minhas habilidades humildes possam ser melhor usadas com sua empresa, para o bem maior de todos.
str_npc9_backstory_c|Eu sou uma luta Uruk-hai, e um berserker! O que há para saber matar homens, eu sei disso. Eu estava no serviço da Mão Branca, mas agora a Mão provavelmente me jogaria nos poços de fogo.^^Eu viria com você e caçaria homens no sul, enquanto os snagas de Isengard grunhavam os dentes.
str_npc10_backstory_c|Talvez você possa ser meu próximo mestre.
str_npc11_backstory_c|Tudo bem, tudo bem! Meu nariz não é muito útil. Eu acho que meus olhos são melhores do que o meu nariz. Ai! Mas meu nariz não é bom porque não sabe o que nada cheira. Nem sabe o que está procurando, eu digo a você. Ar! Eu só preciso sair e começar a cheirar lugares.
str_npc12_backstory_c|Eh, se eu tiver uma chance, eu vou escorrer e me arrumar em algum lugar sozinho com alguns meninos confiantes, em algum lugar há um bom saque muito bom e acessível, e não há grandes patrões. Gostaria de tentar em algum lugar onde não há nenhum deles, como nos velhos tempos.
str_npc13_backstory_c|Eu segui meu parente norte, e atendei a sua chamada escura, para cumprir o dever que eu tenho com meu povo. Mas neles eu vejo a sua escuridão morar e procuro fazer minha parte nessa guerra em outro lugar, até que as areias do meu tempo já não caíssem. Mesmo agora, eu sinto que eles começam a escorrer onde antes havia uma cascata
str_npc14_backstory_c|Mas ainda há a maré mais escura, uma onda negra de sombra, que se elevará sobre essas terras, como as quais nenhum olho mortal terá visto. Esta é a maré que procuro dominar, mas estou sem uma equipe forte o suficiente para enfrentar esta tempestade.
str_npc15_backstory_c|Depois de muitos invernos, subi dos túneis e olhei nas Florestas das Trevas para um bom lugar para viver e praticar minhas artes. Eu estava indo bem, até alguns grandes bastardos feios com tatuagens brancas - eugh! Branco! Como um rosto de duende! - grandes bastardos, eles eram. Eles dispararam meu pequeno lugar na Floresta, e eu tive que me esconder nas cavernas de novo ... Aqui ... Diga, você tem alguma coisa para comer? Talvez um bom cavalo?
str_npc16_backstory_c|Isso foi muitas vidas de homens, um momento diferente, mas o tempo para o sofrimento e os contos acabaram. O tempo para a retribuição do meu povo veio e vou esculpir a vingança do meu povo sobre estas terras ocidentais. Por minha mão, suas casas vão desperdiçar e murchar até que seu clã não seja mais!
str_npc17_backstory_c|Se você está indo para a floresta, talvez eu venha e conte-te sobre as árvores lá? Muitas árvores muito interessantes lá, você sabe.
str_npc1_backstory_later|Eu tenho liderado partidos de exploração no sul, até Emyn Arnen. Há muita atividade inimiga e muitos orcos caíram em nossa emboscada. Infelizmente, isso é apenas tantas cabeças de orc que rodam pelas ravinas, vimos uma miríade de criaturas sujas na marcha. Temo pelo meu Ithilien e pelo destino de Gondor.
str_npc2_backstory_later|Tivemos alguns visitantes ultimamente, e há menos por vir. Eu acho que isso não é bom.
str_npc3_backstory_later|Ainda não há novidades sobre o meu assunto, e estou interessado em andar por alguns orcs.
str_npc4_backstory_later|Mais cavaleiros retornam com seus corpos quebrados, e tento dar ajuda onde posso. Mas eu ainda me sinto preso em uma gaiola.
str_npc5_backstory_later|Você reconsiderou? O tempo para os Eldar cresce.
str_npc6_backstory_later|Estive observando um ninho de aranhas gigantes durante alguns dias. Criaturas feias, eles parecem no início, mas eles mantêm intrusos à distância. Você veio me pedir para viajar com você?
str_npc7_backstory_later|Construir muros defensivos é digno de qualquer anão. Mas eu preciso usar meu machado também. Em breve. Deixe-me vir com você.
str_npc8_backstory_later|Eu fiz outro chamado para o nosso Rei, desta vez para o vômito. Espero que sua determinação em engajar o inimigo não esteja relacionada às suas condições. Você também sofre de constipação e vômito?
str_npc9_backstory_later|O que você acha que eu faço? Gulm está sentado aqui e está esperando algum snaga sorrateiro para enfiá-lo no escuro. Leve-me com você - vou servir bem.
str_npc10_backstory_later|Você reconsiderou? Eu lhe servirei bem.
str_npc11_backstory_later|Ar! Foi você! Eu cheirava você, eu sabia que você estava vindo. Diga aos Chefes que, você vai? Eles pensam desde que eu fui expulso dos rastreadores que é seguro desprezar-me, bem, eles estão enganados, eu vou colocar uma flecha em suas tripas primeiro. E de quem foi essa culpa? Não é meu!
str_npc12_backstory_later|Tenho minhas ordens. Qualquer intruso encontrado por meus meninos aqui está para ser despojado; dentes, unhas, cabelos e tudo. Mas eu tenho meus observadores. Sabemos que há coisas engraçadas acontecendo: com os grandes chefes indo à guerra, e tudo isso. Grandes coisas acontecem para o oeste, dizem eles. Sentado aqui, fazer nada é mais do que o valor da minha barriga.
str_npc13_backstory_later|Meu papel aqui corre bem para a causa negra e, mais uma vez, os nortistas temem o sul. Eu vejo grandes vitórias à frente, e rios de sangue deixados em nosso rastro. Mas com cada vitória eu vejo meus parentes corromper, seus corações se torceram para a sua má vontade. A visão disso me leva ao desespero
