
str_yes|Evet.
str_npc18_signup_response_2|Sen şiddetlisin ... belki de çok şiddetlisin. Şimdilik stokların orada biraz daha fazla zaman sana itaat ögretebilir.
str_npc19_signup_response_2|Bu balyaların üzerinde biraz daha oturmak zorunda kalacaksın, 'Prens'.
str_npc20_signup_response_2|Senin böbürlenmen ve süistimalin kulaklarıma ızdırap çektiriyor.Birdahaki konuşmamızdan önce dilini terbiye et!
str_npc21_signup_response_2|Şu anlık sana ihtiyacım yok.
str_npc22_signup_response_2|Yeniden düşündüm de, belki Lothlórien'e kendi başımıza yardım etmeliyiz.
str_npc23_signup_response_2|Üzgünüm, sadece seni savaş meydanında hayal edemedim.
str_npc24_signup_response_2|Üzgünüm,Elfleri sevmeye başladım
str_npc25_signup_response_2|Özür dilerim, herkes benim grupta savaşır.
str_npc26_signup_response_2|Fikrimi degiştirdim. Peşinde olanlar benim peşimden de gelebilir.
str_npc27_signup_response_2|Fikrimi degiştirdim.
str_npc18_payment|Şüphesiz, boyunuzun güçlü bir komutanın bir kelimesiyle beni serbest bırakırlar. [{s14} ile {reg14} nüfuza mal olur]
str_npc19_payment|Görünüşe göre Kara Daeglaf beni burada tutmak için bahaneler bulabilir, Komutan. [{s14} ile {reg14} nüfuza mal olur]
str_npc20_payment|Aksine, bana veya ikimizin de hizmet ettigi efendiye yamuk yapmaması gereken sensin. Onun takdirinde şini iyi yapabildin mi? [{s14} ile {reg14} nüfuza mal olur]
str_npc21_payment|Ücretten bahsetmişken, benim bu borcum düşündügün kadar da az olmayabilir, anlatabildim mi? Ve işveren de sana sinsilik yapmayı deneyebilir, o yüzden dikkatli ol! [{s14} ile {reg14} nüfuza mâl olur]
str_npc22_payment|Yakında gitmeliyiz. Düşmanla çarpışmadan önce burada olan varlıgımı algılarsa, gelişimimin degeri azalacaktır. Ama Lothlórien'in de bana ihtiyacı var.  [{s14} ile {reg14} nüfuza mal olur]
str_npc23_payment|Sana katılırdım, ama görevim burada. [{s14} ile {reg14} nüfuza mal olur]
str_npc24_payment|Sana katılırdım Fakat Dwalin böylesine ihtiyaç duyulan bir zamanda ayrılmamı anlayışla karşılayamaz.  [{s14} ile {reg14} nüfuza mal olur]
str_npc25_payment|Görevimi bırakamam, Kralımın hâlâ bana ihtiyacı var.Onun saglıgı için çok endişeliyim. [{s14} ile {reg14} nüfuza mal olur]
str_npc26_payment|Seninle gelmek istiyorum.Fakat kapıdaki gardiyanlar gitmeme izin vermeyecektir, korkuyorum. [{s14} ile {reg14} nüfuza mal olur]
str_npc27_payment|Sana katılırdım, ama görevim burada. [{s14} ile {reg14} nüfuza mal olur]
str_npc18_payment_response|Bundan şüphe yok. Lurmsakun'un astları beni reddetmeye cesaret edemezler. [{reg14}/{reg15} nüfuz]
str_npc19_payment_response|Şef Daeglaf bu istegimde bana öncelik vermek zorunda kalacak, sade bir şekilde yapmalıyım. [{reg14}/{reg15} Nüfuza mal olur]
str_npc20_payment_response|Aslında bende var. Şimdi gel! Sonuçta, takip edeceginiz kimse düşük bir snaga degil. [{reg14}/{reg15} Nüfuza mal olur]
str_npc21_payment_response|Ne deneyebilirse denesin, benimle geliyorsun.[{reg14}/{reg15} Nüfuza mâl olur]
str_npc22_payment_response|Güven bana , benimle birlikte daha işe yarar olacaksın. [{reg14}/{reg15} Nüfuza mal olur]
str_npc23_payment_response|Şu andan itibaren seninle birlikte görev yapıyorum. [{reg14}/{reg15} Nüfuza mal olur]
str_npc24_payment_response|Üstat Dwalin, iyi savaşan bir cücenin düşmanlarımızdan çok uzun süre ayrı tutulmaması gerektigini anlayacaktır.  [{reg14}/{reg15} Nüfuza mal olur]
str_npc25_payment_response|Kral'ın refahı önemlidir, ancak benimle daha çok hayat kurtaracaksın.[{reg14}/{reg15} Nüfuza mal olur]
str_npc26_payment_response|Oh, Fakat eger benimle olursan bekçiler beni durdurmaya cesaret edemez, [{reg14}/{reg15} Nüfuza mal olur]
str_npc27_payment_response|Şu andan itibaren seninle birlikte görev yapıyorum. [{reg14}/{reg15} Nüfuza mal olur]
str_npc18_morality_speech|Saglam bir tane! Kana olan susuzlugum azalmamış! Neden korkak gibi {s21} yapıyoruz? Onlarla savaşmama izin ver!
str_npc19_morality_speech|Komutan,  {s21} hoşuma gitmiyor. Benim gibi bir kralın eli açık kalmalı, ama kilerler boşsa verecek hiçbir şeyim yok ve askerlerimiz bizi terk edecek.
str_npc20_morality_speech|Senden daha iyisini bekledigimi söylerdim, Komutan, ama bu bir yalan olur. Dikkat et, bencil davranışların senden daha iyilerinin yüce dizaynlarına zarar vermesin diye!
str_npc21_morality_speech|Dinle, Şef. Saygı gören bir yagmacı toplulugu savaşçılarının karnını aç bırakıp {s21} öylece gidemez'! Ve benimki de acıkmaya başladı! Gidip küçük olanların birinden bir parmak, belki bir bacak alıp kemirebilirim...
str_npc22_morality_speech|Hareketlerinizi yeniden düşünmelisiniz, komutan. {s21} bizi Düşman'dan daha şerefli yapmaz ve arkadaşlarımızın güveni azaltır.
str_npc23_morality_speech|[Birincil ahlaki kod yok]
str_npc24_morality_speech|{s21} 'e karar verdiginizden dolayı memnun kalmadım. Savaşa katılmak dogru düşünen bir cüce için onurdur, ancak bir korkak tarafından yönetilen bir grupta savaşmak utanç verici. Kuzenlerim bunu ögrenirlerse ne derler?
str_npc25_morality_speech|Komutan, itiraz etmek zorundayım. {s21}, adamlara karşı sert ve gereksiz birisi. Onların acısını hafifletmek için elimden gelen şeyi yaparım, ancak lütfen başka büyük bir hata yapmayın.
str_npc26_morality_speech|Uruh-hai {s21}'yi yapmaz. Efendimizin cesareti az ise, bir gece kendilerini onlar olmadan bulabilir. Gulm konuştu.
str_npc27_morality_speech|[Birincil ahlaki kod yok]
str_npc18_2ary_morality_speech|Ben sana {s21} için katılmadım, Yüce Olan, düşmanlarımızın kanında yıkanmak için katıldım! Belki şimdilik kurnazlıgını kullanabilirsin, ama bana yakınlarda iyi bir katliam ver, sana yalvarıyorum!
str_npc19_2ary_morality_speech|[İkincil ahlaki kod yok]
str_npc20_2ary_morality_speech|Ah, bizim kudretli komutanımız. Büyük işler başardıgını mı söylüyorsun? Merak ediyorum diger savaşlarınızın kaç tanesi bu yönde bitti, tuzagın çenesine dikkatsizce ilerlemeniz ile birlikte, ve acele ile kaçmanızla birlikte.
str_npc21_2ary_morality_speech|Nereye gitti şimdi bu işçiler, ey? tohum saymaya yardım lazım'?! Adam akıllı bir komutan bana sulu bir kuzu bacagı veya lezzetli bir cüce getirirdi. Zavallı ben, Onun yerine bu komutanla sıkışıp kaldım.
str_npc22_2ary_morality_speech|[İkincil ahlaki kod yok]
str_npc23_2ary_morality_speech|[İkincil ahlaki kod yok]
str_npc24_2ary_morality_speech|[İkincil ahlaki kod yok]
str_npc25_2ary_morality_speech|[İkincil ahlaki kod yok]
str_npc26_2ary_morality_speech|[İkincil ahlaki kod yok]
str_npc27_2ary_morality_speech|[İkincil ahlaki kod yok]
str_npc18_personalityclash_speech|Yüce Olan, eger Varfang'ı bir savaşçı olarak degerlendirirseniz, yalvarırım onu benden olabildigince uzak tutun. Onu çoktan ellerinin izin vermeyecegim bir yere gitmemesi için uyardım, aksi takdirde onları kesip kendi atına yedirecegim.
str_npc19_personalityclash_speech|Komutan, Ufthak gibi alçak bir yaratıgın hizmetlerini elinizde nasıl tuttugunuzu çok merak ediyorum. Tabii ki, ork-türü bizim gerçek savaşçılarımız için pislik ve ok kalkanlarından ibaret, ama o kampın etrafında dolanıp adama emirler veriyor, sanki yetkili biriymiş gibi. Umarım onu öldürürsem fazla özlemezsiniz. Yada belki de onun çirkin burnunu ucunu kesebilirim. 
str_npc20_personalityclash_speech|Southron Lykyada, tavırları ögrenmeli ve alçakgönüllülük ögretilmelidir. Küstah dili onun dili ve tavrından fazla gurur duyuyor! Onun adamları arasında bir kaptan olması umrumda degil - daha aptal bir ırk, her halükarda, büyüklügü fark etmekte ya da daha iyi olanlarına boyun egmekte yavaşlar! Ona yapabileceklerimin küçük bir kısmını bilseydi ...
str_npc21_personalityclash_speech|Vay canım, başkanım, ama o Sickburpfoul biraz deli bir yarasa, degil mi? Onun o kazanda bir sürü karga pişirmiş oldugunu hemen anlayabilirsiniz, işte benim sırtımda Her Hanımefendinin emriyle taşıdıgım o kazandan bahsediyorum. Ve ulan, sanki ben bir bok parçasıymışım gibi burnunun ucundan bana bakıyor, üstelik kafası bile bana göbek hizasında! Bu durum, kafasını yumrugumla tanıştırmak istememi saglıyor, öyle düşünüyorum. Ama ben onun gibi tipleri daha önce de gördüm, evet gördüm. Onun gibi insanlar etrafta dolaşırken, başınızın arkasında bir çift ekstra gözün olmasını istersiniz, hiç şüphesiz.
str_npc22_personalityclash_speech|senden nefret ettigimi söylemiş miydim ?
str_npc23_personalityclash_speech|{playername}, Geçen {s11}'in  yavru kuşların yuvasına yürüdügünü gördüm. Onun sakarlıgı masum yaratıkların genç hayatlarını yok etti.
str_npc24_personalityclash_speech|Lord {s11} iyi savaşıyor, fakat düşmanlarını saçlarının parlaklıgıyla mı kör etmeye çalışıyor merak ediyorum. Yoksa bayagılıgından ve kibirli tavırlarından mı yerlere düşüyorlar?
str_npc25_personalityclash_speech|Komutan, {s11} 'i size şikayet etmeliyim. Bana sürekli 'yeşil peri' denilen bir mayalama yöntemini anlatıp duruyor.İllallah ettim.
str_npc26_personalityclash_speech|senden nefret ettigimi söylemiş miydim ?
str_npc27_personalityclash_speech|senden nefret ettigimi söylemiş miydim ?
str_npc18_personalityclash_speech_b|Yüce olan, sormak istiyorum, Varfang'ın başına koydugunuz kan bedeli nedir? Eger onu öldürür ya da sakatladıysam, tazminat olarak size öderdim. Bu savaştan sonra bana yalan söylüyor, kötü dudaklarını yalıyordu. Bana yine o şekilde bakarsa, gözlerini oyup, ona yediririm.
str_npc19_personalityclash_speech_b|Bekledigim gibi, kendisini Ufthak olarak niteleyen korkak ork savaşmaya degmez. Çizginin arkasına sıgınıyor, arkadaşlarına yardım etmek için çok az şey yapıyor. Sebebin - ve benim tahtım için olan savaşım - onun türüne göre fazla yardım edemeyecek sanırım.
str_npc20_personalityclash_speech_b|Lykyada'nın elleri bizim işimize yaramazsa Komutan, onları kollarından çıkarmalıyım. Bir savaştan sonra düşmüş düşmanlarımız arasında yürüme alışkanlıgım oldugunu biliyorsunuz - hiçbiriniz bilmese de, onu kullanma sanatına sahip biri için ölmekte olanların korkusu ve acısında büyük bir güç var. Yine de o esmer Southron, acıları yakalanamayacak kadar derin olanlara hızlı bir ölüm armaganı vermek için etrafta dolaşıyor. Kalbindeki o merhamet zerresi, düşmüşlerin ölüm-parıltısının tadını çıkarmamı engelledi! Merak ediyorum, onun kıymetli onuru senin için ne kadar önemli?
str_npc21_personalityclash_speech_b|{s11} den nefret ediyorum.
str_npc22_personalityclash_speech_b|{s11} den nefret ediyorum.
str_npc23_personalityclash_speech_b|Onun Cüceligi yer altında işe yarayabilir. Gerçi hala nasıl şimdiye kadar o çirkin kuyulardan birine düşmedigini merak ediyorum. Belki de çoktan düşmeliydi.
str_npc24_personalityclash_speech_b|Cüce kahraman, eski Ölümsüz Durin gibi biriyle daha iyi oluruz. Bırak elfler ormanlarında dolansınlar.
str_npc25_personalityclash_speech_b|Liköre batırılmış solucanlardan yapılmış ve görünüşe göre içinde ne olduguna aldırmayan aşıklar ve serserilerin favori içecegi. Savaş alanında havayı kovalayan askerlerimizi izlemesinin eglenceli olacagını onaylayacagınızdan şüpheliyim.
str_npc26_personalityclash_speech_b|{s11} den nefret ediyorum.
str_npc27_personalityclash_speech_b|{s11} den nefret ediyorum.
str_npc18_personalityclash2_speech|Gulm sadece hain bir canavar degil, Yüce Olan - olmaktan gurur duyuyor. Dün gece kamp ateşinin etrafında bize hikayesini tekrar anlatıyordu ve faul eylemiyle övünüyordu. O yaratıgı izlesen iyi olur, Yüce Olan. Beyaz El'e hizmet ederken komutanlarına ihanet edebilseydi, seninle aynı şeyi yapmasını ne engelleyecek?
str_npc19_personalityclash2_speech|{s11}'den nefret ediyorum
str_npc20_personalityclash2_speech|Fuldimir'i her gördügümde, içimde isimsiz bir öfke yükseliyor. Hayır, hayır, yaptıgı hiçbir şey degil. Ama o ve halkı, Umbar'ın deniz köpekleri, kanlarına hiç layık degiller. Kendilerini antik Anadûnê'nin mirasçıları olarak adlandırmaya cesaret ederler - ama elbette, daha iyisini bilmeden 'Númenor' derler. Neden, Fuldimir'in damarlarında ancak bir damla gerçek kan bulundugunu tahmin ediyorum! Belki, onu bagışlarsan, kendim bulabilirim ...
str_npc21_personalityclash2_speech|Düşünüyordum da, şef - birisi bir yıgın sümüklü böcege dönüştürülmeden bir cadıyı nasıl öldürebilir? Yani demek istedigim, bu yaşlı garip kadınlar bana yeniden kem göz degdirdiler ve bu tüm gün üstümde bişey geziniyormuş gibi hissetmeme sebep oldular. İçimde! Kafaları ezmekten ve kalkanları hurdaya çevirmekten mutluyum, ama ONUN kafalara yaptıgı şey benim yaptıgım şeydi, hem de kimse bakmıyorken?! Yemegimle oynamıyorum, öyle degil. Bana ürperti veriyor, O.
str_npc22_personalityclash2_speech|senden nefret ettigimi söylemiş miydim ?
str_npc23_personalityclash2_speech|senden nefret ettigimi söylemiş miydim ?
str_npc24_personalityclash2_speech|Güzel hurdaydi degil mi kaptan? Keşke Elf-Kadın {s11} onu mahvetmeseydi ?
str_npc25_personalityclash2_speech|senden nefret ettigimi söylemiş miydim ?
str_npc26_personalityclash2_speech|senden nefret ettigimi söylemiş miydim ?
str_npc27_personalityclash2_speech|senden nefret ettigimi söylemiş miydim ?
str_npc18_personalityclash2_speech_b|O şekilsiz yaratık Gulm boynunu korusa iyi olur, yoksa keserim! Bir düşmanı öldürmek üzereydim, ama önüme adım attı ve benim olması gereken cinayeti yaptı. Sonra arkasını dönüp bana alay edecek kadar cesareti vardı! O ve türü, bize hizmet etmek için yetiştirildiklerini hatırlasa iyi olur! Onursuz lanetler.
str_npc19_personalityclash2_speech_b|{s11} den nefret ediyorum.
str_npc20_personalityclash2_speech_b|O bizden biri olamaz. Hayır, Fuldimir gibi degil. Hayır, kanımız bu kadar incelmiş olamaz, hattımız şimdiye kadar düşmüş olamaz! Gerçek konuşmadan ne kadar az bahsettigini hiçbiriniz fark etmiyor musunuz, görünüşte Haradwaith'dekilere benim kayıp evimden daha çok benziyor mu? Aramızda kahramanlar vardı - Eldar'a rakip olmak için hızla ve güçle savaşan kahramanlar! Fuldimir yavaş ve beceriksizdir ve ... Hayır, Batı'dan esen soguk rüzgarları hissediyorum. Beni ürpertiyor ... beni ürpertiyor!
str_npc21_personalityclash2_speech_b|{s11} den nefret ediyorum.
str_npc22_personalityclash2_speech_b|{s11} den nefret ediyorum.
str_npc23_personalityclash2_speech_b|{s11} den nefret ediyorum.
str_npc24_personalityclash2_speech_b|Onu arkada çömelirken gördüm. Düşman yönüne bir ya da iki tane ok anca attı. Bence onu kuşlar ve arılarla ilgilenmesi için baş başa bırakalım ki düşmanı katletmeye devam edebilelim.
str_npc25_personalityclash2_speech_b|{s11} den nefret ediyorum.
str_npc26_personalityclash2_speech_b|{s11} den nefret ediyorum.
str_npc27_personalityclash2_speech_b|{s11} den nefret ediyorum.
str_npc18_personalitymatch_speech|Yüce Olan, Lykyada'nın savaşta ne kadar ölümcül olduguna işaret ediyor musun? Okları ne kadar hızlı, kılıcı ne kadar keskin! İzninizle Yüce Varlık, onun vesayeti altında egitim almak için daha fazla zaman harcamak istiyorum. Beni sizin için daha yararlı kılacak çok şey ögretebilir.
str_npc19_personalitymatch_speech|Savaşın neşesi kanımda şarkı söylüyor! Ve Varfang'da da görebiliyorum. Adam savaş alanında görülmesi gereken bir terör, kaçan degersiz düşmanları aşagıya sürerken gülüyor. Dogulu bu adamlar ilgimi çekiyor Komutan. Rohirrim, ben kendi başıma geldikten sonra Dunlendings'i ögretmezse, onlardan binicilik hakkında çok şey ögrenebiliriz.
str_npc20_personalitymatch_speech|Bolzog'u görün. Yüce Bolzog! Yay bacaklı yürüyüşü ile nasıl koştugunu, istedigim her şeyi yapıp, benim isteklerime gelip gittigini görün. Sadece uygun bir küçük 'urku' olmalı, derim. Ondan oldukça hoşlanıyorum Komutan. Bolzog! Bana merhemi getirin! Şimdi!
str_npc21_personalitymatch_speech|Ha! Şef! Dün gece, biraz, ufak zavallı delikanlı Ufthak'ı izledim. Komik bir delikanlı, kuşkusuz! Ona, bana uzakta sakladıgı etlerinden pişirmesini söyledim, ve gözünün önünde yedim! gözlerini pörtletip aglamadıysa ne olayım! Agladıgında burnunun nasıl aktıgını görmeliydin, Bir nehir gibiydi! Ha! Onu etrafta bulundurman güzel!
str_npc22_personalitymatch_speech|{s11} hoşuma gitmeye başladı, hiç söylemiş miydim ?
str_npc23_personalitymatch_speech|{playername}, savaştan edebildigim kadar nefret ediyorum. Sana yardım edemem fakat Lord {s11} tüm ihtişamıyla sürdügü atıyla çirkin yaratıkları bir şahin gibi avlayabilir.
str_npc24_personalitymatch_speech|Şef. Az önce {s11} ile konuşuyordum. Biraz vahşi oldugu dogru, ama aynı zamanda iyi bir de dost.
str_npc25_personalitymatch_speech|Sizin için bir başka zafer komutanım ve adamlarımızın hayatlarını korumak için yaptıgınız hamlelere hayranım. {S11} gibi savaşçılar savaş planlarınız için çok faydalı görünüyor.
str_npc26_personalitymatch_speech|{s11} hoşuma gitmeye başladı, hiç söylemiş miydim ?
str_npc27_personalitymatch_speech|{s11} hoşuma gitmeye başladı, hiç söylemiş miydim ?
str_npc18_personalitymatch_speech_b|Yüce Olan, Lykyada gibi bir savaşçının sizin sancagınız altında dövüştügünü çok iyi konuşuyor. Tüm Güneylilerin zayıf ve çökmüş oldugunu düşünmüştüm, Batılı erkeklerden çok da farklı degiller, ama saflarında onun gibi daha çok varsa, o zaman Batı'nın günleri gerçekten de sona eriyor.
