qstr_Received_{reg0}_dama|Obdrženo {reg0} poškození.
qstr_{s9}_asked_you_to_fr|{s9} tě požádal, aby si zprostil {s13} od hrozby trolla, řádícího v jeho okolí.
qstr_{reg1}_{s16}_joined_|{reg1} {s16} se přidal ke tvé družině.
qstr_Wait_{playername}._I|Počkej, {playername}. Toto často neříkám, ale jsi obzvlášť spolehlivý služebník.
qstr_Halt_{playername}._I|Stůj, {playername}. Už ze začátku jsem si myslel že budeš víc než jen poskok, prokazuješ se že jsi užitečný služebník.
; qstr_Take_these_warriors_|Take these warriors, that your horde might continue to serve me.
qstr_One_last_thing_{play|A ještě nakonec, {playername}. V zemi plné zrádců a rivalů, ty jsi vždy byl opravdový spojenec.
qstr_Wait_{playername}._W|Počkej, {playername}. Když jsme se potkali, měl jsem tě za rivala, ale vidím, že jsem se pletl.
qstr_Take_these_warriors_a|Vem si tyto válečníky, a použij je k pobití našich nepřátel.
qstr_Before_you_leave_{pl|Ještě než odejdeš, {playername}, věz, že jsi byl vždy dobrým přítelem.
; qstr_Wait_{playername}._I_|Wait, {playername}. I don't know you half as well as I should like, but thus far you have been a good friend.
qstr_Allow_me_to_repay_yo|Dovol mi ti to vynahradit nějakými vojáky.
qstr_Wait_{playername}._C|Počkej, {playername}. Schopní služebníci jako jsi ty a tví válečníci si zaslouží nejlepší vybavení.
qstr_Halt_{playername}._It|Počkej, {playername}. Je smutné že moji služebníci užívají tak druhořadé vybavení.
qstr_Take_this_{s22}_and_|Vem si {s22}, nechť ti pomůže při tvém běsnění.
qstr_Before_you_go_{playe|Než půjdeš, {playername}. Válečníci jak ty a tvoji druzi si zaslouží ty nejlepší zbraně, brnění a oře.
qstr_Wait_{playername}._Y|Počkej, {playername}. Tvé armádě se dařilo, ale šlo by ti to lépe s lepším vybavením.
qstr_Take_this_{s22}._I_h|Vem si toto {s22}. Mně je to k ničemu.
qstr_Just_a_moment_{playe|Počkej chvilku, {playername}. Ty a tví druzi jsou hodni těch nejlepších zbraní, brnění a ořů.
qstr_Wait_{playername}._Yo|Počkej, {playername}. Byl jsi dobrý vojevůdce. Myslím že je na čase aby jsi měl lepší vybavení.
qstr_Accept_this_{s22}_ma|Přijmi toto {s22}, nechť to pomůže tobě a tvým druhům.
qstr_the_Dwarves_so_that_|trpaslíci, takže pokud budeš cestovat kolem Osamělé hory nebo Železných hor, můžeš se zkusit vybavit proslulými zbraněmi trpaslíků
qstr_Gondor_so_that_if_yo|Gondor, takže pokud budeš cestovat jejich zeměmi, můžeš si pořídit některé z jejich dobře známých zbrojí
qstr_Rohan_so_that_if_you|Rohan, takže pokud budeš cestovat jejich zeměmi, můžeš si pořídit některé z jejich proslulých koní
qstr_Dale_so_that_if_you_|Dale, takže pokud budeš cestovat jejich zeměmi, můžeš si pořídit některé z jejich dobře známých luků
qstr_Without_my_help_you_|Bez mé pomoci by jste všichni leželi mrtví a spálení!^^ Přišel jsem na volání Sarumana z Železného pasu. Nepokoušej se mně nasrat!
qstr_Without_my_help_you_w|Bez mé pomoci by jste všichni leželi mrtví a spálení!^^ Přišel jsem na volání pána Mordoru, který bude brzy Pánem světa.
qstr__*snort*_There_is_on| *funí* Je jen jeden Pán světa, červe. Dříve nebo později se všichni budete zodpovídat Lugbúrzovi, slaboši!
qstr_*snort*_Another_one_|*funí* Další lidský štít prosti šípům! Zmiz, slabochu. Nemáme pro tebe žádné využití.
qstr_Go_to_Moria_and_get_|Běž do Morie a sežeň si pěkného vrka - nebo nějaké vlastní snagy jestli chceš!
qstr_Go_to_Isengard_and_g|Běž do Železného pasu a sežeň si někoho vlastního - možná tě někteří z bojovných Skurut-Hai budou následovat!
qstr_Go_up_north_to_Gunda|Jdi na Sever, do Gundabadu - pitomí a hnusní, tam jsou, ale mají dobré kožešiny.
qstr_Get_some_snagas_of_y|Sežeň nějaké vlastní snagy, jako ty co chodí za mnou. Možná že brzo budeš mít vlastní válečnou skupinu!
qstr_Our_friends_and_alli|Naši přátelé a spojenci o tobě uslyší, o tom nepochybuj! Možná by ti byli ochotni dát nové zvíře nebo novou čepel. Nikdo nemá čas na slabé, ale pokud jsi silný, cha, pomáháme těm, kteří pomáhají nám, chápeš? Vyměň některou z kořistí za dobrého koně s těmito muži z Rhûnu - pro jízdu nebo k jídlu, tvoje volba, har!
qstr_Trade_some_of_those_|Vyměň některou z kořistí za dobrého koně s těmito muži z Rhûnu - pro jízdu nebo k jídlu, tvoje volba, har!
qstr_That_is_not_a_smart_|To zrovna není chytré toto říct před válečníkem Rhûnu...Příště až tě uvidím, zabiju tě.
qstr_They_will_all_know_m|Všichni budou znát mé jméno... Všichni se ho budou bát
qstr_Suilad_mellon!_It_is|Suilad, mellon! V naší říši se často nesetkáváme s lidmi ze Skrytého údolí. Děkujeme hvězdám že vás vedly k nám na pomoc a tobě taky - le hannon!
qstr_Suilad_mellon!_It_is_|Suilad, mellon! Je vzácné, že nám někdo z našich lesních příbuzných přišel na pomoc - le hannon!
qstr_Suilad_mellon!_That_|Suilad, mellon! A je to - díky, příteli!^^ Zpočátku jsem si nebyl jistý jestli bude naší záhubou gobliní šavle nebo zuřivý medvěd. Alas, hvězdy byly milostivé a poslaly nám tebe na pomoc.
qstr_Alas_it_is_not_a_ple|Bohužel, není to příjemný účel ani pouhé putování, které mě a ostatní sloužící pánovi Elrondovi přivádí do těchto zemí... 
qstr_You_wouldn_t_have_ne|Nepotřebovali byste naši pomoc, kdybyste udrželi své hranice zavřené!
qstr__*growl*_I_know_your|(*vrčí* Znám váš jazyk, elfe, dost dobře na to, abych věděl, jestli se mi vysmíváš nebo vzdáváš díky... 
qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen. Hluboké jsou plány mého pána, ne všichni je mohou vidět a porozumět jim.
qstr_Alae!_Our_green_wood|Alae! Naše zelené hvozdy jsou silně střeženy, naše silné brány stojí pevně, síně krále Thranduila jsou zabezpečeny. Bylo by moudré následovat našeho příkladu.
qstr__say_nothing_|(neříkat nic)
qstr_Alas_it_is_not_a_plea|Bohužel to není příjemný účel nebo pouhé putování, které mě a ostatní sloužící pánovi Elrondovi přivádí do těchto zemí. ^^ Na temných místech se pohnulo starodávné zlo a nyní se žene na světlo. Moudří za horami odpověděli na výzvu a družiny Roklinky pochodují k boji, k boji o Sever.
qstr_You_wouldn_t_have_nee|Nepotřebovali byste naši pomoc, kdybyste udrželi své hranice zavřené! ^^Příběhy o lesní čarodějnici vyděsí jen bezduché blázny - ne takovou skřetí špínu, kterou jsme právě zabili.
qstr_*growl*_I_know_your_|*vrčí* Znám váš jazyk, elfe, dost dobře na to, abych věděl, jestli se mi vysmíváš nebo vzdáváš díky.^^ Hvězdy s tím nemají co dělat - cítil jsem tu špínu a sledoval stopy. Zabil bych je, ať už by jste byli v nebezpečí nebo ne.
qstr_Keep_your_secrets_th|Nech si tedy svá tajemství, příteli, ale Zlatý les si šeptá o příchodu tvého druhu. ^^Budeme informovat naši paní Galadriel o příchodu pana Elronda, i když mám podezření že už to ví. A bude o tobě mluvit taky s našimi lidmi. ^^Le maethor veleg a gornui! Vaše odvaha a skutky budou známy a vaše potřeby splněny při každé návštěvě našeho údolí Zpívajícího zlata.
qstr_We_walk_under_the_su|Chodíme pod sluncem a hvězdami, není naše touha bydlet v jeskyních. Přesto je vaše nepochybně dobře míněná rada přijata. ^^Vaše moudrost a statečné skutky budou známy, vaše potřeby splněny, kdykoli se budete procházet po naší domovině.
qstr_*he_sighs_and_smiles|*povzdechne a lehce se usmívá* ^^Velmi dobře. Pro náš společný účel rádi všechno sdílíme, i když tam odkud pocházíte je slov nedostatek.
qstr_For_some_months_we_h|Několik měsíců sledujeme tu skřetí špínu jak se rozrůstá a zamořuje naše lesy. ^^Budeme informovat naši paní Galadriel o příchodu pana Elronda, i když mám podezření že už to ví. A bude taky mluvit s našimi lidmi o tobě. ^^Le maethor veleg a gornui! Tvá odvaha a skutky budou známy a tvé potřeby splněny při každé návštěvě našeho údolí Zpívajícího zlata.
qstr_Calm_yourself_friend|Uklidni se příteli. Pedin i phith in aniron, a nin u-cheniathog. ^^Budeme o tobě mluvit se všemi našimi lidmi. Tvá odvaha a skutky budou známy a tvé potřeby splněny, kdykoliv se vrátíš do světel Zlatého údolí.
qstr_Stars_sail_through_t|Hvězdy plují po nebeských mořích, lidé kráčí po zemi. Kdo může upřímně říct, že se jejich cesty následují za sebou? Budeme o tobě mluvit se všemi našimi lidmi. Tvá odvaha a skutky budou známy a tvé potřeby splněny, kdykoliv budeš následovat hvězdu do Zlatého údolí.
qstr__RESOURCE_POINT_TUTO|(RESOURCE POINTY TUTORIAL)^^ Resource pointy které potřebuješ na nákupy u Lorienu nejsou ty stejné které získáš ve tvé vlastní frakci, ale ty které získaš u Lorienu. ^^V sekci HLÁŠENÍ najdete více informací.
qstr__RESOURCE_POINT_TUTOR|(RESOURCE POINTY TUTORIAL)^^ Resource pointy které potřebuješ na nákupy u Meddědovců nejsou ty stejné které získáš v Lothlorienu, ale ty které získaš u Meddědovců. ^^V sekci HLÁŠENÍ najdete více informací.
qstr_I_have_long_wished_t|Dlouho jsem si přál navštívit lesní lid...
qstr_What_form_shall_the_|Jakou formu má mít přízeň Lorienu...
qstr_Our_bees_make_honey_|Naše včely dělají med a vosk, naše stáda nám dávají mléko, máslo a sýr...
qstr_I_have_long_wished_to|Dlouho jsem si přál navštívit lesní lid, ochutnat lembas a poslouchat vaše písně! ^^Přinesli jsme šumivá zlatá vína, zaprášené spisy a hrdé starobylé bannery, které nám připomínají naše zpívající, říční údolí, ale jsem zvědavý, jaké jedinečné zázraky najdete v Laurelindorenanu.
qstr_What_form_shall_the_f|Jakou formu má mít přízeň Lorienu? ^^Zlato, které se nad ránem mění v listy? Čistý chutný nápoj a kouzelný chléb pro moje vojáky? ^^Krvavě červené víno, čerstvě ulovený jelen, zbrojnice plné ostrých kopí a kvalitních šípů! To je pohostinnost, kterou preferuji já!
qstr_Our_bees_make_honey_a|Naše včely dělají med a vosk, naše stáda nám dávají mléko, máslo a sýr^^ Chleba si děláme sami a s ostrými sekerami můžeme obchodovat s trpaslíky, kteří procházejí kolem.^^ Co víc si přát, co víc než pár silných rukou?
qstr_If_fate_wills_it_I_s|Pokud to osud bude chtít, budu znovu chodit po vašich zemích a budu znát všechna jejich tajemství.
qstr_If_I_ever_have_need_|Pokud budu někdy potřebovat druh pomoci, který může Lorien nabídnout, přijdu si pro ni. Ať k jakémukoliv použití.
qstr__nod_and_say_nothing|(kývnout a nic neříkat)
qstr_Oh_there_are_many_an|Oh, je jich mnoho a každý přítel Lorienu je vítán těmito dary! ^^Když budeme opět stát bok po boku na bitevním poli nebo nabídneš naši Paní a jejím lordům své služby, naši lidé odmění tvou laskavost vším, co budeš potřebovat - lesklé zbraně, tvrdé zbroje, šípy s bílými křidélky a zásoby pro tvé vojáky. ^^Kdo ví, možná se časem staneš {velkým lordem/velkou lady} z Lorienu, tím kdo nabídne radu ostatním a bude žádán o laskavosti.
qstr_The_joys_of_the_Gold|Potěšení je ve Zlatém údolí mnoho a opravdoví přátelé Lorienu jsou zde vždy vítáni. ^^Když budeme opět stát bok po boku na bitevním poli nebo nabídneš naši Paní a jejím lordům své služby, naši lidé odmění tvou laskavost vším, co budeš potřebovat - lesklé zbraně, tvrdé zbroje, smrtící šípy a výživné jídlo pro tvé vojáky.^^Kdo ví, možná se časem staneš {velkým lordem/velkou lady} z Lorienu, tím kdo bude sdílet moudrost s ostatními a bude žádán o laskavosti.
qstr_Our_Golden_Valley_gi|Naše Zlaté údolí nabízí spoustu zboží a přítel Lorienu je vítán. ^^Když budeme opět stát bok po boku na bitevním poli nebo nabídneš pomoc naši Paní a jejím lordům, naši lidé odmění tvé snažení vším, co potřebuješ, když jsi tak daleko od domova.
qstr_I_shall_keep_that_in|Budu si to pamatovat.^^ Hantanyel, áva márië!
qstr_That_may_be_so_some_|Může to tak být, některé cesty světa vedou pokřiveně^^ Boe i 'waen!
qstr_I_seldom_wander_far_|Málokdy putuji daleko od domova. Odejdi tak rychle jak jen můžeš. Může tady být více goblinů, kteří slídí po okolí.
qstr_Who_are_you?_A_mere_|Kdo jsi? Pouhý {s25}? Nemám čas na takové jako jsi ty! Nech mně být! {s2}
qstr_What_do_you_want?|Co si přejete?
qstr_Greetings_{playernam|Vítej, {playername}. Co pro tebe mohu udělat?
qstr_What?_You_come_to_me|Cože? Přijdeš za mnou a nevíš co dělám? Podívej se kolem sebe.^^ Vidíš krev? Slyšíš pláč? Cítíš jejich bolest? To je to co dělám! Rozbiju věci, abych je mohl udělat lepšíma! Jestli ke mně přicházíš zničený a v bolesti, můžu i tebe udělat lepším!
qstr_I_am_a_healer._Come_|Jsem léčitel. Přijď za mnou když budeš ty nebo tví společníci vážně raněni a já se postarám o tvé zranění jak nejlépe budu moci.
qstr__Costs_500_Resource_|(Stojí 500 Resource, 5 bodů vlivu)
qstr_Ha!_I_can_see_that!_|Ha! To vidím! Můžu to udělat, ano.. Kromě tvojí krve, není nic zadarmo! {s2}
qstr_Yes_I_see_that._We_c|Ano, vidím to. Můžeme se o to postarat, ale budu muset poslat pro nějaké ingredience. {s2}
qstr__Costs_1000_Resource_|(Stojí 1000 Resource, 10 bodů vlivu)
qstr_I_ll_have_my_worms_d|Ti moji červi se o tebe postarají. Nejsou nejlepší, ale někdy svoji práci udělají. Řekni mi až je tady budeš chtít. {s2}
qstr_I_ll_have_my_assista|Mí asistenti se postarají o tvé muže. Stále se učí, takže prosím vydrž to s nimi. Dej mi vědět až je budeš potřebovat. {s2}
qstr_Alright!_Worms!_Get_|Dobře! Červi! Pojďte sem a vypořádejte se s tím!
qstr_Let_us_begin._My_ass|Začněme. Mí asistenti se o tebe a tvé muže postarají.
qstr_All_done!_Ha!_You_di|Hotovo! Ani jsi moc nevřískal, působivé! Teď padej, nech mně být.
qstr_We_ve_done_what_We_c|Udělali jsme co jsme mohli. Teď ty a tvoji muži potřebujete trochu odpočinku.
qstr_Boss_the_lads_are_hu|Šéfe, chlapi jsou hladoví! Děláme všechnu těžkou práci a pořád hladovíme!
qstr_Master_the_lads_are_|Pane, chlapi jsou hladoví! Nemůžeme pořád bojovat s prázdnými žaludky!
qstr_Yes!_With_proper_fed|Ano! Se správně naplněnými žaludky, budeme dělat dvakrát tak dobře!
qstr_As_you_command_maste|Jak přikazuješ, pane, heh heh. Maso je zpět v nabídce, chlapi!
qstr_Your_Orcs_&_Uruks_at|Tví skřeti a skuruti snědli {reg1} lidí!
qstr_Yes_master!_As_you_c|Ano pane! Jak přikazujete, pane!
qstr_Harr_harr_harr!_You_|Harr harr harr! MNĚ nezastrašíš! Příště to budeš TY koho sežereme!
qstr_One_{s6}_left_the_pa|Jeden {s6} opustil skupinu.
qstr_I_understand._I_will|Rozumím. Zůstanu s tebou. Chvíli.
qstr_I_have_played_my_rol|Hrál jsem svou roli po mnoho dlouhých let, mnoho životů smrtelníků. Tahle válka je na lidech. Odejdu na Západ a někteří se možná rozhodnou mne následovat.
qstr_{reg1}_Veteran_Elves|{reg1} Elfů veteránů se rozhodlo opustit tvou skupinu.
; qstr_What_an_amazing_feat|What an amazing feat of arms!
qstr_Well_done!|Dobrá práce!
qstr_Nice_legwork.|Nádherná práce nohou.
qstr_Heh.|Heh.
qstr_Good_moves_but_you_m|Dobré pohyby, ale ještě máš na čem pracovat.
qstr_More_than_half_of_th|Víc než polovina soupeřů, to není špatné
qstr_You_ll_need_to_try_h|Budeš se muset snažit více.
qstr_Well..._better_here_|No... lepší tady než v boji, ne?
qstr_We_ve_been_sent_by_{|Byli jsme vysláni {s3}. Přišli jsme aby jsme spojili naše síly s tvými.
qstr_{s3}_has_sent_us_to_|{s3}nás poslal, aby jsme se přidali k flotile útočící na {s4}
qstr_Excellent_{playernam|Skvěle, {playername}! Slyšel jsem že jsi jim dal více než jsem žádal. Skvělá práce.^^ Tady, vezmi si to jako extra odměnu za překročení našich očekávání. ^^ Musíme vyhrát tuhle válku co nejdříve.
qstr_Excellent_{playername|Skvěle, {playername}. To jim určitě pomůže. Musíme vyhrát tuhle válku co nejdříve.
qstr_Reinforcing_{s1}_has|Posílení {s1} navýšilo sílu {s2}. ({s2} dostal {reg50} k síle frakce).
qstr_The_watchmen_in_the_|Městské hlídky hlásí pozoruhodný pokles přepadení. Svou práci jsi odvedl dobře. Děkuji ti, {playername}.
qstr_Our_guards_have_seen|Naše stráže viděly tu verbež utíkat se staženými ocasy. Vedl sis dobře a ukázal těm otrapům, kdo ovládá toto území.
qstr_It_was_nothing._I_wi|To nic nebylo. Budu hlídat, jestli se znovu objeví.
qstr_Slaying_these_maggot|Zabít tyhle červy, to nic nebylo. Budu dávat pozor jestli nebudou zase vyskakovat.
qstr_town|městečko
qstr_village|vesnici
qstr_The_{s9}_of_{s13}_ha|{s9} z {s13} tě požádal aby ses vypořádal s kmenovými skřety v přilehlém okolí.
qstr_{s9}_of_{s3}_asked_y|{s9} z {s3} tě požádal abys doručil {reg5} jednotek {s6} do {s10} v {s4} v {reg6} dnech.
qstr_The_{s9}_of_{s4}_ask|{s9} z {s4} tě požádal abys posílil {s3} alespoň {reg5} jednotkami do {reg6} dnů. promluv si vedoucím kasáren v {s3}. Na kvalitě poskytnutých vojáku nezáleží.
qstr_You_have_reinforced_{|Posílil jsi {s3} 0 jednotkami.
qstr_Thank_you_for_offeri|Díky, že nabízíš pomoc, {playername}.^^Karavany mířící do a z města, byly několikrát napadeny {s6}. S každým přepadením jsou odvážnější a přibližují se blíže k městu.
qstr_Good_of_you_to_ask_{|Dobře že se ptáš, {playername}.^^{s6} se pohybuje po okolí a myslí si že mu to tady patří. Nikdo s tím nic nedělá a tak je pořád drzejší a bere nám co je právoplatně naše.
qstr_The_people_have_aske|Lidé prosí o pomoc. Chtějí abys zabil alespoň {reg22} {s6}, v naději že je to na nějaký čas udrží zpátky.^^Byl by jsi schopný to udělat?
qstr_I_want_you_to_slay_a|Chci aby jsi zabil alespoň {reg22} {s6}, abys ukázal těm slabochům že jsou bezvýznamní.^^Co říkáš?
qstr_We_will_get_rid_of_t|Zbavíme vás těch otrapů.
qstr_{s9}_wants_you_to_sl|{s9} chce abys zabil {reg22} {s6} v bitvách.
qstr_The_{s9}_of_{s3}_ask|{s9} z {s3} tě požádal aby jsi mu přinesl {reg5} jednotek jídla v {reg6} dnech.
qstr_The_{s9}_of_{s3}_aske|{s9} z {s3} tě požádal abys mu přinesl {reg5} jednotek {s6} v {reg0} dnech.
qstr_Escort_the_supply_tr|Doprovázej zásobovací konvoj do {s8}.
qstr_The_{s9}_of_{s4}_aske| {s9} z {s4} tě požádal, aby si ulovil problematické gobliny v okolí města.
qstr_The_{s9}_of_{s14}_ha|{s9} z {s14} tě požádal, aby ses vypořádal se skupinou banditů, kteří dělají potíže v {s14}. Vychází pouze v noci a útočí na samotné lidi v ulicích.
qstr_refugees|uprchlíky
qstr_slaves|otroky
qstr_{s1}_Refugees|{s1} Uprchlíci
qstr_{s1}_Slaves|{s1} Otroci
qstr_The_{s11}_of_{s10}_a|{s11} z {s10} tě požádal, abys eskortoval {s12} do {s13}.
qstr__Guards_slaughter_hi|Stráže, zabijte ho!
qstr_Slaughter_him_for_fr|Zmasakrujte ho pro čerstvé lidské maso!
qstr_This_is_{s5}_Command|Tohle je {s5}, Velitel.
qstr_{s6}_This_place_and_|{s6} Tohle místo a okolí patří {s7} z {s8}.
qstr_Hey_scum!_I_can_fix_|Hej špíno! Můžu ti spravit tvůj ksicht.
qstr_Watch_where_you_re_g|Koukej kam šlapeš, červe!
qstr_I_don_t_like_your_fa|Nelíbí se mi tvůj ksicht! Myslím že ti ho trošku vylepším.
qstr_What_are_you_looking|Na co se to díváš?? CO?
qstr_the_white_hand|bílá ruka
qstr_the_lidless_eye|oko bez víčka
qstr_I_have_some_of_your_|Mám sebou některé z tvých lidí. Nechám se, aby se k tobě připojili a pomohli tvé věci.
qstr_Some_of_your_stinky_|Někteří z tvého smradlavého druhu jsou se mnou. Určitě půjdou radši s tebou.
qstr_{s4}_It_is_always_go|{s4} Vždy je dobré vidět jedno z nás.
qstr_a_nearby_town|blízké město
qstr_that_town_over_there|to město tady
qstr_{s4}^We_are_from_{s1|{s4}^Jsme z {s11}, skoutujeme ve směru {s12}.
qstr_{s4}^We_are_{reg1?fo|{s4}^ {reg1?Slídíme:Pleníme} kolem {s11}.
qstr_{s4}^We_are_patrolli|{s4}^Hlídkujeme kolem {s11}.
qstr_{s4}^We_are_carrying|{s4}^Vezeme zásoby z {s11} do {s12}.
qstr_{s4}^We_are_escortin|{s4}^Eskortujeme vězně z {s12}.
qstr_Greetings_do_you_nee|Zdravím, potřebujete posily?
qstr_I_will_need_your_hel|Budu potřebovat pomoc, prosím následujte mne. [Stojí {reg1}/{reg2} vlivu]
qstr_You_and_your_men_mus|Ty a tví muži, následujte mne. [Stojí {reg1}/{reg2} vlivu]
qstr_It_looks_like_you_ha|Vypadá to že už máš příliš moc následovníků.
qstr_Why_do_you_need_us?_|Proč nás potřebuješ? Všechny, které potřebuješ už za tebou jdou!
qstr_We_will_follow_you_t|Budeme vás sledovat, i když nemůžeme putovat příliš daleko.
qstr_If_there_is_killing_|Pokud se bude zabíjet, půjdem s tebou. Ale nemůžeme jít daleko, jinak budem v průseru.
qstr_We_cannot_leave_our_|Nemůžeme opustit své pozice, abychom tě teď následovali. [Nedostatek bodů vlivu (Potřebuješ{reg1})]
qstr_Who_are_you_to_comma|Kdo jsi že nám poroučíš? [Nedostatek bodů vlivu (Potřebuješ{reg1})]
qstr_Then_let_us_go._Stay|Tak pojďme. Zůstaňte nablízku. Brzy vás budu potřebovat.
qstr_There_will_be_blood_|Poteče krev, tím si buďte jistí. Zůstaňte blízko nebo zmizte.
qstr_Goodbye_friends.|Sbohem, přátelé.
qstr_See_you_later_if_you|Uvidíme se později, jestli tě nezabijí.
qstr_I_don_t_need_your_he|Už nepotřebuji tvou pomoc. Jdi domů.
qstr_I_don_t_have_any_nee|Jsi mi k ničemu. Zmiz.
qstr_We_will_return_to_ou|Vrátíme se k našemu minulému úkolu. Sbohem.
qstr_Lads_we_re_going_hom|Hoši, jdeme domů!
qstr__^Oh_and_take_back_t| ^Jo, a vem si zpátky ty, kteří nejsou z našeho lidu.
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?Tito odvážní:Tento odvážný} {reg28?vojáci nám určitě pomohou:voják nám určitě pomůže} bránit naše země.{s32} {s23}^^[získáno {reg14} Resource Pointů s {s14}]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?Tihle užiteční:Tenhle užitečný} {reg28?vojáci nám pomůžou:voják nám pomůže} způsobit vetší spoušť.{s32} {s23}^^[získáno {reg14} Resource Pointů s {s14}]
qstr_Good_luck_in_your_tr|Hodně štěstí na cestách.
qstr_Try_not_getting_your|Zkuste se nenechat zabít.
qstr_You_ready_your_weapo|Připravil jsi své zbraně a cítili proudění minulých zkušeností skrz tvé tělo. (Zbraňové dovednosti a Vlastnosti zlepšeny)
qstr_The_previous_battle_|Předchozí bitva tě zahřála. Cítíš se svěže a jsi připraven na další. (Vlastnosti, Schopnosti a Zbraňové dovednosti zlepšeny)
qstr_You_are_tired_but_ad|Jsi unavený, ale adrenalin, který ti proudí v žilách, tě zoceluje. (Vlastnosti, Schopnosti a Zbraňové dovednosti zlepšeny)
qstr_These_are_great_weap|Tohle jsou vskutku skvělé zbraně. Na dotek jsou cítí zvláštně... (Vlastnosti a Zbraňové dovednosti zlepšeny)
qstr_You_can_barely_raise|Stěží teď můžeš zvednout zbraň... ale, když vidíš tvé druhy okolo tebe posiluje to tvé odhodlání. (Vlastnosti a Zbraňové dovednosti zlepšeny)
qstr_With_Lord_Balin_s_tr|S poklady lorda Balina, které ti byly propůjčeny, a vzpomínkou na jeho smrt svěží ve tvé mysli, tvůj vztek hoří silněji. (Vlastnosti, Schopnosti a Zbraňové dovednosti zlepšeny)
qstr_We_cannot_hold..._we|Nemůžeme se udržet... je s námi konec...
qstr_You_do_not_know_how_|Nevíš jak dlouho ještě vydržíte...
qstr_How_long_can_we_keep|Jak dlouho to můžeme udržet? Už nemohu dál držet sekeru....
qstr_You_know_that_the_en|Víš že konec se blíží...
qstr_You...._good....dwar|Ty.... dobrý....trpaslík...
qstr_You_can_no_longer_ra|Už nemůžeš déle udržet svou zbraň...
qstr_There_are_too_many..|Je jich příliš mnoho... příliš mnoho....
qstr_..........|..........
qstr_It_is_off_to_work_we|Je to pryč, do práce...
qstr_Your_mind_starts_to_|Tvá mysl začíná blouznit.. myslí na zlato a poklady...
qstr_...............|...............
qstr_Sleep_sounds_good...|Spánek zní dobře...
qstr_For_Balin!!|Za Balina!!
qstr_For_Balin...|Za Balina...
