qstr_Received_{reg0}_dama|受到{reg0}点伤害。
qstr_Next_if_you_try_to_a|然后，你要是胆敢自行进攻敌军首都——如果再次见面你还没死的话我会给你来上一棍子的。我们只朝主人下令的地方进军。你应该先去进攻那些能够轻易击溃的敌人。
qstr_Secondly_you_do_not_|其次，你不能在没有得到允许的情况下带我们的士兵进攻敌人的首都。只有当我们的全部军力都集结一致后，才能去进攻那些地方。你只能进攻那些我们的敌人已经被充分削弱并且有可能被打败的地方。
qstr_Third_{s2}_is_on_its|再次，{s2}有自己的战役要进行。目标看起来轻而易举的话，我们会支援你，当然你最好有实力自己打下目标，不然你可能活不长久了。
qstr_Furthermore_you_must|而且，你得知道，{s2}正忙得团团转。条件允许的话，我们的掌旗官会与你并肩作战，但还是别抱太多希望——你可能不得不独自奋战。
qstr_Last_remember_that_a|最后，你要记住，身为{s25}，主人没空听那些失败的消息。{s2}为你的作战承担着很多风险——你要是战败的话，我们会让你生不如死。
qstr_Finally_remember_tha|最后，记住作为一名{s25}，你的成败决定了你的生死。{s2}为你的作战承担着很多风险——你要是战败的话，就准备承担后果吧。\n 
qstr_Finally_remember_that|最后你要牢记，作为一名{s25}，你可以沐浴在来之不易的胜利的光辉中，将胜利据为己有，但当你战败时，所有生活在{s2}的人都会因你的失败付出代价。你可是背负着{s2}的命运在战斗——你要是战败的话，就准备承担后果吧。
qstr_Still_think_you_can_|你还觉得你能应付好这件事吗？
qstr_Knowing_what_I_have_|了解我告诉你的这些后，你仍然觉得你能胜任吗？
qstr_Knowing_what_I_have_t|了解我告诉你的这些后，你仍然想能做这件事吗？
qstr_Give_me_the_banner_o|给我主人的大旗吧！
qstr_Yes_my_lord._Let_me_|是的，我的大人。让我高举我们的战旗冲入战场吧。
qstr_The_people_of_{s3}_t|{s3}的人民感谢你的礼物，{playername}。作为{s1}的交换，我们想把{s2}送给{s4}的人民。再次感谢你，{playername}。
qstr_I_want_to_deliver_a_|我想给我们的盟友送一份礼物。
qstr_delivering_a_gift|送一份礼物
qstr_I_want_to_bring_a_br|我想给我们的盟友送一份贿赂。
qstr_delivering_a_bribe|送一份贿赂
qstr_{s2}_[{reg14}_Resour|{s2} [{reg14}资源点]
qstr_Gift|礼物
qstr_You_have_requested_t|你请求把{s1}的礼物从{s2}送给{s3}。{s3}的人民一定会很欢迎你的到来。
qstr_Bribe|贿赂
qstr_You_have_requested_to|你请求把{s1}的贿赂从{s2}带给{s3}。希望你能够得到一定的奖赏作为回报吧。
qstr_{reg3}_hours.|{reg3}小时。
qstr_hour.|小时。
qstr_Taking_{reg0}_inf._A|Taking {reg0} inf. Alt?={reg1}
qstr_You_spent_{reg0}_of_|你花费了对{s1}的{reg0}影响力。你还剩{reg1}影响力。
qstr_The_War_is_over_{pla|战争结束了！{playername}，你还没听说么？
qstr_We_are_at_war_with_{|我们正与{s12}交战。但交战的重心其实是在{s13}身上。
qstr_We_are_at_war_with_{s|我们正与{s12}交战。但其实目前只有一点小冲突。
qstr_we_are_not_too_conce|我们目前没工夫理他们，因为我们正与离家更近的敌人交战。
qstr__under_your_orders|，听从指挥。
qstr_{playername}_you_may|{playername}，您可能已经看到了{s7}的主人。在所有与我们作战的队长中，目前最负盛名的是{s8}的{s7}。他们仅仅出现在战场上就足以使我们的敌人壮胆生威，动摇我们盟友的决心。{playername}，如果你想在这场战争中有一番作为，那就在公开的战斗中，当着所有人的面击倒{s7}军团吧！以此重燃我们的希望，并让恐惧充斥胆敢反抗我们的人心中。
qstr_Do_you_mark_how_our_|你有没有看到我们最勇敢的战士只不过听到{s7}和{s8}就开始动摇？一个伟大的战士，哦，是的，一个能干的队长。我们不能让这样的现象四处散播！他们无处不在，我们的战线不断后撤，我们的敌人重振军威。这不可能。我命令你，{playername}，在公开战斗中挑战并击败{s7}的士兵。看到他{s7}被你打倒的这一幕将会冻僵他追随者们的血液和骨髓，给我们的军队看看我们的敌人是可以被打倒的！
qstr_This_is_a_chance_for|这是一个展示我能力的机会。我将会在敌人和盟友两边注视之下击败他们{s7}。
qstr_Accursed_be_those_wh|那些追随{s7}的人该受到诅咒，为此我将会击溃他们给所有人看!
qstr_{s9}_wants_you_to_de|{s9}想要你在战斗中击败{s36}的{s35}。
qstr_I_humbly_ask_that_yo|我谦卑地请求你为这项任务另寻他人。我不认为我能够胜任在战斗中打败{s7}这项任务。
qstr_Mercy_I_crave!_To_fa|发发慈悲，我求求你了！和{s7}面对面战斗完全是件愚蠢的事情！我做不到啊！
qstr_strong_warriors_from|来自{s7}的强大战士们
qstr_champions_from_{s7}_|来自{s7}的冠军，战场上最强的幸存者。
qstr_{playername}_the_men|{playername}，人们听说了敌军残暴士兵的传闻。那些耸人听闻的谣言让我军士气低落。我希望你能够向大家展示敌兵并不可怕。我希望你能够亲自杀死{reg22}名{s6}。
qstr_{playername}_I_want_|{playername}，我想要你展示给我们的人看看敌军是多么的无足轻重。我想要你亲自宰掉{reg22} {s6}！让他们看看我们才是更强的！
qstr_I_will_do_what_you_a|我会做你要求的，而且这些人会见证。
qstr_high_level_troops_fr|高阶士兵来自
qstr_elite_level_troops_f|精锐士兵来自
qstr_{s9}_wants_you_to_pe|{s9}想要你亲自击败{reg22}{s6}{s7}。
qstr_I_want_you_to_person|我要你亲自杀掉
qstr_I_want_you_and_your_|我要你和你的士兵去杀
qstr_{playername}_you_nee|{playername}，你需要赢得我和你手下的尊重。{s6}{reg22}{s7}士兵！
qstr_{s9}_wants_you_to_per|{s9}想要你亲自杀死{reg22}{s6}士兵。
qstr_{s9}_wants_you_and_y|{s9}想要你和你的手下杀死{reg22}{s6}士兵。
qstr_{playername}_we_have|{playername}，我们狠狠地教训了艾辛格。他们已经召集他们最后的军团来保护在他那塔里的萨鲁曼了。与我并骑，去会会他们！
qstr_{playername}_we_have_|{playername}，我们面临着十分紧急的事态。卢恩的野蛮人比我们想象中更加狡猾和大胆— 我们的侦察员并没有发觉，他们已经建造好了许多的船和木筏足以让他们穿过长湖，直攻长湖镇！^^ 我们必须要加强我们在这里的防御，要尽快。赶快带领你的人前往那里，逼退那群野蛮人！^（建议在25级之前做该任务，否则敌人人数异常）
qstr_If_you_seek_pillage_|如果你想着烧杀掳掠的事情的话，这里可有个错过就没有了的机会，{playername}。^^ 一支正打算启航的海贼舰队正在{s7}，并且将会计划到达{s6}，现在正是时机成熟之际！加入他们的劫掠计划，然后痛快地享用分到的战利品吧！^（建议在25级之前做该任务，否则敌人人数异常）
qstr_The_soft_weaklings_o|长湖镇软弱的懦夫可比不上我们迅捷的骑手和凶猛的战士，{playername}。这是众所周知的。那些长湖镇的人们相信他们自己很安全，因为我们之间隔着水流，但我们很快就要给他们一个惊喜！^^ 我已经造了许多船只，和木筏，足够结实到让我们的战士直穿过湖泊。他们不会预料到我们的！^^去主营，如果你想要加入这次袭击的话就跟营长说话。^（建议在25级之前做该任务，否则敌人人数异常）
qstr_{s9}_asked_you_to_he|{s9}请求你去帮助{s3}防卫一支海盗突袭队。快赶往那座城市，与行政长官取得联系，然后借你的增援给驻军。
qstr_{s9}_asked_you_to_hel|{s9}请求你去帮助长湖镇防卫一支水兵突袭队，所有的事情都是卢恩搞的。快赶往那座湖城，与行政长官取得联系，然后借你的增援给驻军。
qstr_{s9}_offered_you_an_|{s9}给你一个机会加入一支水兵突袭队去{s3}。自行前往{s4}，与营地长官取得联系，然后加入这次袭击。
qstr_{s9}_offered_you_an_o|{s9}给你一个机会加入一支水兵突袭队去长湖镇。自行前往{s4}，与营地长官取得联系，然后加入这次袭击。
qstr_We_will_go_as_swiftl|我们将尽快赶到，但愿我们不会太迟。
qstr_We_shall_plunder_the|我们应该掠夺他们的港口并且将他们的财富据为己有！
qstr_We_shall_plunder_the_|我们应该掠夺这座湖城并且将他们的财富据为己有！
qstr_I_m_sorry_but_we_can|抱歉，我们现在无法支援他们。
qstr_Bah!_Far_more_glory_|呸！在其他地方赢得的荣誉可比在海上抢劫的多得多。
qstr_This_raid_does_not_i|这次袭击并不让我感兴趣。我将去其他地方赢得我的荣誉。
qstr_{s9}_asked_you_to_de|{s9}希望你摧毁{s1}附近的斥候营地。
qstr_Your_party_must_be_at|你的队伍至少要有10名士兵才能开始这项任务。
qstr_{s9}_asked_you_to_def|{s9}希望你保护{s1}附近一座被攻击的村庄。
qstr_{s9}_asked_you_to_ra|{s9}希望你能掠夺{s1}附近的一座村庄。
qstr_These_soldiers_may_w|这些士兵势必会在我的计划中力挽狂澜，{playername}。我能看得出来，你把他们训练的很好。感谢并赞美你！
qstr_I_wish_you_had_train|我希望你有好好训练他们，{playername}。不过在这邪恶压进的时代，你能给我什么我也只好用什么了。
qstr_Good_work_in_shaping|你让这些新兵焕发了新生，{playername}。我一直都坚信你是最能干的。但愿这些士兵能比上一批坚持更久。不然的话请再来找我，我还会需要你的帮助的。
qstr_Is_that_all_you_coul|{playername}，你就这点本事？就这连昨天的战损都补不上，转交给我后你就滚吧！
qstr_Well_the_soldiers_ar|好了长官，这些士兵现在归你指挥了。我希望你能带他们平安归来。
qstr_Well_you_may_do_as_y|好的，您请自便。如您所需，我和我手下的教官们将随时为您效劳。
qstr_{s9}_asked_you_to_br|{s9}希望你带回一只残暴的食人妖以便军用
qstr_{s9}_asked_you_to_fi|{s9}希望你探索法贡森林，调查之前究竟发生了什么，并且向他回报。
qstr_{s9}_asked_you_to_fin|{s9}希望你去寻找丢失的布拉多辛王长枪，该长枪是孤山矮人为国王布拉多辛的部队打造，每柄长枪都拥有经过三次锻造的枪尖，柄上则镶着精雕细琢的黄金。你需要得到{s5}的许可，去寻找深藏在孤山的深处的长枪。
qstr_{s9}_has_asked_you_t|{s9}希望你能去杀死位于幽暗密林的多尔哥多巫师
qstr_{s9}_asked_you_to_ta|{s9}希望你给{s13}送一封信。你接受任务时{s13}正位于{s4}。
qstr_{s9}_asked_you_to_tak|{s9}希望你给隶属于{s15}的{s13}送信。你接受任务时{s13}正位于{s4}。
qstr_{s11}_asked_you_to_e|{s11}希望你能护送他的信使到{s14}
qstr_Lend_your_experience|将你部队中经验丰富的外科医生{s3}借给{s1}
qstr_No_commander_should_|{playername}，这件事儿对于一名指挥官来说真是难以启齿。我前些天竟然发现我的一些士兵分不清剑的首尾。我希望有人能向他们展示何为勇气何为技艺。你是一位声名远扬的战士，{playername}。我能请求你能帮我训练一些士兵么？我将由衷的感激你。
qstr_No_commander_should_h|{playername}，这件事儿对于一名指挥官来说真是难以启齿。我前些天才发现我的部分士兵特别的散漫。我希望有人能够重塑他们的风骨，或是及时终止他们无谓的努力。你是一位声名远扬的战士，{playername}。我能请求你能帮我训练一些士兵么？我会支付你高额回报的。
qstr_{s9}_asked_you_to_rai|{s9}希望你在{s14}为{reg1}征税并带给他。
qstr_{s9}_asked_you_to_hu|{s9}希望你去追捕名为{s4}的逃犯。根据报告他目前位于{s3}。
qstr_{s9}_asked_you_to_defe|{s9}希望你能够保护3队去往{s3}的难民。
qstr_{s9}_asked_you_to_hun|{s9}希望你能够猎杀3队去往{s3}的难民。
qstr_{s9}_asked_you_to_ca|{s9}希望你把三队逃跑的奴隶带回{s4}。他说这三队人全都逃向{s3}。
qstr_{s11}_asked_you_to_f|{s11}希望你跟踪将要离开{s12}的间谍。你必须小心不要在途中被间谍发现，否则他可能会产生怀疑并返回。一旦间谍和同伙会面，你需要伏击并抓获他们，然后一并带回{s11}。
qstr_{s11}_asked_you_to_c|{s11}希望你俘获一名敌方指挥官并带回{s11}审讯。
qstr_{s9}_asked_you_to_le|{s9}希望你把同伴{s3}借他一周。
qstr_{s9}_has_requested_y|{s9}希望你带给他{reg1}名敌军俘虏。
qstr_We_have_reports_that|我们刚刚收到情报，说我们的几只巡逻队被敌军埋伏并打散了。他们中的一些人可能还活着，并被敌军所俘虏。现在我军士气低沉，被俘人员也将被关押、处决、甚至更糟。所以我希望你能解救{reg1}名俘虏，以振奋我军士气。
qstr_We_have_reports_that_|我们刚刚收到情报，说我们的几只巡逻队被敌军埋伏并打散了。他们中的一些人可能还活着，并被敌军所俘虏。作为消耗品，他们在监狱地洞里死去就太不值了。所以我希望你能解救{reg1}名俘虏让他们再为我而战。
qstr_{s9}_has_asked_you_to|{s9}希望你去营救{reg1}名囚犯
qstr_We_have_reports_that_a|我们刚刚收到线报，说有大批敌军正集结于{s13}。对此我极其关注，毕竟我一不知道他们有多少人，二不知道我方战士是否做好了战斗准备。我希望你能尽可能的靠近{s13}，并找出一切有用的情报。
qstr_My_spies_tell_me_of_|我的间谍告诉我说有大批敌军正集结于{s13}。他们铁定无法与我与我的仆人抗衡，但能知道他们的人数也不失为一个好主意。我希望你能尽可能的靠近{s13}，并找出一切有用的情报。
qstr_{s9}_asked_you_to_sco|{s9}希望你去侦察{s13}
qstr_We_have_reports_of_s|我们刚刚收到线报，{s13}周围有敌军活动的迹象，但我方斥候目前所有的渗透侦查行动都失败了。所以我希望你能组建一支斥候，尽可能的靠近{s13}，然后将斥候部署在那里。我会派些新兵给你补充人手，但你可别让他们去执行这次的任务。
qstr_My_spies_tell_me_the|我的间谍告诉我说敌军正在{s13}采取某些行动。我们那些胆小如鼠的斥候们已经失败太多次了，至今都没传回任何有用的情报。我希望你能组建自己的斥候，尽可能的靠近{s13}，然后把他们留在那里。确保他们不会转身逃跑喽！我会给你些新兵补充战力，带他们干活去吧。
qstr_{s9}_asked_you_to_di|{s9}希望你能在{s13}周边派遣一支斥候。^准备{reg1}名{s15}士兵，其中至少要有1名{s14}，在{s13}附近与{s14}对话，以下达命令派出斥候。
qstr_We_need_to_take_the_|我们要把战斗带向敌人，{playername}。为了达到这个目标，我们需要攻击他们的巡逻队和情报网络。我希望你去消灭{reg1}队{s13}，这将帮我们赢得主动。
qstr_We_need_to_grind_dow|我们要把没用的敌人碾碎，{playername}。他们的巡逻队和补给队比我预料中的还要大胆。我希望你去消灭{reg1}队{s13}，教会他们什么叫做恐惧。
qstr_{s9}_asked_you_to_el|{s9}希望你去消灭{reg1}队{s13}。
qstr_{s9}_asked_you_to_fr|{s9}希望你解决{s13}近郊游荡着的一只狂暴的食人妖。
qstr_{reg1}_{s16}_joined_|{reg1}名{s16}加入了你的队伍。
qstr_Wait_{playername}._I|等等，{playername}，我得说你是个特别可靠的仆人。
qstr_Halt_{playername}._I|先别走，{playername}，我曾觉得你不过是个奴隶下仆（强兽人对半兽人藐视的说法），但你证明自己是个有用的仆人。
qstr_Take_these_warriors_|带上这些战士，让他们与你一起继续为我效力吧。
qstr_One_last_thing_{play|{playername}，我得说一句在这么个满是背叛和竞争的地方，你一直以来都是个可靠的盟友。
qstr_Wait_{playername}._W|等等，{playername}。我们第一次见面时我把你看作竞争对手，现在看来我错了。
qstr_Take_these_warriors_a|带上这些战士，让他们助力你击溃我们的敌人吧。
qstr_Before_you_leave_{pl|{playername}，在你走之前我想让你知道，对我来说你一直是个好战友。
qstr_Wait_{playername}._I_|等等，{playername}。我还不是很了解你，但一段时间来你都是位好战友。
qstr_Allow_me_to_repay_yo|请让我回赠你一些士兵作为感谢吧。
qstr_Wait_{playername}._C|等等，{playername}。像你和你麾下战士这样能干的仆人，值得配备最好的装备。
qstr_Halt_{playername}._It|别走，{playername}，我的仆人用寒碜的装备可太不体面了。
qstr_Take_this_{s22}_and_|收下这{s22}吧，让其助力你在战场上奋勇杀敌。
qstr_Before_you_go_{playe|在你启程前收下这些，{playername}。你和你部下这样强大的战士，值得使用最好的武器、盔甲和坐骑。
qstr_Wait_{playername}._Y|等等，{playername}。你的队伍能征善战，但如果你有更精良的装备，想必能更上一层楼。
qstr_Take_this_{s22}._I_h|收下这个{s22}吧，我这里用不到了。
qstr_Just_a_moment_{playe|等一下，{playername}。像你和你的部下这样的英雄人物，值得最精良的武器、盔甲和战马。
qstr_Wait_{playername}._Yo|等等，{playername}。自大战爆发以来你作为指挥官战功累累，我想是时候给你更好的装备了。
qstr_Accept_this_{s22}_ma|收下这{s22}，希望能帮到你和你的部下。
qstr_the_Dwarves_so_that_|矮人使用的货币，如果你途径铁丘陵或孤山的话，你可以试着用传说中的矮人武器武装自己
qstr_Gondor_so_that_if_yo|刚铎使用的货币，如果你途径他们的领土的话，你可以试着购买一些他们远近闻名的护甲
qstr_Rohan_so_that_if_you|洛汗使用的货币，如果你途径他们的领土的话，你可以试着购买一些他们传说中的战马
qstr_Dale_so_that_if_you_|河谷镇使用的货币，如果你途径他们的领土的话，你可以试着购买一些他们远近闻名的战弓
qstr_Without_my_help_you_|没有我的帮助你们全都会死在地上等着被烧成灰！^^ 我响应着艾辛格，萨鲁曼的召唤，向我致敬否则后果自负！
qstr_Without_my_help_you_w|没有我的帮助你们全都会死在地上等着被烧成灰！^^ 我响应着魔多之主的召唤，他即将成为世界之主。
qstr__*snort*_There_is_on|*哼* 世界上只有一个主，渣滓。迟早，你将会回应路格布尔兹，孬种！（注：路格布尔兹在黑语中等于邪黑塔）
qstr_*snort*_Another_one_|*哼* 又一个肉盾，挡箭的！滚开，懦夫。我们要你没用。
qstr_Go_to_Moria_and_get_|前往摩瑞亚，为你自己选一匹强大的座狼——或是一些应属于你的奴隶（强兽人对半兽人藐视的说法），只要你喜欢！
qstr_Go_to_Isengard_and_g|前往艾辛格，拿一些你应得的 — 也许一些好战的强兽人会跟随你！
qstr_Go_up_north_to_Gunda|一路向北，去刚达巴— 那边的半兽人又蠢又丑，不过他们有上等的皮毛。
qstr_Get_some_snagas_of_y|拿一些你的奴隶（强兽人对半兽人藐视的说法），像那边那些跟随我的同伴。也许很快你就能够一支属于你的战队了！
qstr_Our_friends_and_alli|^^我们的朋友和盟友会知道你的大名的，不要怀疑这件事！可能他们会乐意给你一匹新的马，或是一把新的刀。没人会为弱者浪费时间，但是如果你是个强者，哈，我们会帮助那些帮助我们的人，了解了吗？拿一些战利品换一批好马，如果可以的话，跟那些卢恩人— 不管是为了骑还是吃，那是你的选择了，哈！
qstr_Trade_some_of_those_|拿其中一些战利品换一批好马，如果可以的话，跟那些卢恩人交易— 不管是为了骑还是吃，那是你的选择了，哈！
qstr_That_is_not_a_smart_|在一名卢恩战士面前说这种话可不明智…下次我见到你，我一定会干掉你。
qstr_They_will_all_know_m|他们都将知晓我的名号…他们也将知晓何为恐惧
qstr_Suilad_mellon!_It_is|向你致敬，我的朋友！来自瑞文戴尔的朋友在我们的国度可不常见。感谢群星对你的指引让你前来帮助我们。谢谢！
qstr_Suilad_mellon!_It_is_|向你致敬，我的朋友！我们的木精灵表亲能前来帮助我们真的很少见。辛达林语：谢谢！
qstr_Suilad_mellon!_That_|Suilad，mellon！在通用语中的含义是—向你致敬，我的朋友！^^一开始我不确定屋外究竟是一柄半兽人马刀，还是一头愤怒的公熊。哎！感谢群星将你带到了我的面前。
qstr_Alas_it_is_not_a_ple|哎，我还有其他人来这里并非是为了游历…
qstr_You_wouldn_t_have_ne|如果你坚持关闭国境的话你是得不到我们的援助的！
qstr__*growl*_I_know_your|(吼！我知道你在说什么，精灵。至少足够清楚你是在嘲讽我还是在感谢我…
qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen（辛达林语：我想说什么均可，而你却听不懂我在说什么。）深度是我主的设计，非所有人能见能明。
qstr_Alae!_Our_green_wood|哎！我们的幽暗密林已经全面戒严，厚重的大门已经关稳，瑟兰迪尔王的殿堂更是层层把关。像我们这样做将会是一个明智的决定。
qstr__say_nothing_|(什么也不说)
qstr_Alas_it_is_not_a_plea|哎，我还有其他人来这里并非是为了游历。^^来自远古的邪恶征服了整个黑暗，现在他又向光明探出了魔掌。白手在山的另一边回应了他，而瑞文戴尔的主人们正赶往战场，帮助北方的战斗。
qstr_You_wouldn_t_have_nee|如果你坚持关闭国境的话你是得不到我们的援助的！^^深林女巫的故事只能吓跑糊涂的蠢蛋—而非我们刚刚拜托的污秽的半兽人。
qstr_*growl*_I_know_your_|吼！我知道你在说什么，精灵。至少足够清楚你是在嘲讽我还是在感谢我。^^群星与我的到来无关，我是循着线索和半兽人身上难闻的气味找到这里的。我现在开始怀疑，在你危机的时刻杀死他们是否是一个好注意了。
qstr_Keep_your_secrets_th|吾友，黄金森林微风中的细语已告知了你的到来。^^职责所在，虽然凯兰崔尔女士应早已知晓，但我会通知她埃尔隆德大人军队的到来。至于你，我希望能把你介绍给黄金森林的人民们。^^Le maethor veleg a gornui（辛达林语：你是一位强大勇敢的战士）！你的勇气与善行应当被知晓。歌唱的黄金谷（罗斯洛立安别名）将永远是你最坚强的后盾。
qstr_We_walk_under_the_su|我们行走于太阳与星光下，住在洞中非吾所愿，但你的善意已经传达。 ^^你的勇气与善行应当被知晓。 我们的王国将永远是你最坚强的后盾。
qstr_*he_sighs_and_smiles|*他轻叹了一声并微微一笑* ^^好吧，由于有着共同的目标，我们愿意分享我们有的一切，即使你的言辞其实并没有打动我。
qstr_For_some_months_we_h|在过去的数月里，半兽人伐木队的规模翻了五倍。^^职责所在，虽然凯兰崔尔女士应早已知晓，但我会通知她埃尔隆德大人军队的到来。至于你，我希望能把你介绍给黄金森林的人民们。^^Le maethor veleg a gornui（辛达林语：你是一位强大勇敢的战士）！你的勇气与善行应当被知晓。歌唱的黄金谷（罗斯洛立安别名）将永远是你最坚强的后盾。
qstr_Calm_yourself_friend|冷静，我的朋友。Pedin i phith in aniron, a nin u-cheniathog（辛达林语：我想说什么均可，而你却听不懂我在说什么。）^^我希望能把你介绍给黄金森林的人民们。你的勇气与善行应当被知晓。黄金谷（罗斯洛立安别名）阳光照耀处，我们都与你同在。
qstr_Stars_sail_through_t|群星行于天海，人们脚踏大地。何人能知众人的命运是否汇聚？我希望能把你介绍给黄金森林的人民们。你的善行应当被知晓。每当你循着星光来到黄金谷（罗斯洛立安别名）的时候，我们都与你同在。
qstr__RESOURCE_POINT_TUTO|(资源点教程)^^ 能在罗斯洛立安用于交易的资源点和你在初始派系取得的的资源点不同，你要在罗斯洛立安取得当地派系的资源点以便与当地人交易。^^查看报告菜单获取更多消息。
qstr__RESOURCE_POINT_TUTOR|(资源点教程)^^ 能与波宁人交易的资源点和你在罗斯洛立安取得的的资源点不同，你要在比翁之家取得波宁人派系的资源点以便与当地人交易。^^查看报告菜单获取更多消息。
qstr_I_have_long_wished_t|我很久以前就想来拜访木精灵了…
qstr_What_form_shall_the_|罗斯洛立安是什么样的？
qstr_Our_bees_make_honey_|我们的蜜蜂制作蜂蜜和蜂蜡，我们的牛群提供牛奶，黄油和芝士。
qstr_I_have_long_wished_to|我很久以前就想来拜访幽暗密林了，尝尝精灵饼干，听听你们的歌唱！^^我带着黄金气泡酒以及满是尘土和荣耀的古老战旗作为我对瑞文戴尔的回忆，但我很好奇我能在Laurelindórenan（辛达林语：歌唱的黄金谷—罗斯洛立安）发现什么独一无二的奇景。
qstr_What_form_shall_the_f|罗斯洛立安是什么样的？^^黄金在第二天早晨会变成树叶？清澈无味的水和多屑的仙女面包？^^血红色的葡萄酒，新猎的鹿，充满锐利箭矢长矛的军械库！ 这才是我想要的待客方式。
qstr_Our_bees_make_honey_a|我们的蜜蜂制作蜂蜜和蜂蜡，我们的牛群提供牛奶，黄油和芝士。^^面包我们自己制作，锐利的战斧我们与路过矮人交易获得。^^除了一双健壮的双手之外，我还需要什么呢？
qstr_If_fate_wills_it_I_s|循着命运的指引，我将再次踏上你的土地，探寻它的所有秘密。
qstr_If_I_ever_have_need_|若我将来真有需要罗斯洛立安帮助的地方，定会不吝登门。
qstr__nod_and_say_nothing|(点头但保持沉默)
qstr_Oh_there_are_many_an|哦，这些礼物向罗斯洛立安的任何朋友开放！^^若我们再次肩并肩的奋战于战场，亦或是你完成凯兰崔尔女士和她手下领主的任务，罗斯洛立安之民都将因你的善意满足你的需求：闪亮的武器，坚硬的链甲，锋利的羽箭和士兵的食粮。^^谁也不知道，未来某日你是否会成为罗斯洛立安的一位伟大{领主/女领主}。
qstr_The_joys_of_the_Gold|黄金谷（罗斯洛立安别名）的欢乐很多，它随时向着朋友们开放！^^若我们再次肩并肩的奋战于战场，亦或是你完成凯兰崔尔女士和她手下领主的任务，我们的人民都将因你的善意满足你的需求：闪光的武器，坚硬的链甲，锋利的羽箭和士兵的食粮。 ^^谁也不知道，未来某日你是否会成为罗斯洛立安的一位伟大{领主/女领主}。
qstr_Our_Golden_Valley_gi|黄金谷（罗斯洛立安别名）有大量物资提供给朋友们。^^若我们再次肩并肩的奋战于战场，亦或是你完成凯兰崔尔女士和她手下领主的任务，我们的人民满足你的需求，以感谢你远离家乡前来帮助的善意。
qstr_I_shall_keep_that_in|我会记住这点的。^^ Hantanyel, áva márië!（辛达林语：感谢你，再见！）
qstr_That_may_be_so_some_|当是如此，路途总有弯曲。^^ Boe i 'waen!（我要走了！）
qstr_I_seldom_wander_far_|我很少离家很远，但请快些，那里四处游荡的半兽人可能越来越多了。
qstr_What_do_you_want?|你想要做什么？
; qstr_Greetings._What_can_|Greetings. What can I do for you?
qstr_Who_are_you?_A_mere_|你是谁？只不过是个{s25}？我可没时间和你纠缠！让开！{s2}
qstr_What?_You_come_to_me|什么？你来找我却不知道我能做什么？看看你的周围。^^你看到那些血渍了吗？你听到那些哭鸣了吗？你感受到他们的疼痛了吗？这就是我干的活！我拆开伤口以便让它们再好起来！如果你浑身伤痛，就来找我，我可以让你感觉好一些！
qstr_I_am_a_healer._Come_|我是医师。当你或是你的同伴受重伤时可以来找我，我会尽我所能治疗你们的伤口。
; qstr_You_have_found_the_loca|You have found the local healer
qstr__Costs_500_Resource_|(失去500 资源点和5点影响力)
qstr_Ha!_I_can_see_that!_|哈！我看到了！我能做到，没问题……除了你的血，都不是免费的！{s2}
qstr_Yes_I_see_that._We_c|是的，我看到了。我们可以照顾你，但是我需要一些配药。{s2}
qstr__Costs_1000_Resource_|(失去1000 资源点和10 点影响力)
qstr_I_ll_have_my_worms_d|我会让我的渣滓们去帮你。他们不是最好的，但多少能做好这份事。当你需要他们时来这跟我打声招呼。{s2}
qstr_I_ll_have_my_assista|我会让我的助手们照顾你的士兵。他们还在学习如何做这些，所以请稍微体谅他们。当你需要他们时来跟我说一声。{s2}
qstr_Alright!_Worms!_Get_|好了！渣滓们！别听了，干事了！
qstr_Let_us_begin._My_ass|让我们开始吧。我的助手们会好好照顾你和你们的人的。
qstr_All_done!_Ha!_You_di|全做完了！哈！你们并没有叫得很多次嘛，令人印象深刻！现在滚吧，让我一个人呆着。
qstr_We_ve_done_what_We_c|我们已经做了我们能做的了。现在你和你的人需要休息。
qstr_Boss_the_lads_are_hu|头儿，小伙儿们都在挨饿！我们做的都是苦活脏活但我们还在挨饿！
qstr_Master_the_lads_are_|主人，小伙子们都饿了！我们可不能空着肚子去送死啊！
qstr_Yes!_With_proper_fed|好的！我们的肚子填得饱饱的，我们就会为你服务得更加好！
qstr_As_you_command_maste|遵命，主人。嘿嘿嘿。咱们的菜单上又有肉啦，大伙们！
qstr_Your_Orcs_&_Uruks_at|你的半兽人和强兽人吃掉了{reg1}个人！
qstr_Yes_master!_As_you_c|是，主人！遵命，主人！
qstr_Harr_harr_harr!_You_|哈哈哈！你可吓不倒我！下次我们吃的就是你了！
qstr_One_{s6}_left_the_pa|一名{s6}离开了队伍。
qstr_I_understand._I_will|我明白了。我会跟你呆在一起。仅仅一会儿。
qstr_I_have_played_my_rol|我已经尽责许多年，许多凡人的一生。这场战争是凡人的战争。我将就此和决定与我一起的同伴们西渡离去。
qstr_{reg1}_Veteran_Elves|{reg1}名精灵老兵决定离开你的队伍。
qstr_What_an_amazing_feat|多么惊人的战功啊！
qstr_Well_done!|干的漂亮！
qstr_Nice_legwork.|出色的外勤。
qstr_Heh.|哟
qstr_Good_moves_but_you_m|进展良好，但你需要做的仍有很多。
qstr_More_than_half_of_th|超过一半的敌军，不坏。
qstr_You_ll_need_to_try_h|你应该更努力地尝试。
