str_yes|Oui.
str_npc9_backstory_a|Content pour vous ! On m'apelle Glum. J'ai éventré mon sergent, et depuis ses snagas me pourchassent.^Les ingrats. Une fois, lors d'une embuscade par une patrouille, nous avions perdu. Il criait : « Retraite » et fuyait. Mais Gulm et quelques autres étaient restés,et brisèrent leurs chevaux alors qu'ils chargeaient. Ensuite nous avons rendus les hommes aux cheveux blonds au passé, har-har ! Si nous n'avions pas été là, ils nourriraient les vers de terre.
str_npc10_backstory_a|Je suis Durgash !
str_npc11_backstory_a|Non ! Je ne suis pas un pisteur, c'est sûr. Ils m'en empêche ! Je vous ais dit qu'ils avaient perdu leur tête, c'est tout. Qu'ils soient maudits ! Tout d'abord ils disent que je tire mal, puis que je cours trop lentement, et ensuite que j'ai un nez inutile ! S'il ne me trouve pas une tâche quelconque à me faire faire, je suis bon pour les trous noirs, si ce que l'on dit est vrai. Mais je veux être sur qu'avait cela, certains de mes chefs perdent leur peau avant que je n'y soit jeté.
str_npc12_backstory_a|Je dirige une bande de soldats ici présents. Je suis Gorbag et tu ferais mieux d'apprendre à t'incliner devant nous car tu apprendras bien assez vite que ce sont nous, les Uruks, les maîtres par ici. Le grand Maître fait bien des devers, même le plus grand fait des erreurs, et ce sont toujours les pauvres Uruks devons remettre ça en place, et les remerciements sont faibles. Ils ne nous disent même pas tout ce qu'ils savent. Ni même la moitié. Grr !
str_npc13_backstory_a|Moi ? Je suis un grain de sable des déserts du sud, blessé par les froids du nord,et le vol d'ailes noires. Je suis Lykyada, un seigneur serpent de l'Haradwaith. Seigneur du serpent d'or, fils de la tribu du serpent noir, maintenant alliés afin de servir la volonté du Seigneur Noir.
str_npc14_backstory_a|Je suis Fuldimir, fils du royaume de l'Umbar, au sud de l'Harondor, et de la baie de Belfalas, car les deux sont nos foyers pour mon cœurs et mes gens. Nous sommes les seigneurs des mers, des corsaires pour certains, descendants de la baie de Belfalas car nous écumons ses eaux.
str_npc15_backstory_a|Je suis Bolzog le Doué, Refermeur des blessures, et Shaman des soins. Si vous voulez aller à la guerre pour l’œil, vous n'aurez sans aucun doute l'un ou l'autre de vos compagnons qui sera blessé par un de ces forestiers à la face pale, ou un de ces amis de chevaux. Maintenant, -nar-nar-nar ! Les orques sont faciles à remplacer, ô grand chef, mais comment pouvez vous remplacer un Warg ? Un géant ? Un troll des cavernes ? Shi-shi ! Non ! Vous avez besoin de moi, le grand Bolzog !
str_npc16_backstory_a|Ainsi maintenant c'est l'étranger qui doit se présenter le premier. Peu importe, je suis Varfang, du sang des Balcoth... Mais je peux vous dire que vous n'avez pas entendu les chansons et les contes de mon pays qui parle des Baltochs, car ce simple nom aurait fait s'évanouir votre courage, et rempli votre cœur de peines.
str_npc17_backstory_a|Ils m'appellent Dimborn, et je travaille dans les bois. C'est joli. J'aime bien les bois. Il y a beaucoup d'arbres dans les bois. J'aime les arbres. J'ai travaillé dans les bois toute ma vie, car je suis fort et car j'aime les arbres.
str_npc1_backstory_b|Vous devriez savoir que je suis un Rôdeur de l'Ithilien, descendant des Dùnedain, et ayant hérité de leur valeur. Je sais beaucoup de chose sur l'art du pistage et de l'art de l'éclaireur, et mon habilité à l'arc et à l'épée est reconnue des orques. Je peux aussi entraîner toute âme souhaitant combattre l'Ombre qui vient.
str_npc2_backstory_b|J'ai été entraîné en tant que gardien de Minas Tirith, afin de maintenir l'ordre dans la cité blanche et de servir mon Seigneur Surintendant.
str_npc3_backstory_b|Je suis un cavalier de l'éored de de l'Ouestemnet. Ils partirent sans moi pour une longue patrouille près des gués de l'Isen. Je sais que leur conduite sera digne de la bannière verte, mais j'ai peur que beaucoup ne reviennent pas.
str_npc4_backstory_b|Je suis née dans une famille noble, et j'ai servi Dame Éowyn en tant que dame de compagnie depuis que nous sommes de petites filles. Nos pères étaient assez sage pour nous autoriser à nous entraîner à côté de nos frères à l'art des armes, afin de devenir des femmes boucliers du Rohan.
str_npc5_backstory_b|Le Seigneur Elrond m'a envoyé en tant qu'émissaire auprès du Seigneur Celeborn, afin de lui apporter de l'aide et des conseils, car il en a besoin pour cette guerre dans cette partie du Rhovanion.
str_npc6_backstory_b|J'aime marcher dans les chemins caché de cette belle forêt. Parfois je me déplace silencieusement entre les arbres, et j'observe les habitudes de beaucoup d'animaux des bois. Le chant d'un oiseau rare, le reniflement d'un ours sauvage sont pour moi aussi beau que le choc des armes et les grands murs le sont pour les Edain.
str_npc7_backstory_b|J'ai aidé à maméliorer les défenses d'Erebor et j'ai entrainé un certain nombre de jeunes nains, et ce sous la supervision de mon vénérable père Dwalin, tel que le veut nos coutumes.
str_npc8_backstory_b|Je me suis occupé du roi Brand pour une constipation, un malaise commun qui affecte les hommes partant pour la guerre. Une petite gorgée d'absinthe, et à la fois les tripes et la pensée sont remises en place.
str_npc9_backstory_b|Je suis un combattant Uruk-Hai, et un Berserk*! Tout ce qu'il faut savoir sur l'art de tuer les hommes, je le sais. Je suis au service de la Main Blanche, mais maintenant la Main voudrait tout aussi bien me jeter dans ces trous à feu.
str_npc10_backstory_b|Je suis un chevaucheur de loup de l'Isengard, et un pisteur.
str_npc11_backstory_b|Ar ! C'est seulement car mon nez était bouché. Et maintetant à quoi ça sert de renifler ces pierres de nouveau*? Na*! C'est à cause de ces sales Uruks ! Ils ont maudits la trace, voleurs d'odeurs*! J'ai perdu la piste lorsque je les ai laissé faire. Ils fouillèrent la scène, prenant tout ce qu'ils trouvaient,et marchant partout avant que je n'arrive.
str_npc12_backstory_b|Et ces Nazguls me donnent les chocottes. Et ils vous déshabillent dès qu'ils vous regardent, et vous laissent gelé dans le noir dès qu'ils regardent autre part. Mais Il les aime ; ce sont ses favoris, et ça ne sert à rien de râler. Je peux vous le dire, ce n'est pas une partie de plaisir que de servir dans cette ville. J'aimerais bien essayer un endroit où il n'y a aucun d'entre eux.
str_npc13_backstory_b|Dernièrement j'ai vu les paroles du Seigneur Noir se répandre parmi mon peuple, et cela vas grandir parmi leur esprit et leur cœur. La plupart ont été jetés dans l'obscurité, et à la place du courage on y trouve une soif insatiable de massacres, tant et si bien que quand leurs oreilles entendront son appel peu de personnes oseront y résister.
str_npc14_backstory_b|Il y a beaucoup de changement parmi les hommes chevauchant les vents et les eaux de Belfalas, et ce qui veulent combattre sa volonté ne sont rien que des enfants. Pour les hommes aguerris ce sont eux qui rencontrent ses tempêtes et combattent sa rage. J'ai vu bien de sombres marées, et j'en suis pourtant resté le maître.
str_npc15_backstory_b|Bien des lunes avant, alors que je n'était qu'une petite chose, mon Grand-Père a conduit notre tribu dans les mines, là où des nains étaient mort récemment. Un spectre de feu était venu, et l'endroit était confortable et chaud. Nous avons prospéré, mais régulièrement un aventurier cruel ou quelque héros nain vient et nous poursuit et nous tue dans nos calmes tunnels. Mes mains ont appris comment refermer la blessure d'une épée ou d'une hache, et mon esprit a appris à voir l'alignement des os. En ces jours , je peux tout aussi bien faire une potion ou trouver un lieu où se reposer.
str_npc16_backstory_b|Les Baltochs sont une race d'hommes fiers, venant de ma terre natale, pourchassés et tués par les orientaux, et peu ont survécus. Ils sont pourchassés comme des bêtes, gagnant leur nourriture avec leur lames. Le sang qui coule de ces lames est le même sang qui coule dans mes veines, car par moi leur maison prospère.
str_npc17_backstory_b|Vous pouvez faire beaucoup de chose à partir des arbres. C'est ce que je fait. Je travail avec les arbres et fabrique des objets à partir des arbres. Parfois je fait aussi des bûches. Mais je préfère les arbres.
str_npc1_backstory_c|Toutefois, j'ai bien peur que nous soyons désespérément en infériorité numérique ici en Ithilien, et que nous ne tiendrons pas longtemps sans renforts ou sans des actions audacieuses de la part de notre Intendant. Je pourrais tout aussi bien aider où mes actions seront plus profitables, si mon Capitaine Faramir me permet de partir.
str_npc2_backstory_c|Bien que mon devoir est important ici, je suis plutôt impatient de voir de réels combat et... des Elfes, des Arbres qui parlent des Oliphants ! Vous semblez avoir voyagé, Commandant, et je ne dis pas ça à cause de votre apparence, loin de là. J'apprends rapidement et je peux cuisiner... enfin, assez bien pour des soldats. Je ne crois pas me tromper en disant que vous cherchez des volontaires ?
str_npc3_backstory_c|Ainsi, me voilà, déshonoré et amer. Mon éored doit être à des milles maintenant, et je n'ai pas une chance de les rattraper, pas avec tous ces Orques et ces Hommes sauvages qui errent sur les plaines. Seriez-vous, par chance, à la recherche d'un fin cavalier rohirrim ?
str_npc4_backstory_c|Vous savez peut-être que les femmes, même compétentes, ne sont pas autorisées à chevaucher avec les éoredas. Toutefois, je ne pense pas qu'attendre le retour des guerriers auprès de l'âtre soit mon destin. Je ne vais pas rester les bras croisés jusqu'à ce que toute possibilité de grande action soit passée dans cette Guerre, et je serais heureux d'accepter votre aide, guerrier.
str_npc5_backstory_c|Toutefois, les ennemis de la Lothlórien sont en déroute, je pourrais envisager de vous rejoindre pour quelques temps, {playername}. Je sens que nos destins dans cette Guerre sont étroitement liés.
str_npc6_backstory_c|Vous ne croiriez pas ça, je pense, à vous voir préparé à la guerre. Mais vous devez avoir beaucoup - avez-vous rencontré les autres grandes forêts ? Pouvez-vous m'y emmener ?
str_npc7_backstory_c|Il y a une accalmie dans les combats, qui rendrait malade tout guerrier nain de mon ascendance et de mon tempérament. Je suppose que vous voyez beaucoup d'actions dans vos voyages, et que votre cause est amicale avec les Nains ? Je connais un Nain qui améliorerait grandement vos chances de survie.
str_npc8_backstory_c|J'ai entendu qu'il y a de nombreux combats partout et que nos terres sont épargnées pour le moment. D'après les rayures de votre armures, vous avez dû être en danger à de nombreuses reprises. Peut-être que mes humbles compétences seront utiles à votre compagnie, plus le plus grand bien de tous.
str_npc9_backstory_c|Je n'ai pas de maître. Je viendrais avec vous et chasserait les Hommes dans le sud pendant que les Snagas d'Isengard grinceront des dents.
str_npc10_backstory_c|Peut-être que vous pouvez être mon nouveau maître.
str_npc11_backstory_c|Très bien, très bien ! Mon nez n'est pas très utile. Je pense que mes yeux sont plus utiles que mon nez. Ai ! Mais mon nez n'est pas la seule raison au fait que je ne sais pas ce que sent quoi que ce soit. Je ne sais même pas à quoi ça ressemble, je vous dis. Ar ! J'ai juste besoin de sortir du lopin et de commencer à renifler les lieux.
str_npc12_backstory_c|Eh, si j'en ai l'occasion, je vais m'éclipser et m'installer quelque part avec quelques gars fidèles, quelque part où il y ait de quoi piller, et pas de grand chef. Je vais essayer quelque part où il n'y en a aucun, comme avant.
str_npc13_backstory_c|J'ai suivi les miens au nord, et écouté son sombre appel, pour m'acquitter du devoir que j'ai envers mon peuple. Mais je vois les ténèbres qui habitent en eux, et je chercher à accomplir ma part dans cette guerre ailleurs, jusqu'à ce que les sables de mon temps ne tombent plus. Même maintenant je les sens couler là où il y avait auparavant une cascade.
str_npc14_backstory_c|Mais voici qu'arrive la sombre marée, la marée noire de l'ombre, qui passera sur ces terres comme nuls yeux mortels ne l'ont vu. C'est la marée que je cherche à maîtriser, mais je me trouve sans un équipage assez robuste pour chevaucher cette tempête.
str_npc15_backstory_c|Après de nombreux hivers, je suis sorti des tunnels, et j'ai examiné les sombres forêts pour trouver en bon endroit pour vivre et pratiquer mon art. Je le faisais très bien, jusqu'à ce que de grands bâtards avec des tatouages blancs - Eugh ! Blancs ! Comme une face d'Elfe ! De grands bâtards, qu'ils étaient. Ils m'ont chassé de mon petit endroit et de la Forêt, et j'ai dû retourner à nouveau dans les caves... ici. Dites, vous avez quelque chose à manger ? Peut-être un bon cheval ?
str_npc16_backstory_c|C'était il y a de nombreuses vies d'hommes, une époque différente, mais le temps du deuil et des contes n'est plus. Le temps de la récompense pour mon peuple est arrivé, et je vais déchaîner sa vengeance sur les visages des ces terres de l'Ouest. Par ma main, leurs maisons se dessécheront et flétrisseront jusqu'à ce que leurs clans ne soient plus !
str_npc17_backstory_c|Si vous allez dans la forêt, peut-être que je peux vous accompagner et vous parler des arbres d'ici ? Il y a beaucoup d'arbres intéressants par ici, vous savez.
str_npc1_backstory_later|J'ai mené des groupes d'éclaireurs dans le sud, aussi loin qu'Emyn Arner. Il y a beaucoup d'activité ennemie et de nombreux Orques sont tombés dans nos embuscades. Hélas, un grand nombre d'entre eux dévalent les ravins, nous avons vu une myriade de créatures immondes en marche. J'ai peur pour mon Ithilien, et pour l'avenir du Gondor.
